EM_ID,UCMC,Date,Year,Month,Ordinal day,Site,Plot,Plant,Plant species name,Plant common name,Plant family,Insect Order,Insect family,Insect species name,Insect notes,Notes,PA
EM01985,,8/10/18,2018,8,222,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01995,,8/10/18,2018,8,222,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01984,,8/10/18,2018,8,222,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,,,1
,,8/16/18,2018,8,228,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
,,8/16/18,2018,8,228,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
EM02000,,8/16/18,2018,8,228,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02001,,8/16/18,2018,8,228,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02004,,8/16/18,2018,8,228,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02005,,8/16/18,2018,8,228,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
,,8/16/18,2018,8,228,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
,,8/16/18,2018,8,228,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
,,8/16/18,2018,8,228,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01999,,8/16/18,2018,8,228,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02002,,8/16/18,2018,8,228,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02006,,8/16/18,2018,8,228,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM02007,,8/16/18,2018,8,228,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus rufocinctus,,,1
EM02017,,8/24/18,2018,8,236,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02014,,8/24/18,2018,8,236,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
,,8/24/18,2018,8,236,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02009,,8/24/18,2018,8,236,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02020,,8/30/18,2018,8,242,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus rufocinctus,male,,1
EM02023,,8/30/18,2018,8,242,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02025,,8/30/18,2018,8,242,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02019,,8/30/18,2018,8,242,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus rufocinctus,,,1
EM02147,,8/11/19,2019,8,223,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum foxii,det. JR,,1
EM02144,,8/11/19,2019,8,223,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Megachile relativa,,,1
,,8/11/19,2019,8,223,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,,,1
,,8/20/19,2019,8,232,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Apis mellifera,,,1
,,8/20/19,2019,8,232,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,,,1
,,8/20/19,2019,8,232,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,8/20/19,2019,8,232,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,8/26/19,2019,8,238,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Apis mellifera,,,1
,,8/26/19,2019,8,238,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,8/26/19,2019,8,238,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,8/26/19,2019,8,238,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM02102,,9/2/19,2019,9,245,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus melanopygus,male,,1
,,9/2/19,2019,9,245,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Apis mellifera,,,1
,,9/2/19,2019,9,245,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/2/19,2019,9,245,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/2/19,2019,9,245,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/2/19,2019,9,245,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/2/19,2019,9,245,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/2/19,2019,9,245,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/2/19,2019,9,245,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Apis mellifera,,,1
,,9/2/19,2019,9,245,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Apis mellifera,,,1
EM02095,,9/9/19,2019,9,252,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
,,9/9/19,2019,9,252,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM02094,,9/15/19,2019,9,258,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum foxii,det. JR,,1
EM02091,,9/15/19,2019,9,258,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Osmia pusilla,female,,1
,,9/15/19,2019,9,258,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Apis mellifera,,,1
,,9/15/19,2019,9,258,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/15/19,2019,9,258,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/15/19,2019,9,258,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus sylvicola,,,1
,,9/15/19,2019,9,258,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/15/19,2019,9,258,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM02265,,7/18/20,2020,7,200,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02226,,7/26/20,2020,7,208,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02246,,8/8/20,2020,8,221,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02316,,8/16/20,2020,8,229,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02319,,8/16/20,2020,8,229,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM02321,,8/16/20,2020,8,229,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
,,8/16/20,2020,8,229,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Anthophora urbana,same as EM02314,,1
EM02311,,8/16/20,2020,8,229,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus fernaldae,,,1
EM02314,,8/16/20,2020,8,229,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Anthophora urbana,,,1
EM02327,,8/22/20,2020,8,235,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Anthophora bomboides,big bee,,1
EM02325,,8/22/20,2020,8,235,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
,,8/22/20,2020,8,235,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,,,1
,,8/22/20,2020,8,235,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,8/22/20,2020,8,235,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM02253,,8/30/20,2020,8,243,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,female,,1
EM02259,,8/30/20,2020,8,243,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus insularis,male,,1
EM02254,,8/30/20,2020,8,243,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM02258,,8/30/20,2020,8,243,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Melissodes confusus,female,,1
,,8/30/20,2020,8,243,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM02331,,9/5/20,2020,9,249,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02330,,9/5/20,2020,9,249,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus insularis,male,,1
EM02332,,9/5/20,2020,9,249,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM02333,,9/5/20,2020,9,249,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus sylvicola,male,,1
EM02334,,9/5/20,2020,9,249,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Anthophora montana,,,1
,,9/5/20,2020,9,249,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,,,1
EM02472,,7/22/21,2021,7,203,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,female,,1
EM02509,,7/28/21,2021,7,209,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus melanopygus,female,,1
EM02510,,7/28/21,2021,7,209,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02501,,7/28/21,2021,7,209,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02496,,7/28/21,2021,7,209,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,female,,1
EM02497,,7/28/21,2021,7,209,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02525,,7/28/21,2021,7,209,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus rufocinctus,female,,1
EM02504,,7/28/21,2021,7,209,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Coelioxys sodalis,kleptoparasitic on megachille; female,,1
EM02534,,8/4/21,2021,8,216,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Dufourea fimbriata,male,,1
EM02564,,8/12/21,2021,8,224,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02565,,8/12/21,2021,8,224,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus melanopygus,female,,1
EM02566,,8/12/21,2021,8,224,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02558,,8/12/21,2021,8,224,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02552,,8/12/21,2021,8,224,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02553,,8/12/21,2021,8,224,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02557,,8/12/21,2021,8,224,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02545,,8/12/21,2021,8,224,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02551,,8/12/21,2021,8,224,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02556,,8/12/21,2021,8,224,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,female,,1
EM02544,,8/12/21,2021,8,224,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
EM02573,,8/19/21,2021,8,231,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02570,,8/19/21,2021,8,231,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02579,,8/19/21,2021,8,231,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02578,,8/19/21,2021,8,231,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02572,,8/19/21,2021,8,231,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM02594,,8/28/21,2021,8,240,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02588,,8/28/21,2021,8,240,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus melanopygus,female,,1
EM02591,,8/28/21,2021,8,240,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02603,,8/28/21,2021,8,240,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02604,,8/28/21,2021,8,240,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02590,,8/28/21,2021,8,240,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02585,,8/28/21,2021,8,240,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02593,,8/28/21,2021,8,240,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02598,,8/28/21,2021,8,240,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02587,,8/28/21,2021,8,240,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
EM02592,,8/28/21,2021,8,240,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus insularis,male,,1
EM02608,,9/4/21,2021,9,247,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02607,,9/4/21,2021,9,247,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02609,,9/4/21,2021,9,247,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02617,,9/10/21,2021,9,253,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,bald see what VA says,,1
EM02619,,9/10/21,2021,9,253,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02626,,9/10/21,2021,9,253,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02622,,9/10/21,2021,9,253,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM02618,,9/10/21,2021,9,253,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus sylvicola,male,,1
EM02631,,9/19/21,2021,9,262,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,8/6/22,2022,8,218,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,8/13/22,2022,8,225,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus occidentalis,,,1
,,8/13/22,2022,8,225,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus occidentalis,,,1
,,8/13/22,2022,8,225,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,8/27/22,2022,8,239,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/5/22,2022,9,248,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
,,9/5/22,2022,9,248,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
,,9/5/22,2022,9,248,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
,,9/5/22,2022,9,248,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,m,,1
,,9/5/22,2022,9,248,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,9/13/22,2022,9,256,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
EM02685,,9/25/22,2022,9,268,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus rufocinctus,,,1
EM02694,,9/25/22,2022,9,268,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus insularis,,,1
EM02739,,9/5/22,2022,9,248,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus,,,1
EM02795,,7/29/22,2022,7,210,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus,,,1
EM02860,,9/18/22,2022,9,261,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus,,,1
EM02861,,8/27/22,2022,8,239,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus,,,1
EM01511,,5/30/17,2017,5,150,Elk M.,3,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM01509,,5/30/17,2017,5,150,Elk M.,6,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
,,8/20/19,2019,8,232,Elk M.,1,HYPRAD,Hypochaeris radicata,Spotted Cat's Ear,Asteraceae,Hymenoptera,Apidae,Bombus appositus,,,1
,,8/26/19,2019,8,238,Elk M.,1,HYPRAD,Hypochaeris radicata,Spotted Cat's Ear,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM02326,,8/22/20,2020,8,235,Elk M.,1,HYPRAD,Hypochaeris radicata,Spotted Cat's Ear,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
EM01335,,6/24/16,2016,6,176,Elk M.,4,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM01369,,7/8/16,2016,7,190,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM01389,,7/15/16,2016,7,197,Elk M.,6,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus occidentalis,,,1
EM01536,,6/20/17,2017,6,171,Elk M.,6,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,female,,1
EM01610,,7/11/17,2017,7,192,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM01526,,6/12/17,2017,6,163,Elk M.,2,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM01831,,6/22/18,2018,6,173,Elk M.,2,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01834,,6/22/18,2018,6,173,Elk M.,4,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01848,,6/29/18,2018,6,180,Elk M.,6,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01843,,6/29/18,2018,6,180,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
