"Family","Genus","Genus_and_species","DIT","FuenteDatos"
"Apidae","Melissodes","Melissodes coreopsis",2.6,"KC"
"Apidae","Melissodes","Melissodes sp 1",2.65,"KC"
"Apidae","Melissodes","Melissodes sp1",2.65,"KC"
"Apidae","Melissoptila","Melissoptila sp",2.65,"KC"
"Megachilidae","Osmia","Osmia atriventris",2.08,"KC"
"Megachilidae","Osmia","Osmia aurulenta",2.78,"KC"
"Megachilidae","Osmia","Osmia bruneri",2.1,"KC"
"Megachilidae","Osmia","Osmia bucephala",3.76,"KC"
"Megachilidae","Osmia","Osmia caerulescens",2.34,"KC"
"Megachilidae","Osmia","Osmia collinsiae",2.7,"KC"
"Megachilidae","Osmia","Osmia inermis",2.35,"KC"
"Megachilidae","Osmia","Osmia lignaria",2.9,"KC"
"Megachilidae","Osmia","Osmia melanogaster",2.84,"KC"
"Megachilidae","Osmia","Osmia nigrifrons",2.43,"KC"
"Megachilidae","Osmia","Osmia pentstemonis",1.75,"KC"
"Megachilidae","Osmia","Osmia proxima",2.16,"KC"
"Megachilidae","Osmia","Osmia pumila",1.9,"KC"
"Megachilidae","Osmia","Osmia pusilla",1.58,"KC"
"Megachilidae","Osmia","Osmia simillima",2.53,"KC"
"Megachilidae","Osmia","Osmia sp1",3.1,"KC"
"Megachilidae","Osmia","Osmia sp1",3.11,"KC"
"Megachilidae","Osmia","Osmia spA",3.11,"KC"
"Megachilidae","Osmia","Osmia spB",3.11,"KC"
"Megachilidae","Osmia","Osmia spC",3.11,"KC"
"Megachilidae","Osmia","Osmia spD",3.11,"KC"
"Megachilidae","Osmia","Osmia spE",3.11,"KC"
"Megachilidae","Osmia","Osmia spF",3.11,"KC"
"Megachilidae","Osmia","Osmia spp",3.11,"KC"
"Megachilidae","Osmia","Osmia subaustralis",2.59,"KC"
"Andrenidae","Panurgus","Panurgus sp1",1.69,"KC"
"Apidae","Peponapis","Peponapis pruinosa",3.16,"KC"
"Halictidae","Pseudapis","Pseudapis diversipes",1.78,"KC"
"Andrenidae","Pseudopanurgus","Pseudopanurgus bakeri",1.12,"KC"
"Andrenidae","Pseudopanurgus","Pseudopanurgus didirupa",1.3,"KC"
"Apidae","Pyrobombus","Pyrobombus impatiens",4.42,"KC"
"Apidae","Pyrobombus","Pyrobombus ternarius",3.17,"KC"
"Megachilidae","Rhodanthidium","Rhodanthidium septemdentatum",3.28,"KC"
"Halictidae","Rophites","Rophites quinquespinosus",2.13,"KC"
"Halictidae","Ruizantheda","Ruizantheda mutabilis",1.68,"KC"
"Apidae","Svastra","Svastra sp",3.54,"KC"
"Halictidae","Systropha","Systropha planidens",2.17,"KC"
"Apidae","Trigona","Trigona fulviventris",1.46,"KC"
"Apidae","Trigona","Trigona fuscipennis",1.44,"KC"
"Apidae","Trigona","Trigona spinipes",1.8,"KC"
"Apidae","Xylocopa","Xylocopa cantabrita",5.71,"KC"
"Apidae","Xylocopa","Xylocopa grisescens",7.5,"KC"
"Apidae","Xylocopa","Xylocopa iris",4.33,"KC"
"Apidae","Xylocopa","Xylocopa sp1",6.3,"KC"
"Apidae","Xylocopa","Xylocopa violacea",7.8,"KC"
"Apidae","Xylocopa","Xylocopa virginica virginica",5.64,"KC"
"Andrenidae","Acamptopoeum","Acamptopoeum prinii",1.8,"Brasil"
"Apidae","Acanthopus","Acanthopus palmatus",5.1,"Brasil"
"Halictidae","Agapostemon","Agapostemon chapadensis",2.2,"Brasil"
"Apidae","Aglae","Aglae caerulea",5.2,"Brasil"
"Apidae","Alepidosceles","Alepidosceles imitatrix",2.5,"Brasil"
"Apidae","Ancyloscelis","Ancyloscelis apiformis",2,"Brasil"
"Apidae","Anthophora","Anthophora paranensis",3.6,"Brasil"
"Apidae","Aparatrigona","Aparatrigona impunctata",1.5,"Brasil"
"Apidae","Apis","Apis mellifera",2.8,"Brasil"
"Apidae","Arhysoceble","Arhysoceble dichroopoda",2,"Brasil"
"Halictidae","Augochlora","Augochlora amphitrite",1.7,"Brasil"
"Halictidae","Augochlora","Augochlora esox",1.7,"Brasil"
"Halictidae","Augochlora","Augochlora foxiana",2,"Brasil"
"Halictidae","Augochlora","Augochlora tantilla",1.4,"Brasil"
"Halictidae","Augochlora","Augochlora morrae",1.4,"Brasil"
"Halictidae","Augochlorella","Augochlorella acarinata",1.4,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis brachycephala",1.7,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis callichroa",1.9,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis cleopatra",2.2,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis electra",2.2,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis hebescens",2.9,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis iris",2.5,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis melanochaeta",2,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis multiplex",1.5,"Brasil"
"Halictidae","Augochloropsis","Augochloropsis smithiana",2.2,"Brasil"
"Apidae","Bombus","Bombus brasiliensis",4.4,"Brasil"
"Apidae","Bombus","Bombus brevivillus",4.5,"Brasil"
"Apidae","Bombus","Bombus morio",5,"Brasil"
"Apidae","Bombus","Bombus pauloensis",3.9,"Brasil"
"Apidae","Bombus","Bombus transversalis",4.4,"Brasil"
"Apidae","Centris","Centris plumipes",5.9,"Brasil"
"Apidae","Centris","Centris quadrimaculata",6.1,"Brasil"
"Apidae","Centris","Centris aenea",4.7,"Brasil"
"Apidae","Centris","Centris flavifrons",5.5,"Brasil"
"Apidae","Centris","Centris nitens",4.1,"Brasil"
"Apidae","Centris","Centris poecila",4.3,"Brasil"
"Apidae","Centris","Centris spilopoda",3.7,"Brasil"
"Apidae","Centris","Centris varia",4.2,"Brasil"
"Apidae","Centris","Centris dichrootricha",4.8,"Brasil"
"Apidae","Centris","Centris tarsata",3,"Brasil"
"Apidae","Centris","Centris trigonoides",3,"Brasil"
"Apidae","Centris","Centris vittata",4.9,"Brasil"
"Apidae","Centris","Centris terminata",3.8,"Brasil"
"Apidae","Centris","Centris collaris",6.9,"Brasil"
"Apidae","Centris","Centris confusa",6.6,"Brasil"
"Apidae","Centris","Centris conspersa",6.9,"Brasil"
"Apidae","Centris","Centris discolor",8,"Brasil"
"Apidae","Centris","Centris dorsata",6.8,"Brasil"
"Apidae","Centris","Centris obsoleta",6.5,"Brasil"
"Apidae","Centris","Centris rhodoprocta",8.7,"Brasil"
"Apidae","Centris","Centris violacea",6.7,"Brasil"
"Apidae","Centris","Centris xanthocnemis",6.4,"Brasil"
"Apidae","Centris","Centris burgdorfi",4.2,"Brasil"
"Apidae","Centris","Centris klugii",4.2,"Brasil"
"Apidae","Centris","Centris denudans",6.9,"Brasil"
"Apidae","Centris","Centris maranhensis",7.8,"Brasil"
"Apidae","Centris","Centris nobilis",8.2,"Brasil"
"Apidae","Centris","Centris scopipes",7.6,"Brasil"
"Apidae","Centris","Centris dentata",4.9,"Brasil"
"Apidae","Centris","Centris fuscata",4.8,"Brasil"
"Apidae","Centris","Centris longimana",6.2,"Brasil"
"Apidae","Centris","Centris pachysoma",8.4,"Brasil"
"Apidae","Centris","Centris rupestris",4.8,"Brasil"
"Apidae","Centris","Centris similis",5.7,"Brasil"
"Apidae","Centris","Centris bicolor",4.7,"Brasil"
"Apidae","Centris","Centris ferruginea",5.4,"Brasil"
"Apidae","Centris","Centris lutea",5.4,"Brasil"
"Apidae","Centris","Centris analis",2.8,"Brasil"
"Apidae","Centris","Centris americana",8.2,"Brasil"
"Apidae","Cephalotrigona","Cephalotrigona capitata",2.3,"Brasil"
"Apidae","Cephalotrigona","Cephalotrigona femorata",2.4,"Brasil"
"Megachilidae","Coelioxys","Coelioxys tolteca",2.6,"Brasil"
"Megachilidae","Coelioxys","Coelioxys clypeata",2.6,"Brasil"
"Colletidae","Colletes","Colletes altimontanus",2.7,"Brasil"
"Colletidae","Colletes","Colletes meridionalis",2.4,"Brasil"
"Colletidae","Colletes","Colletes petropolitanus",2,"Brasil"
"Colletidae","Colletes","Colletes rufipes",2.5,"Brasil"
"Megachilidae","Dicranthidium","Dicranthidium arenarium",1.6,"Brasil"
"Megachilidae","Dicranthidium","Dicranthidium gregarium",1.9,"Brasil"
"Megachilidae","Epanthidium","Epanthidium tigrinum",2.6,"Brasil"
"Apidae","Epicharis","Epicharis dejeanii",5.5,"Brasil"
"Apidae","Epicharis","Epicharis flava",5.3,"Brasil"
"Apidae","Epicharis","Epicharis bicolor",4.2,"Brasil"
"Apidae","Epicharis","Epicharis albofasciata",3.9,"Brasil"
"Apidae","Epicharis","Epicharis affinis",4.7,"Brasil"
"Apidae","Epicharis","Epicharis analis",6.1,"Brasil"
"Apidae","Eufriesea","Eufriesea auriceps",5.2,"Brasil"
"Apidae","Eufriesea","Eufriesea concava",5.7,"Brasil"
"Apidae","Eufriesea","Eufriesea eburneocincta",5.7,"Brasil"
"Apidae","Eufriesea","Eufriesea flaviventris",5.4,"Brasil"
"Apidae","Eufriesea","Eufriesea fuscatra",5.3,"Brasil"
"Apidae","Eufriesea","Eufriesea nigrohirta",4.8,"Brasil"
"Apidae","Eufriesea","Eufriesea ornata",6.8,"Brasil"
"Apidae","Eufriesea","Eufriesea pulchra",5.7,"Brasil"
"Apidae","Eufriesea","Eufriesea superba",5.6,"Brasil"
"Apidae","Euglossa","Euglossa amazonica",3.1,"Brasil"
"Apidae","Euglossa","Euglossa analis",3.5,"Brasil"
"Apidae","Euglossa","Euglossa avicula",3.4,"Brasil"
"Apidae","Euglossa","Euglossa azureoviridis",3.3,"Brasil"
"Apidae","Euglossa","Euglossa bidentata",3.5,"Brasil"
"Apidae","Euglossa","Euglossa chlorina",3.2,"Brasil"
"Apidae","Euglossa","Euglossa cognata",4,"Brasil"
"Apidae","Euglossa","Euglossa cordata",3.4,"Brasil"
"Apidae","Euglossa","Euglossa deceptrix",3.3,"Brasil"
"Apidae","Euglossa","Euglossa despecta",3.3,"Brasil"
"Apidae","Euglossa","Euglossa fimbriata",3.4,"Brasil"
"Apidae","Euglossa","Euglossa gaianii",3.4,"Brasil"
"Apidae","Euglossa","Euglossa hemichlora",3.4,"Brasil"
"Apidae","Euglossa","Euglossa heterosticta",3.3,"Brasil"
"Apidae","Euglossa","Euglossa iopyrrha",3.7,"Brasil"
"Apidae","Euglossa","Euglossa leucotricha",3.5,"Brasil"
"Apidae","Euglossa","Euglossa liopoda",3.3,"Brasil"
"Apidae","Euglossa","Euglossa magnipes",3.3,"Brasil"
"Apidae","Euglossa","Euglossa melanotricha",3.6,"Brasil"
"Apidae","Euglossa","Euglossa mixta",3.5,"Brasil"
"Apidae","Euglossa","Euglossa modestior",3.3,"Brasil"
"Apidae","Euglossa","Euglossa mourei",3.3,"Brasil"
"Apidae","Euglossa","Euglossa pleosticta",3.3,"Brasil"
"Apidae","Euglossa","Euglossa securigera",3.4,"Brasil"
"Apidae","Euglossa","Euglossa townsendi",3.1,"Brasil"
"Apidae","Euglossa","Euglossa truncata",3.7,"Brasil"
"Apidae","Euglossa","Euglossa variabilis",3.5,"Brasil"
"Apidae","Euglossa","Euglossa decorata",3.3,"Brasil"
"Apidae","Euglossa","Euglossa allosticta",3.3,"Brasil"
"Apidae","Euglossa","Euglossa annectans",3.7,"Brasil"
"Apidae","Euglossa","Euglossa bazinga",3.5,"Brasil"
"Apidae","Euglossa","Euglossa chalybeata",3.6,"Brasil"
"Apidae","Euglossa","Euglossa ignita",3.6,"Brasil"
"Apidae","Euglossa","Euglossa imperialis",3.8,"Brasil"
"Apidae","Euglossa","Euglossa occidentalis",3.7,"Brasil"
"Apidae","Euglossa","Euglossa orellana",3.7,"Brasil"
"Apidae","Euglossa","Euglossa piliventris",4.3,"Brasil"
"Apidae","Euglossa","Euglossa augaspis",3,"Brasil"
"Apidae","Euglossa","Euglossa augaspis",3.1,"Brasil"
"Apidae","Euglossa","Euglossa crassipunctata",2.8,"Brasil"
"Apidae","Euglossa","Euglossa prasina",3,"Brasil"
"Apidae","Euglossa","Euglossa stellfeldi",3.6,"Brasil"
"Apidae","Euglossa","Euglossa intersecta",4.7,"Brasil"
"Apidae","Euglossa","Euglossa juremae",3.4,"Brasil"
"Apidae","Eulaema","Eulaema cingulata",6.4,"Brasil"
"Apidae","Eulaema","Eulaema mocsaryi",5.9,"Brasil"
"Apidae","Eulaema","Eulaema nigrita",5.1,"Brasil"
"Apidae","Eulaema","Eulaema pseudocingulata",5.9,"Brasil"
"Apidae","Eulaema","Eulaema bombiformis",6.9,"Brasil"
"Apidae","Eulaema","Eulaema meriana",6.8,"Brasil"
"Apidae","Eulaema","Eulaema seabrai",6.7,"Brasil"
"Apidae","Eulaema","Eulaema tenuifasciata",6.4,"Brasil"
"Apidae","Exaerete","Exaerete frontalis",6.1,"Brasil"
"Apidae","Exaerete","Exaerete smaragdina",4.6,"Brasil"
"Apidae","Exomalopsis","Exomalopsis bicellulares",1.6,"Brasil"
"Apidae","Exomalopsis","Exomalopsis subtilis",1.8,"Brasil"
"Apidae","Exomalopsis","Exomalopsis analis",1.7,"Brasil"
"Apidae","Exomalopsis","Exomalopsis auropilosa",1.6,"Brasil"
"Apidae","Exomalopsis","Exomalopsis collaris",2.2,"Brasil"
"Apidae","Exomalopsis","Exomalopsis fulvofasciata",2.4,"Brasil"
"Apidae","Exomalopsis","Exomalopsis lissotera",2.1,"Brasil"
"Apidae","Exomalopsis","Exomalopsis tomentosa",2.3,"Brasil"
"Apidae","Florilegus","Florilegus festivus",2.8,"Brasil"
"Apidae","Florilegus","Florilegus melectoides",4,"Brasil"
"Apidae","Friesella","Friesella schrottkyi",1.1,"Brasil"
"Apidae","Frieseomelitta","Frieseomelitta doederleini",1.4,"Brasil"
"Apidae","Frieseomelitta","Frieseomelitta flavicornis",1.2,"Brasil"
"Apidae","Frieseomelitta","Frieseomelitta longipes",1.3,"Brasil"
"Apidae","Frieseomelitta","Frieseomelitta portoi",1,"Brasil"
"Apidae","Frieseomelitta","Frieseomelitta silvestrii",1,"Brasil"
"Apidae","Frieseomelitta","Frieseomelitta varia",1.4,"Brasil"
"Apidae","Gaesischia","Gaesischia anthidioides",3,"Brasil"
"Apidae","Gaesischia","Gaesischia nigra",2.7,"Brasil"
"Apidae","Gaesischia","Gaesischia flavoclypeata",3.5,"Brasil"
"Apidae","Geotrigona","Geotrigona aequinoctialis",1.6,"Brasil"
"Apidae","Geotrigona","Geotrigona mattogrossensis",1.6,"Brasil"
"Apidae","Geotrigona","Geotrigona mombuca",1.6,"Brasil"
"Apidae","Geotrigona","Geotrigona subterranea",1.7,"Brasil"
"Colletidae","Halictanthrena","Halictanthrena malpighiacearum",1.8,"Brasil"
"Colletidae","Hexantheda","Hexantheda missionica",2.3,"Brasil"
"Colletidae","Hylaeus","Hylaeus tricolor",0.9,"Brasil"
"Megachilidae","Larocanthidium","Larocanthidium bilobatum",2.1,"Brasil"
"Megachilidae","Larocanthidium","Larocanthidium spinosum",2.3,"Brasil"
"Apidae","Lestrimellita","Lestrimellita ciliata",1.5,"Brasil"
"Apidae","Lestrimellita","Lestrimellita limao",1.8,"Brasil"
"Apidae","Lestrimellita","Lestrimellita monodonta",1.7,"Brasil"
"Apidae","Lestrimellita","Lestrimellita rufa",1.7,"Brasil"
"Apidae","Lestrimellita","Lestrimellita rufipes",1.7,"Brasil"
"Apidae","Lestrimellita","Lestrimellita spinosa",1.7,"Brasil"
"Apidae","Leurotrigona","Leurotrigona muelleri",0.8,"Brasil"
"Megachilidae","Lithurgus","Lithurgus huberi",3.1,"Brasil"
"Apidae","Lophopedia","Lophopedia paraensis",2,"Brasil"
"Apidae","Lophopedia","Lophopedia pygmaea",2,"Brasil"
"Megachilidae","Megachile","Megachile pseudanthidioides",3.3,"Brasil"
"Megachilidae","Megachile","Megachile rava",3.2,"Brasil"
"Megachilidae","Megachile","Megachile aureiventris",3.4,"Brasil"
"Megachilidae","Megachile","Megachile friesei",4.9,"Brasil"
"Megachilidae","Megachile","Megachile leucopogonites",3.5,"Brasil"
"Megachilidae","Megachile","Megachile orba",2.7,"Brasil"
"Megachilidae","Megachile","Megachile iheringi",3.5,"Brasil"
"Halictidae","Megalopta","Megalopta aegis",2.7,"Brasil"
"Halictidae","Megalopta","Megalopta amoena",2.4,"Brasil"
"Halictidae","Megalopta","Megalopta mura",2.3,"Brasil"
"Halictidae","Megalopta","Megalopta sodalis",2.5,"Brasil"
"Halictidae","Megalopta","Megalopta yanomami",2.5,"Brasil"
"Apidae","Melipona","Melipona amazonica",2.2,"Brasil"
"Apidae","Melipona","Melipona bicolor",2.9,"Brasil"
"Apidae","Melipona","Melipona puncticollis",2.7,"Brasil"
"Apidae","Melipona","Melipona fasciculata",3.3,"Brasil"
"Apidae","Melipona","Melipona interrupta",3.3,"Brasil"
"Apidae","Melipona","Melipona quinquefasciata",2.7,"Brasil"
"Apidae","Melipona","Melipona quadrifasciata",3,"Brasil"
"Apidae","Melipona","Melipona flavolineata",2.8,"Brasil"
"Apidae","Melipona","Melipona fuliginosa",3.9,"Brasil"
"Apidae","Melipona","Melipona fulva",3.1,"Brasil"
"Apidae","Melipona","Melipona melanoventer",3,"Brasil"
"Apidae","Melipona","Melipona seminigra pernigra",2.9,"Brasil"
"Apidae","Melissodes","Melissodes nigroaenea",2.8,"Brasil"
"Apidae","Melissodes","Melissodes sexcincta",2.8,"Brasil"
"Apidae","Melissoptila","Melissoptila cnecomala",2.3,"Brasil"
"Apidae","Melissoptila","Melissoptila vulpecula",2.2,"Brasil"
"Apidae","Melitoma","Melitoma segmentaria",2.7,"Brasil"
"Apidae","Mesocheira","Mesocheira bicolor",2.7,"Brasil"
"Apidae","Monoeca","Monoeca pluricincta",3,"Brasil"
"Apidae","Nannotrigona","Nannotrigona punctata",1.3,"Brasil"
"Apidae","Nannotrigona","Nannotrigona schultzei",1.3,"Brasil"
"Apidae","Nannotrigona","Nannotrigona testaceicornis",1.3,"Brasil"
"Halictidae","Neocorynura","Neocorynura cuprifrons",1.9,"Brasil"
"Halictidae","Neocorynura","Neocorynura oiospermi",1.8,"Brasil"
"Andrenidae","Oxaea","Oxaea flavescens",5.1,"Brasil"
"Apidae","Oxytrigona","Oxytrigona ignis",1.4,"Brasil"
"Apidae","Oxytrigona","Oxytrigona isthmina",1.5,"Brasil"
"Apidae","Oxytrigona","Oxytrigona mulfordi",1.4,"Brasil"
"Apidae","Oxytrigona","Oxytrigona obscura",1.1,"Brasil"
"Apidae","Oxytrigona","Oxytrigona tataira",1.4,"Brasil"
"Halictidae","Paracorynurella","Paracorynurella reticulata",1.1,"Brasil"
"Apidae","Paratetrapedia","Paratetrapedia connexa",2.2,"Brasil"
"Apidae","Paratetrapedia","Paratetrapedia fervida",2.2,"Brasil"
"Apidae","Paratetrapedia","Paratetrapedia lineata",1.4,"Brasil"
"Apidae","Paratetrapedia","Paratetrapedia lugubris",2.8,"Brasil"
"Apidae","Paratetrapedia","Paratetrapedia punctata",2.3,"Brasil"
"Apidae","Paratetrapedia","Paratetrapedia rufa",1.9,"Brasil"
"Apidae","Paratetrapedia","Paratetrapedia vogeli",1.8,"Brasil"
"Apidae","Paratetrapedia","Paratetrapedia volatilis",2.4,"Brasil"
"Apidae","Paratrigona","Paratrigona incerta",1.3,"Brasil"
"Apidae","Paratrigona","Paratrigona lineata",1.4,"Brasil"
"Apidae","Paratrigona","Paratrigona prosopiformis",1.6,"Brasil"
"Apidae","Paratrigona","Paratrigona subnuda",1.3,"Brasil"
"Halictidae","Paroxystoglossa","Paroxystoglossa jocasta",1.8,"Brasil"
"Apidae","Partamona","Partamona ailyae",1.9,"Brasil"
"Apidae","Partamona","Partamona combinata",1.7,"Brasil"
"Apidae","Partamona","Partamona gregaria",1.8,"Brasil"
"Apidae","Partamona","Partamona mulata",1.6,"Brasil"
"Apidae","Partamona","Partamona pearsoni",1.5,"Brasil"
"Apidae","Partamona","Partamona testacea",1.6,"Brasil"
"Apidae","Partamona","Partamona vicina",1.5,"Brasil"
"Apidae","Plebeia","Plebeia alvarengai",1,"Brasil"
"Apidae","Plebeia","Plebeia droryana",1.2,"Brasil"
"Apidae","Plebeia","Plebeia fraterna",1.5,"Brasil"
"Apidae","Plebeia","Plebeia margaritae",1.1,"Brasil"
"Apidae","Plebeia","Plebeia minima",0.9,"Brasil"
"Apidae","Plebeia","Plebeia remota",1.4,"Brasil"
"Apidae","Plebeia","Plebeia variicolor",1,"Brasil"
"Halictidae","Pseudagapostemon","Pseudagapostemon fluminensis",2.4,"Brasil"
"Halictidae","Pseudagapostemon","Pseudagapostemon pruinosus",1.9,"Brasil"
"Halictidae","Pseudaugochlora","Pseudaugochlora callaina",2.7,"Brasil"
"Halictidae","Pseudaugochlora","Pseudaugochlora flammula",2.2,"Brasil"
"Halictidae","Pseudaugochlora","Pseudaugochlora graminea",2.3,"Brasil"
"Apidae","Ptilotrigona","Ptilotrigona lurida",1.7,"Brasil"
"Halictidae","Rhinocorynura","Rhinocorynura briseis",1.5,"Brasil"
"Andrenidae","Rhophitulus","Rhophitulus friesei",1.3,"Brasil"
"Apidae","Scaptotrigona","Scaptotrigona bipunctata",2,"Brasil"
"Apidae","Scaptotrigona","Scaptotrigona polysticta",2,"Brasil"
"Apidae","Scaptotrigona","Scaptotrigona postica",1.8,"Brasil"
"Apidae","Scaptotrigona","Scaptotrigona xanthotricha",1.9,"Brasil"
"Apidae","Scaura","Scaura latitarsis",1.1,"Brasil"
"Apidae","Schwarzula","Schwarzula timida",1,"Brasil"
"Apidae","Tapinotaspoides","Tapinotaspoides serraticornis",2.3,"Brasil"
"Apidae","Tetragona","Tetragona beebei",1.2,"Brasil"
"Apidae","Tetragona","Tetragona clavipes",1.4,"Brasil"
"Apidae","Tetragona","Tetragona dorsalis",1.2,"Brasil"
"Apidae","Tetragona","Tetragona goettei",1.4,"Brasil"
"Apidae","Tetragona","Tetragona kaieteurensis",1.5,"Brasil"
"Apidae","Tetragona","Tetragona quadrangula",1.3,"Brasil"
"Apidae","Tetragona","Tetragona truncata",1.5,"Brasil"
"Apidae","Tetragonisca","Tetragonisca angustula",1,"Brasil"
"Apidae","Thalestria","Thalestria spinosa",3.5,"Brasil"
"Halictidae","Thectochlora","Thectochlora alaris",1.2,"Brasil"
"Apidae","Thygater","Thygater analis",3.2,"Brasil"
"Apidae","Thygater","Thygater palliventris",3.4,"Brasil"
"Apidae","Trigona","Trigona albipennis",1.9,"Brasil"
"Apidae","Trigona","Trigona amazonensis",2,"Brasil"
"Apidae","Trigona","Trigona branneri",1.8,"Brasil"
"Apidae","Trigona","Trigona braueri",1.5,"Brasil"
"Apidae","Trigona","Trigona chanchamayoensis",1.8,"Brasil"
"Apidae","Trigona","Trigona cilipes",1.6,"Brasil"
"Apidae","Trigona","Trigona dallatorreana",1.9,"Brasil"
"Apidae","Trigona","Trigona dimidiata",2,"Brasil"
"Apidae","Trigona","Trigona fulviventris",1.4,"Brasil"
"Apidae","Trigona","Trigona fuscipennis",1.4,"Brasil"
"Apidae","Trigona","Trigona guianae",1.4,"Brasil"
"Apidae","Trigona","Trigona hyalinata",2,"Brasil"
"Apidae","Trigona","Trigona hypogea",1.4,"Brasil"
"Apidae","Trigona","Trigona lacteipennis",1.6,"Brasil"
"Apidae","Trigona","Trigona pallens",1.4,"Brasil"
"Apidae","Trigona","Trigona recursa",1.3,"Brasil"
"Apidae","Trigona","Trigona sesquipedalis",2.3,"Brasil"
"Apidae","Trigona","Trigona spinipes",1.8,"Brasil"
"Apidae","Trigona","Trigona truculenta",2.5,"Brasil"
"Apidae","Trigona","Trigona williana",1.8,"Brasil"
"Apidae","Trigonisca","Trigonisca dobzhanskyi",0.9,"Brasil"
"Apidae","Trigonisca","Trigonisca extrema",0.8,"Brasil"
"Apidae","Trigonisca","Trigonisca fraissei",0.8,"Brasil"
"Apidae","Trigonisca","Trigonisca pediculana",0.7,"Brasil"
"Apidae","Trigonisca","Trigonisca variegatifrons",0.7,"Brasil"
"Apidae","Trigonisca","Trigonisca vitrifrons",0.7,"Brasil"
"Apidae","Tropidopedia","Tropidopedia nigrocarinata",1.7,"Brasil"
"Apidae","Tropidopedia","Tropidopedia punctifrons",2,"Brasil"
"Apidae","Xylocopa","Xylocopa vestita",5.3,"Brasil"
"Apidae","Xylocopa","Xylocopa bimaculata",4.9,"Brasil"
"Apidae","Xylocopa","Xylocopa fortuita",5.3,"Brasil"
"Apidae","Xylocopa","Xylocopa truxali",4.5,"Brasil"
"Apidae","Xylocopa","Xylocopa abbreviata",4,"Brasil"
"Apidae","Xylocopa","Xylocopa aurulenta",5.5,"Brasil"
"Apidae","Xylocopa","Xylocopa brasilianorum",6.6,"Brasil"
"Apidae","Xylocopa","Xylocopa cearensis",5.3,"Brasil"
"Apidae","Xylocopa","Xylocopa frontalis",8.4,"Brasil"
"Apidae","Xylocopa","Xylocopa grisescens",7.7,"Brasil"
"Apidae","Xylocopa","Xylocopa hirsutissima",6.7,"Brasil"
"Apidae","Xylocopa","Xylocopa suspecta",6.1,"Brasil"
"Apidae","Xylocopa","Xylocopa macrops",5.2,"Brasil"
"Apidae","Xylocopa","Xylocopa muscaria",4.7,"Brasil"
"Apidae","Xylocopa","Xylocopa subcyanea",4.8,"Brasil"
"Apidae","Xylocopa","Xylocopa viridis",4.5,"Brasil"
