"especie","ID","genero","Familia","DIT","umbral","size","es.umbral"
"Melissodes.coreopsis","M_062","Melissodes","Apidae",2.6,5,"Pequena",TRUE
"Osmia.atriventris","M_062","Osmia","Megachilidae",2.08,5,"Pequena",TRUE
"Osmia.collinsiae","M_062","Osmia","Megachilidae",2.7,5,"Pequena",TRUE
"Peponapis.pruinosa","M_062","Peponapis","Apidae",3.16,5,"Pequena",TRUE
"Agapostemon.splendens","M_062","Agapostemon","Halictidae",2.38,6,"Pequena",FALSE
"Agapostemon.texanus","M_062","Agapostemon","Halictidae",2.04,6,"Pequena",FALSE
"Andrena.arabis","M_062","Andrena","Andrenidae",2.1,6,"Pequena",FALSE
"Andrena.carlini","M_062","Andrena","Andrenidae",2.9,6,"Pequena",FALSE
"Andrena.mandibularis","M_062","Andrena","Andrenidae",1.87,6,"Pequena",FALSE
"Andrena.nubecula","M_062","Andrena","Andrenidae",1.17,6,"Pequena",FALSE
"Andrena.personata","M_062","Andrena","Andrenidae",1.2,6,"Pequena",FALSE
"Andrena.pruni","M_062","Andrena","Andrenidae",2.5,6,"Pequena",FALSE
"Andrena.spiraeana","M_062","Andrena","Andrenidae",1.94,6,"Pequena",FALSE
"Ashmeadiella.bucconis","M_062","","Megachilidae",1.78,6,"Pequena",FALSE
"Bombus.impatiens","M_062","Bombus","Apidae",4.42,6,"Pequena",FALSE
"Bombus.impatiens","M_062","Bombus","Apidae",3.38,6,"Pequena",FALSE
"Bombus.pennsylvanicus","M_062","Bombus","Apidae",6,6,"Pequena",FALSE
"Bombus.ridingsii","M_062","Bombus","Apidae",5.44,6,"Pequena",FALSE
"Calliopsis.andreniformis","M_062","Calliopsis","Andrenidae",1.36,6,"Pequena",FALSE
"Calliopsis.coloradensis","M_062","Calliopsis","Andrenidae",1.65,6,"Pequena",FALSE
"Ceratina.dupla","M_062","Ceratina","Apidae",1.42,6,"Pequena",FALSE
"Colletes.compactus","M_062","Colletes","Colletidae",3.143,6,"Pequena",FALSE
"Colletes.similis","M_062","Colletes","Colletidae",2.37,6,"Pequena",FALSE
"Megachile.mendica","M_062","Megachile","Megachilidae",3.3,6,"Pequena",FALSE
"Melissodes.agilis","M_062","Melissodes","Apidae",3.24,6,"Pequena",FALSE
"Melissodes.coreopsis","M_062","Melissodes","Apidae",2.6,6,"Pequena",FALSE
"Osmia.atriventris","M_062","Osmia","Megachilidae",2.08,6,"Pequena",FALSE
"Osmia.collinsiae","M_062","Osmia","Megachilidae",2.7,6,"Pequena",FALSE
"Peponapis.pruinosa","M_062","Peponapis","Apidae",3.16,6,"Pequena",FALSE
"Agapostemon.splendens","M_062","Agapostemon","Halictidae",2.38,7,"Pequena",FALSE
"Agapostemon.texanus","M_062","Agapostemon","Halictidae",2.04,7,"Pequena",FALSE
"Andrena.arabis","M_062","Andrena","Andrenidae",2.1,7,"Pequena",FALSE
"Andrena.carlini","M_062","Andrena","Andrenidae",2.9,7,"Pequena",FALSE
"Andrena.mandibularis","M_062","Andrena","Andrenidae",1.87,7,"Pequena",FALSE
"Andrena.nubecula","M_062","Andrena","Andrenidae",1.17,7,"Pequena",FALSE
"Andrena.personata","M_062","Andrena","Andrenidae",1.2,7,"Pequena",FALSE
"Andrena.pruni","M_062","Andrena","Andrenidae",2.5,7,"Pequena",FALSE
"Andrena.spiraeana","M_062","Andrena","Andrenidae",1.94,7,"Pequena",FALSE
"Ashmeadiella.bucconis","M_062","","Megachilidae",1.78,7,"Pequena",FALSE
"Bombus.impatiens","M_062","Bombus","Apidae",4.42,7,"Pequena",FALSE
"Bombus.impatiens","M_062","Bombus","Apidae",3.38,7,"Pequena",FALSE
"Bombus.pennsylvanicus","M_062","Bombus","Apidae",6,7,"Pequena",FALSE
"Bombus.ridingsii","M_062","Bombus","Apidae",5.44,7,"Pequena",FALSE
"Calliopsis.andreniformis","M_062","Calliopsis","Andrenidae",1.36,7,"Pequena",FALSE
"Calliopsis.coloradensis","M_062","Calliopsis","Andrenidae",1.65,7,"Pequena",FALSE
"Ceratina.dupla","M_062","Ceratina","Apidae",1.42,7,"Pequena",FALSE
"Colletes.compactus","M_062","Colletes","Colletidae",3.143,7,"Pequena",FALSE
"Colletes.similis","M_062","Colletes","Colletidae",2.37,7,"Pequena",FALSE
"Megachile.mendica","M_062","Megachile","Megachilidae",3.3,7,"Pequena",FALSE
"Melissodes.agilis","M_062","Melissodes","Apidae",3.24,7,"Pequena",FALSE
"Melissodes.coreopsis","M_062","Melissodes","Apidae",2.6,7,"Pequena",FALSE
"Osmia.atriventris","M_062","Osmia","Megachilidae",2.08,7,"Pequena",FALSE
"Osmia.collinsiae","M_062","Osmia","Megachilidae",2.7,7,"Pequena",FALSE
"Peponapis.pruinosa","M_062","Peponapis","Apidae",3.16,7,"Pequena",FALSE
"Agapostemon.splendens","M_062","Agapostemon","Halictidae",2.38,8,"Pequena",FALSE
"Agapostemon.texanus","M_062","Agapostemon","Halictidae",2.04,8,"Pequena",FALSE
"Andrena.arabis","M_062","Andrena","Andrenidae",2.1,8,"Pequena",FALSE
"Andrena.carlini","M_062","Andrena","Andrenidae",2.9,8,"Pequena",FALSE
"Andrena.mandibularis","M_062","Andrena","Andrenidae",1.87,8,"Pequena",FALSE
"Andrena.nubecula","M_062","Andrena","Andrenidae",1.17,8,"Pequena",FALSE
"Andrena.personata","M_062","Andrena","Andrenidae",1.2,8,"Pequena",FALSE
"Andrena.pruni","M_062","Andrena","Andrenidae",2.5,8,"Pequena",FALSE
"Andrena.spiraeana","M_062","Andrena","Andrenidae",1.94,8,"Pequena",FALSE
"Ashmeadiella.bucconis","M_062","","Megachilidae",1.78,8,"Pequena",FALSE
"Bombus.impatiens","M_062","Bombus","Apidae",4.42,8,"Pequena",FALSE
"Bombus.impatiens","M_062","Bombus","Apidae",3.38,8,"Pequena",FALSE
"Bombus.pennsylvanicus","M_062","Bombus","Apidae",6,8,"Pequena",FALSE
"Bombus.ridingsii","M_062","Bombus","Apidae",5.44,8,"Pequena",FALSE
"Calliopsis.andreniformis","M_062","Calliopsis","Andrenidae",1.36,8,"Pequena",FALSE
"Calliopsis.coloradensis","M_062","Calliopsis","Andrenidae",1.65,8,"Pequena",FALSE
"Ceratina.dupla","M_062","Ceratina","Apidae",1.42,8,"Pequena",FALSE
"Colletes.compactus","M_062","Colletes","Colletidae",3.143,8,"Pequena",FALSE
"Colletes.similis","M_062","Colletes","Colletidae",2.37,8,"Pequena",FALSE
"Megachile.mendica","M_062","Megachile","Megachilidae",3.3,8,"Pequena",FALSE
"Melissodes.agilis","M_062","Melissodes","Apidae",3.24,8,"Pequena",FALSE
"Melissodes.coreopsis","M_062","Melissodes","Apidae",2.6,8,"Pequena",FALSE
"Osmia.atriventris","M_062","Osmia","Megachilidae",2.08,8,"Pequena",FALSE
"Osmia.collinsiae","M_062","Osmia","Megachilidae",2.7,8,"Pequena",FALSE
"Peponapis.pruinosa","M_062","Peponapis","Apidae",3.16,8,"Pequena",FALSE
"Agapostemon.splendens","M_062","Agapostemon","Halictidae",2.38,9,"Pequena",FALSE
"Agapostemon.texanus","M_062","Agapostemon","Halictidae",2.04,9,"Pequena",FALSE
"Andrena.arabis","M_062","Andrena","Andrenidae",2.1,9,"Pequena",FALSE
"Andrena.carlini","M_062","Andrena","Andrenidae",2.9,9,"Pequena",FALSE
"Andrena.mandibularis","M_062","Andrena","Andrenidae",1.87,9,"Pequena",FALSE
"Andrena.nubecula","M_062","Andrena","Andrenidae",1.17,9,"Pequena",FALSE
"Andrena.personata","M_062","Andrena","Andrenidae",1.2,9,"Pequena",FALSE
"Andrena.pruni","M_062","Andrena","Andrenidae",2.5,9,"Pequena",FALSE
"Andrena.spiraeana","M_062","Andrena","Andrenidae",1.94,9,"Pequena",FALSE
"Ashmeadiella.bucconis","M_062","","Megachilidae",1.78,9,"Pequena",FALSE
"Bombus.impatiens","M_062","Bombus","Apidae",4.42,9,"Pequena",FALSE
"Bombus.impatiens","M_062","Bombus","Apidae",3.38,9,"Pequena",FALSE
"Bombus.pennsylvanicus","M_062","Bombus","Apidae",6,9,"Pequena",FALSE
"Bombus.ridingsii","M_062","Bombus","Apidae",5.44,9,"Pequena",FALSE
"Calliopsis.andreniformis","M_062","Calliopsis","Andrenidae",1.36,9,"Pequena",FALSE
"Calliopsis.coloradensis","M_062","Calliopsis","Andrenidae",1.65,9,"Pequena",FALSE
"Ceratina.dupla","M_062","Ceratina","Apidae",1.42,9,"Pequena",FALSE
"Colletes.compactus","M_062","Colletes","Colletidae",3.143,9,"Pequena",FALSE
"Colletes.similis","M_062","Colletes","Colletidae",2.37,9,"Pequena",FALSE
"Megachile.mendica","M_062","Megachile","Megachilidae",3.3,9,"Pequena",FALSE
"Melissodes.agilis","M_062","Melissodes","Apidae",3.24,9,"Pequena",FALSE
"Melissodes.coreopsis","M_062","Melissodes","Apidae",2.6,9,"Pequena",FALSE
"Osmia.atriventris","M_062","Osmia","Megachilidae",2.08,9,"Pequena",FALSE
"Osmia.collinsiae","M_062","Osmia","Megachilidae",2.7,9,"Pequena",FALSE
"Peponapis.pruinosa","M_062","Peponapis","Apidae",3.16,9,"Pequena",FALSE
"Alloscirtetica.gayi","M_001","Alloscirtetica","Apidae",3.102,1,"Grande",FALSE
"Alloscirtetica.rufitarsis","M_001","Alloscirtetica","Apidae",3.36,1,"Grande",FALSE
"Alloscirtetica.sp","M_001","Alloscirtetica","Apidae",2.9,1,"Grande",FALSE
"Anthidium.chilensis","M_001","Anthidium","Megachilidae",1.2,1,"Grande",FALSE
"Anthidium.decaspilum","M_001","Anthidium","Megachilidae",3.2,1,"Grande",FALSE
"Anthidium.funereum","M_001","Anthidium","Megachilidae",3.2,1,"Grande",FALSE
"Anthidium.sp","M_001","Anthidium","Megachilidae",3.34,1,"Grande",FALSE
"Anthophora.incerta","M_001","Anthophora","Apidae",4.13,1,"Grande",FALSE
"Anthophora.sp","M_001","Anthophora","Apidae",4.13,1,"Grande",FALSE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.01,1,"Grande",FALSE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.1,1,"Grande",FALSE
"Cadeguala.occidentalis","M_001","Cadeguala","Colletidae",3.3,1,"Grande",FALSE
"Caenohalictus.sp","M_001","Caenohalictus","Halictidae",1.3,1,"Grande",FALSE
"Caenohalictus.sp2","M_001","Caenohalictus","Halictidae",1.3,1,"Grande",FALSE
"Caenohalictus.sp3","M_001","Caenohalictus","Halictidae",1.3,1,"Grande",FALSE
"Centris.cineraria","M_001","Centris","Apidae",5.108,1,"Grande",FALSE
"Centris.nigerrima","M_001","Centris","Apidae",4.836,1,"Grande",FALSE
"Centris.sp","M_001","Centris","Apidae",5.4,1,"Grande",FALSE
"Colletes.araucariae","M_001","Colletes","Colletidae",2.417,1,"Grande",FALSE
"Colletes.sp","M_001","Colletes","Colletidae",2.9,1,"Grande",FALSE
"Dialictus.sp","M_001","Dialictus","Halictidae",1.2,1,"Grande",FALSE
"Liphanthus.sabulosus","M_001","Liphanthus","Andrenidae",1.237,1,"Grande",FALSE
"Megachile.semirufa","M_001","Megachile","Megachilidae",4.19,1,"Grande",FALSE
"Megachile.sp1","M_001","Megachile","Megachilidae",3.2,1,"Grande",FALSE
"Megachile.sp2","M_001","Megachile","Megachilidae",3.2,1,"Grande",FALSE
"Ruizantheda.mutabilis","M_001","Ruizantheda","Halictidae",1.68,1,"Grande",FALSE
"Alloscirtetica.gayi","M_001","Alloscirtetica","Apidae",3.102,2,"Grande",TRUE
"Alloscirtetica.rufitarsis","M_001","Alloscirtetica","Apidae",3.36,2,"Grande",TRUE
"Alloscirtetica.sp","M_001","Alloscirtetica","Apidae",2.9,2,"Grande",TRUE
"Anthidium.chilensis","M_001","Anthidium","Megachilidae",1.2,2,"Pequena",TRUE
"Anthidium.decaspilum","M_001","Anthidium","Megachilidae",3.2,2,"Grande",TRUE
"Anthidium.funereum","M_001","Anthidium","Megachilidae",3.2,2,"Grande",TRUE
"Anthidium.sp","M_001","Anthidium","Megachilidae",3.34,2,"Grande",TRUE
"Anthophora.incerta","M_001","Anthophora","Apidae",4.13,2,"Grande",TRUE
"Anthophora.sp","M_001","Anthophora","Apidae",4.13,2,"Grande",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.01,2,"Grande",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.1,2,"Grande",TRUE
"Cadeguala.occidentalis","M_001","Cadeguala","Colletidae",3.3,2,"Grande",TRUE
"Caenohalictus.sp","M_001","Caenohalictus","Halictidae",1.3,2,"Pequena",TRUE
"Caenohalictus.sp2","M_001","Caenohalictus","Halictidae",1.3,2,"Pequena",TRUE
"Caenohalictus.sp3","M_001","Caenohalictus","Halictidae",1.3,2,"Pequena",TRUE
"Centris.cineraria","M_001","Centris","Apidae",5.108,2,"Grande",TRUE
"Centris.nigerrima","M_001","Centris","Apidae",4.836,2,"Grande",TRUE
"Centris.sp","M_001","Centris","Apidae",5.4,2,"Grande",TRUE
"Colletes.araucariae","M_001","Colletes","Colletidae",2.417,2,"Grande",TRUE
"Colletes.sp","M_001","Colletes","Colletidae",2.9,2,"Grande",TRUE
"Dialictus.sp","M_001","Dialictus","Halictidae",1.2,2,"Pequena",TRUE
"Liphanthus.sabulosus","M_001","Liphanthus","Andrenidae",1.237,2,"Pequena",TRUE
"Megachile.semirufa","M_001","Megachile","Megachilidae",4.19,2,"Grande",TRUE
"Megachile.sp1","M_001","Megachile","Megachilidae",3.2,2,"Grande",TRUE
"Megachile.sp2","M_001","Megachile","Megachilidae",3.2,2,"Grande",TRUE
"Ruizantheda.mutabilis","M_001","Ruizantheda","Halictidae",1.68,2,"Pequena",TRUE
"Alloscirtetica.gayi","M_001","Alloscirtetica","Apidae",3.102,3,"Grande",TRUE
"Alloscirtetica.rufitarsis","M_001","Alloscirtetica","Apidae",3.36,3,"Grande",TRUE
"Alloscirtetica.sp","M_001","Alloscirtetica","Apidae",2.9,3,"Pequena",TRUE
"Anthidium.chilensis","M_001","Anthidium","Megachilidae",1.2,3,"Pequena",TRUE
"Anthidium.decaspilum","M_001","Anthidium","Megachilidae",3.2,3,"Grande",TRUE
"Anthidium.funereum","M_001","Anthidium","Megachilidae",3.2,3,"Grande",TRUE
"Anthidium.sp","M_001","Anthidium","Megachilidae",3.34,3,"Grande",TRUE
"Anthophora.incerta","M_001","Anthophora","Apidae",4.13,3,"Grande",TRUE
"Anthophora.sp","M_001","Anthophora","Apidae",4.13,3,"Grande",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.01,3,"Grande",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.1,3,"Grande",TRUE
"Cadeguala.occidentalis","M_001","Cadeguala","Colletidae",3.3,3,"Grande",TRUE
"Caenohalictus.sp","M_001","Caenohalictus","Halictidae",1.3,3,"Pequena",TRUE
"Caenohalictus.sp2","M_001","Caenohalictus","Halictidae",1.3,3,"Pequena",TRUE
"Caenohalictus.sp3","M_001","Caenohalictus","Halictidae",1.3,3,"Pequena",TRUE
"Centris.cineraria","M_001","Centris","Apidae",5.108,3,"Grande",TRUE
"Centris.nigerrima","M_001","Centris","Apidae",4.836,3,"Grande",TRUE
"Centris.sp","M_001","Centris","Apidae",5.4,3,"Grande",TRUE
"Colletes.araucariae","M_001","Colletes","Colletidae",2.417,3,"Pequena",TRUE
"Colletes.sp","M_001","Colletes","Colletidae",2.9,3,"Pequena",TRUE
"Dialictus.sp","M_001","Dialictus","Halictidae",1.2,3,"Pequena",TRUE
"Liphanthus.sabulosus","M_001","Liphanthus","Andrenidae",1.237,3,"Pequena",TRUE
"Megachile.semirufa","M_001","Megachile","Megachilidae",4.19,3,"Grande",TRUE
"Megachile.sp1","M_001","Megachile","Megachilidae",3.2,3,"Grande",TRUE
"Megachile.sp2","M_001","Megachile","Megachilidae",3.2,3,"Grande",TRUE
"Ruizantheda.mutabilis","M_001","Ruizantheda","Halictidae",1.68,3,"Pequena",TRUE
"Alloscirtetica.gayi","M_001","Alloscirtetica","Apidae",3.102,4,"Pequena",TRUE
"Alloscirtetica.rufitarsis","M_001","Alloscirtetica","Apidae",3.36,4,"Pequena",TRUE
"Alloscirtetica.sp","M_001","Alloscirtetica","Apidae",2.9,4,"Pequena",TRUE
"Anthidium.chilensis","M_001","Anthidium","Megachilidae",1.2,4,"Pequena",TRUE
"Anthidium.decaspilum","M_001","Anthidium","Megachilidae",3.2,4,"Pequena",TRUE
"Anthidium.funereum","M_001","Anthidium","Megachilidae",3.2,4,"Pequena",TRUE
"Anthidium.sp","M_001","Anthidium","Megachilidae",3.34,4,"Pequena",TRUE
"Anthophora.incerta","M_001","Anthophora","Apidae",4.13,4,"Grande",TRUE
"Anthophora.sp","M_001","Anthophora","Apidae",4.13,4,"Grande",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.01,4,"Grande",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.1,4,"Grande",TRUE
"Cadeguala.occidentalis","M_001","Cadeguala","Colletidae",3.3,4,"Pequena",TRUE
"Caenohalictus.sp","M_001","Caenohalictus","Halictidae",1.3,4,"Pequena",TRUE
"Caenohalictus.sp2","M_001","Caenohalictus","Halictidae",1.3,4,"Pequena",TRUE
"Caenohalictus.sp3","M_001","Caenohalictus","Halictidae",1.3,4,"Pequena",TRUE
"Centris.cineraria","M_001","Centris","Apidae",5.108,4,"Grande",TRUE
"Centris.nigerrima","M_001","Centris","Apidae",4.836,4,"Grande",TRUE
"Centris.sp","M_001","Centris","Apidae",5.4,4,"Grande",TRUE
"Colletes.araucariae","M_001","Colletes","Colletidae",2.417,4,"Pequena",TRUE
"Colletes.sp","M_001","Colletes","Colletidae",2.9,4,"Pequena",TRUE
"Dialictus.sp","M_001","Dialictus","Halictidae",1.2,4,"Pequena",TRUE
"Liphanthus.sabulosus","M_001","Liphanthus","Andrenidae",1.237,4,"Pequena",TRUE
"Megachile.semirufa","M_001","Megachile","Megachilidae",4.19,4,"Grande",TRUE
"Megachile.sp1","M_001","Megachile","Megachilidae",3.2,4,"Pequena",TRUE
"Megachile.sp2","M_001","Megachile","Megachilidae",3.2,4,"Pequena",TRUE
"Ruizantheda.mutabilis","M_001","Ruizantheda","Halictidae",1.68,4,"Pequena",TRUE
"Alloscirtetica.gayi","M_001","Alloscirtetica","Apidae",3.102,5,"Pequena",TRUE
"Alloscirtetica.rufitarsis","M_001","Alloscirtetica","Apidae",3.36,5,"Pequena",TRUE
"Alloscirtetica.sp","M_001","Alloscirtetica","Apidae",2.9,5,"Pequena",TRUE
"Anthidium.chilensis","M_001","Anthidium","Megachilidae",1.2,5,"Pequena",TRUE
"Anthidium.decaspilum","M_001","Anthidium","Megachilidae",3.2,5,"Pequena",TRUE
"Anthidium.funereum","M_001","Anthidium","Megachilidae",3.2,5,"Pequena",TRUE
"Anthidium.sp","M_001","Anthidium","Megachilidae",3.34,5,"Pequena",TRUE
"Anthophora.incerta","M_001","Anthophora","Apidae",4.13,5,"Pequena",TRUE
"Anthophora.sp","M_001","Anthophora","Apidae",4.13,5,"Pequena",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.01,5,"Grande",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.1,5,"Grande",TRUE
"Cadeguala.occidentalis","M_001","Cadeguala","Colletidae",3.3,5,"Pequena",TRUE
"Caenohalictus.sp","M_001","Caenohalictus","Halictidae",1.3,5,"Pequena",TRUE
"Caenohalictus.sp2","M_001","Caenohalictus","Halictidae",1.3,5,"Pequena",TRUE
"Caenohalictus.sp3","M_001","Caenohalictus","Halictidae",1.3,5,"Pequena",TRUE
"Centris.cineraria","M_001","Centris","Apidae",5.108,5,"Grande",TRUE
"Centris.nigerrima","M_001","Centris","Apidae",4.836,5,"Pequena",TRUE
"Centris.sp","M_001","Centris","Apidae",5.4,5,"Grande",TRUE
"Colletes.araucariae","M_001","Colletes","Colletidae",2.417,5,"Pequena",TRUE
"Colletes.sp","M_001","Colletes","Colletidae",2.9,5,"Pequena",TRUE
"Dialictus.sp","M_001","Dialictus","Halictidae",1.2,5,"Pequena",TRUE
"Liphanthus.sabulosus","M_001","Liphanthus","Andrenidae",1.237,5,"Pequena",TRUE
"Megachile.semirufa","M_001","Megachile","Megachilidae",4.19,5,"Pequena",TRUE
"Megachile.sp1","M_001","Megachile","Megachilidae",3.2,5,"Pequena",TRUE
"Megachile.sp2","M_001","Megachile","Megachilidae",3.2,5,"Pequena",TRUE
"Ruizantheda.mutabilis","M_001","Ruizantheda","Halictidae",1.68,5,"Pequena",TRUE
"Alloscirtetica.gayi","M_001","Alloscirtetica","Apidae",3.102,6,"Pequena",TRUE
"Alloscirtetica.rufitarsis","M_001","Alloscirtetica","Apidae",3.36,6,"Pequena",TRUE
"Alloscirtetica.sp","M_001","Alloscirtetica","Apidae",2.9,6,"Pequena",TRUE
"Anthidium.chilensis","M_001","Anthidium","Megachilidae",1.2,6,"Pequena",TRUE
"Anthidium.decaspilum","M_001","Anthidium","Megachilidae",3.2,6,"Pequena",TRUE
"Anthidium.funereum","M_001","Anthidium","Megachilidae",3.2,6,"Pequena",TRUE
"Anthidium.sp","M_001","Anthidium","Megachilidae",3.34,6,"Pequena",TRUE
"Anthophora.incerta","M_001","Anthophora","Apidae",4.13,6,"Pequena",TRUE
"Anthophora.sp","M_001","Anthophora","Apidae",4.13,6,"Pequena",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.01,6,"Grande",TRUE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.1,6,"Grande",TRUE
"Cadeguala.occidentalis","M_001","Cadeguala","Colletidae",3.3,6,"Pequena",TRUE
"Caenohalictus.sp","M_001","Caenohalictus","Halictidae",1.3,6,"Pequena",TRUE
"Caenohalictus.sp2","M_001","Caenohalictus","Halictidae",1.3,6,"Pequena",TRUE
"Caenohalictus.sp3","M_001","Caenohalictus","Halictidae",1.3,6,"Pequena",TRUE
"Centris.cineraria","M_001","Centris","Apidae",5.108,6,"Pequena",TRUE
"Centris.nigerrima","M_001","Centris","Apidae",4.836,6,"Pequena",TRUE
"Centris.sp","M_001","Centris","Apidae",5.4,6,"Pequena",TRUE
"Colletes.araucariae","M_001","Colletes","Colletidae",2.417,6,"Pequena",TRUE
"Colletes.sp","M_001","Colletes","Colletidae",2.9,6,"Pequena",TRUE
"Dialictus.sp","M_001","Dialictus","Halictidae",1.2,6,"Pequena",TRUE
"Liphanthus.sabulosus","M_001","Liphanthus","Andrenidae",1.237,6,"Pequena",TRUE
"Megachile.semirufa","M_001","Megachile","Megachilidae",4.19,6,"Pequena",TRUE
"Megachile.sp1","M_001","Megachile","Megachilidae",3.2,6,"Pequena",TRUE
"Megachile.sp2","M_001","Megachile","Megachilidae",3.2,6,"Pequena",TRUE
"Ruizantheda.mutabilis","M_001","Ruizantheda","Halictidae",1.68,6,"Pequena",TRUE
"Alloscirtetica.gayi","M_001","Alloscirtetica","Apidae",3.102,7,"Pequena",FALSE
"Alloscirtetica.rufitarsis","M_001","Alloscirtetica","Apidae",3.36,7,"Pequena",FALSE
"Alloscirtetica.sp","M_001","Alloscirtetica","Apidae",2.9,7,"Pequena",FALSE
"Anthidium.chilensis","M_001","Anthidium","Megachilidae",1.2,7,"Pequena",FALSE
"Anthidium.decaspilum","M_001","Anthidium","Megachilidae",3.2,7,"Pequena",FALSE
"Anthidium.funereum","M_001","Anthidium","Megachilidae",3.2,7,"Pequena",FALSE
"Anthidium.sp","M_001","Anthidium","Megachilidae",3.34,7,"Pequena",FALSE
"Anthophora.incerta","M_001","Anthophora","Apidae",4.13,7,"Pequena",FALSE
"Anthophora.sp","M_001","Anthophora","Apidae",4.13,7,"Pequena",FALSE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.01,7,"Pequena",FALSE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.1,7,"Pequena",FALSE
"Cadeguala.occidentalis","M_001","Cadeguala","Colletidae",3.3,7,"Pequena",FALSE
"Caenohalictus.sp","M_001","Caenohalictus","Halictidae",1.3,7,"Pequena",FALSE
"Caenohalictus.sp2","M_001","Caenohalictus","Halictidae",1.3,7,"Pequena",FALSE
"Caenohalictus.sp3","M_001","Caenohalictus","Halictidae",1.3,7,"Pequena",FALSE
"Centris.cineraria","M_001","Centris","Apidae",5.108,7,"Pequena",FALSE
"Centris.nigerrima","M_001","Centris","Apidae",4.836,7,"Pequena",FALSE
"Centris.sp","M_001","Centris","Apidae",5.4,7,"Pequena",FALSE
"Colletes.araucariae","M_001","Colletes","Colletidae",2.417,7,"Pequena",FALSE
"Colletes.sp","M_001","Colletes","Colletidae",2.9,7,"Pequena",FALSE
"Dialictus.sp","M_001","Dialictus","Halictidae",1.2,7,"Pequena",FALSE
"Liphanthus.sabulosus","M_001","Liphanthus","Andrenidae",1.237,7,"Pequena",FALSE
"Megachile.semirufa","M_001","Megachile","Megachilidae",4.19,7,"Pequena",FALSE
"Megachile.sp1","M_001","Megachile","Megachilidae",3.2,7,"Pequena",FALSE
"Megachile.sp2","M_001","Megachile","Megachilidae",3.2,7,"Pequena",FALSE
"Ruizantheda.mutabilis","M_001","Ruizantheda","Halictidae",1.68,7,"Pequena",FALSE
"Alloscirtetica.gayi","M_001","Alloscirtetica","Apidae",3.102,8,"Pequena",FALSE
"Alloscirtetica.rufitarsis","M_001","Alloscirtetica","Apidae",3.36,8,"Pequena",FALSE
"Alloscirtetica.sp","M_001","Alloscirtetica","Apidae",2.9,8,"Pequena",FALSE
"Anthidium.chilensis","M_001","Anthidium","Megachilidae",1.2,8,"Pequena",FALSE
"Anthidium.decaspilum","M_001","Anthidium","Megachilidae",3.2,8,"Pequena",FALSE
"Anthidium.funereum","M_001","Anthidium","Megachilidae",3.2,8,"Pequena",FALSE
"Anthidium.sp","M_001","Anthidium","Megachilidae",3.34,8,"Pequena",FALSE
"Anthophora.incerta","M_001","Anthophora","Apidae",4.13,8,"Pequena",FALSE
"Anthophora.sp","M_001","Anthophora","Apidae",4.13,8,"Pequena",FALSE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.01,8,"Pequena",FALSE
"Bombus.dahlbomii","M_001","Bombus","Apidae",6.1,8,"Pequena",FALSE
"Cadeguala.occidentalis","M_001","Cadeguala","Colletidae",3.3,8,"Pequena",FALSE
