"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado","genero.x","genero.y","orden","familia"
"Andrena nigroaenea","M_047","Andrena.nigroaenea","Ericaceae","Vaccinium","Vaccinium myrtillus",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nigroaenea","M_016","Andrena.nigroaenea",NA,NA,"Cistus salvifolius",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nigroaenea","M_015","Andrena.nigroaenea","Resedaceae","Reseda","Reseda alba",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nigroaenea","M_015","Andrena.nigroaenea",NA,NA,"Gagea granatelli",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nigroaenea","M_047","Andrena.nigroaenea","Ericaceae","Vaccinium","Vaccinium uliginosum",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nigroaenea","M_016","Andrena.nigroaenea","Cistaceae","Cistus","Cistus libanotis",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nigroaenea","M_015","Andrena.nigroaenea","Asparagaceae","Ornithogalum","Ornithogalum exscapum",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nigroaenea","M_015","Andrena.nigroaenea","Brassicaceae","Biscutella","Biscutella didyma",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nigroaenea","M_047","Andrena.nigroaenea","Salicaceae","Salix","Salix repens",1,1,NA,NA,"Andrena nigroaenea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nivalis","M_004","Andrena.nivalis","Asparagaceae","Maianthemum","Maianthemum canadense",1,1,NA,NA,"Andrena nivalis","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nivalis","M_004","Andrena.nivalis","Cornaceae","Cornus","Cornus canadensis",1,1,NA,NA,"Andrena nivalis","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nobilis","M_015","Andrena.nobilis","Brassicaceae","Hirschfeldia","Hirschfeldia incana",1,1,NA,NA,"Andrena nobilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nobilis","M_015","Andrena.nobilis","Brassicaceae","Sisymbrium","Sisymbrium orientale",1,1,NA,NA,"Andrena nobilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Lamiaceae","Scutellaria","Scutellaria ovata subsp. ovata",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Apocynaceae","Cynanchum","Cynanchum laeve",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Asteraceae","Helianthus","Helianthus tuberosus",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Asparagaceae","Maianthemum","Maianthemum racemosum",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Melanthiaceae","Stenanthium","Stenanthium gramineum",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Rosaceae","Geum","Geum canadense",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Acanthaceae","Dianthera","Dianthera americana",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Amaryllidaceae","Nothoscordum","Nothoscordum bivalve",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi",NA,NA,"Gerardia tenuifolia",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nothoscordi","M_062","Andrena.nothoscordi","Orchidaceae","Platanthera","Platanthera leucophaea",1,1,NA,NA,"Andrena nothoscordi","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena nubecula","M_062","Andrena.nubecula","Asteraceae","Ageratina","Ageratina altissima",1,1,NA,NA,"Andrena nubecula","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena okabei","M_053","Andrena.okabei","Ericaceae","Pieris","Pieris japonica",1,1,NA,NA,"Andrena okabei","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena oligolege","M_062","Andrena.oligolege","Lamiaceae","Blephilia","Blephilia ciliata",1,1,NA,NA,"Andrena oligolege","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena omogensis","M_021","Andrena.omogensis","Rutaceae","Phellodendron","Phellodendron amurense",1,1,NA,NA,"Andrena omogensis","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea","M_044","Andrena.opacifovea","Elaeocarpaceae","Elaeocarpus","Elaeocarpus japonicus",1,1,NA,NA,"Andrena opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea","M_044","Andrena.opacifovea","Fagaceae","Castanopsis","Castanopsis sieboldii",1,1,NA,NA,"Andrena opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea opacifovea","M_054","Andrena.opacifovea.opacifovea","Iteaceae","Itea","Itea parviflora",1,1,NA,NA,"Andrena opacifovea opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea opacifovea","M_021","Andrena.opacifovea.opacifovea",NA,NA,"Symplocos chinensis",1,1,NA,NA,"Andrena opacifovea opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea opacifovea","M_021","Andrena.opacifovea.opacifovea",NA,NA,"Swida controversa",1,1,NA,NA,"Andrena opacifovea opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea opacifovea","M_054","Andrena.opacifovea.opacifovea","Ulmaceae","Ulmus","Ulmus davidiana",1,1,NA,NA,"Andrena opacifovea opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea opacifovea","M_054","Andrena.opacifovea.opacifovea","Viburnaceae","Viburnum","Viburnum erosum",1,1,NA,NA,"Andrena opacifovea opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea opacifovea","M_054","Andrena.opacifovea.opacifovea","Rosaceae","Spiraea","Spiraea cantoniensis",1,1,NA,NA,"Andrena opacifovea opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena opacifovea opacifovea","M_057","Andrena.opacifovea.opacifovea","Rosaceae","Rubus","Rubus crataegifolius",1,1,NA,NA,"Andrena opacifovea opacifovea","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena optata","M_015","Andrena.optata","Ranunculaceae","Anemone","Anemone coronaria",1,1,NA,NA,"Andrena optata","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena optata","M_015","Andrena.optata","Brassicaceae","Capsella","Capsella bursa-pastoris",1,1,NA,NA,"Andrena optata","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena oralis","M_015","Andrena.oralis","Ranunculaceae","Ranunculus","Ranunculus sprunerianus",1,1,NA,NA,"Andrena oralis","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena oralis","M_015","Andrena.oralis","Brassicaceae","Sisymbrium","Sisymbrium orientale",1,1,NA,NA,"Andrena oralis","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena panurgimorpha","M_015","Andrena.panurgimorpha","Asteraceae","Reichardia","Reichardia picroides",1,1,NA,NA,"Andrena panurgimorpha","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena panurgina","M_015","Andrena.panurgina","Brassicaceae","Hirschfeldia","Hirschfeldia incana",1,1,NA,NA,"Andrena panurgina","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena parathoracica","M_057","Andrena.parathoracica","Hydrangeaceae","Deutzia","Deutzia crenata",1,1,NA,NA,"Andrena parathoracica","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena parathoracina","M_056","Andrena.parathoracina","Ericaceae","Pyrola","Pyrola asarifolia subsp. incarnata",1,1,NA,NA,"Andrena parathoracina","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena perplexa","M_073","Andrena.perplexa","Apiaceae","Conium","Conium maculatum",1,1,NA,NA,"Andrena perplexa","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena personata","M_062","Andrena.personata","Rosaceae","Rosa","Rosa setigera",1,1,NA,NA,"Andrena personata","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena personata","M_032","Andrena.personata","Ranunculaceae","Enemion","Enemion biternatum",1,1,NA,NA,"Andrena personata","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena personata","M_062","Andrena.personata","Rosaceae","Prunus","Prunus serotina",1,1,NA,NA,"Andrena personata","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena personata","M_062","Andrena.personata","Apiaceae","Oxypolis","Oxypolis rigidior",1,1,NA,NA,"Andrena personata","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena personata","M_025","Andrena.personata","Caryophyllaceae","Stellaria","Stellaria pubera",1,1,NA,NA,"Andrena personata","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena platyparia","M_062","Andrena.platyparia","Asteraceae","Symphyotrichum","Symphyotrichum ericoides ",1,1,NA,NA,"Andrena platyparia","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena prostomias","M_053","Andrena.prostomias","Hydrangeaceae","Deutzia","Deutzia crenata",1,1,NA,NA,"Andrena prostomias","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena protomias","M_054","Andrena.protomias","Hydrangeaceae","Deutzia","Deutzia crenata",1,1,NA,NA,"Andrena protomias","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena protomias","M_054","Andrena.protomias","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Andrena protomias","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena protomias","M_054","Andrena.protomias","Iteaceae","Itea","Itea parviflora",1,1,NA,NA,"Andrena protomias","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena protomias","M_057","Andrena.protomias","Hydrangeaceae","Deutzia","Deutzia crenata",1,1,NA,NA,"Andrena protomias","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena protomias","M_054","Andrena.protomias","Hydrangeaceae","Deutzia","Deutzia scabra",1,1,NA,NA,"Andrena protomias","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Apiaceae","Sanicula","Sanicula canadensis",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Caprifoliaceae","Lonicera","Lonicera sempervirens",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Campanulaceae","Lobelia","Lobelia spicata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Boraginaceae","Mertensia","Mertensia virginica",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Caryophyllaceae","Stellaria","Stellaria media",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Onagraceae","Oenothera","Oenothera biennis",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Iridaceae","Iris","Iris hexagona",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Apiaceae","Polytaenia","Polytaenia nuttallii",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Campanulaceae","Lobelia","Lobelia inflata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Lepachys pinnata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Sium cicutaefolium",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Asteraceae","Silphium","Silphium laciniatum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Polygonum hydropiper",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Apiaceae","Osmorrhiza","Osmorhiza longistylis",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Oxalidaceae","Oxalis","Oxalis corniculata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Orobanchaceae","Dasistoma","Dasistoma macrophyllum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Scrophulariaceae","Scrophularia","Scrophularia marilandica",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Asteraceae","Solidago","Solidago speciosa",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Salicaceae","Salix","Salix cordata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Campanulaceae","Lobelia","Lobelia siphilitica",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Lobelia cardinalis x siphilitica",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Ranunculaceae","Ranunculus","Ranunculus abortivus",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Berberidaceae","Podophyllum","Podophyllum peltatum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Lythraceae","Lythrum","Lythrum alatum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Lamiaceae","Mentha","Mentha arvensis",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Orchidaceae","Liparis","Liparis liliifolia",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Polygalaceae","Senega","Senega sanguinea",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Apiaceae","Thaspium","Thaspium trifoliatum var. aureum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Commelinaceae","Tradescantia","Tradescantia virginiana",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Asteraceae","Vernonia","Vernonia fasciculata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Lamiaceae","Marrubium","Marrubium vulgare",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Steironema lanceolatum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Fabaceae","Dalea","Dalea candida",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Nelumbonaceae","Nelumbo","Nelumbo lutea",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Polygonum acre",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Convolvulaceae","Ipomoea","Ipomoea hederacea",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Polygonatum commutatum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Nymphaea advena",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Oxalidaceae","Oxalis","Oxalis stricta",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Asteraceae","Rudbeckia","Rudbeckia laciniata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Asteraceae","Silphium","Silphium terebinthinaceum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Apiaceae","Thaspium","Thaspium trifoliatum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Lamiaceae","Scutellaria","Scutellaria lateriflora",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Papaveraceae","Sanguinaria","Sanguinaria canadensis",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Lamiaceae","Stachys","Stachys palustris",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Primulaceae","Samolus","Samolus parviflorus",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Orobanche uniflora",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Asteraceae","Liatris","Liatris scariosa",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Salicaceae","Salix","Salix nigra",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Molluginaceae","Mollugo","Mollugo verticillata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Asteraceae","Silphium","Silphium perfoliatum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Phrymaceae","Mimulus","Mimulus alatus",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Verbenaceae","Verbena","Verbena stricta",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Polemoniaceae","Phlox","Phlox glaberrima",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Anacardiaceae","Toxicodendron","Toxicodendron pubescens",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Cucurbitaceae","Sicyos","Sicyos angulatus",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Ranunculaceae","Enemion","Enemion biternatum",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Ranunculaceae","Myosurus","Myosurus minimus",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni",NA,NA,"Myosotis virginica",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Plantaginaceae","Penstemon","Penstemon hirsutus",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Apiaceae","Sanicula","Sanicula marilandica",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Lamiaceae","Monarda","Monarda fistulosa",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Commelinaceae","Tradescantia","Tradescantia subaspera var. subaspera",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Verbenaceae","Verbena","Verbena hastata",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Iridaceae","Sisyrinchium","Sisyrinchium angustifolium",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena pruni","M_062","Andrena.pruni","Malvaceae","Sida","Sida spinosa",1,1,NA,NA,"Andrena pruni","Andrena","Andrena","Hymenoptera","Andrenidae"
