"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado","genero.x","genero.y","orden","familia"
"Megachile mendica","M_062","Megachile.mendica",NA,NA,"Brauneria pallida",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Geraniaceae","Geranium","Geranium maculatum",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Boraginaceae","Lithospermum","Lithospermum canescens",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Asteraceae","Symphyotrichum","Symphyotrichum undulatum",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica","Asteraceae","Conoclinium","Conoclinium coelestinum",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Ranunculaceae","Aquilegia","Aquilegia canadensis",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Asteraceae","Cirsium","Cirsium altissimum",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica",NA,NA,"Symphiotrichum lanceolatum",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica","Apocynaceae","Asclepias","Asclepias syriaca",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Liliaceae","Lilium","Lilium superbum",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica","Asteraceae","Eupatorium","Eutrochium purpureum",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica",NA,NA,"Campanula americana",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica",NA,NA,"Satchys tenuifolia",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica",NA,NA,"Brauneria purpurea",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica",NA,NA,"Verbena  hastata",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Convolvulaceae","Convolvulus","Convolvulus sepium",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica","Verbenaceae","Verbena","Verbena urticifolia",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Verbenaceae","Phyla","Phyla lanceolata",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Plantaginaceae","Linaria","Linaria vulgaris",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Asteraceae","Ambrosia","Ambrosia trifida",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica","Brassicaceae","Erysimum","Erysimum cheiranthoides",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica","Rubiaceae","Cephalanthus","Cephalanthus occidentalis",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_073","Megachile.mendica","Asteraceae","Rudbeckia","Rudbeckia laciniata",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile mendica","M_062","Megachile.mendica","Orchidaceae","Liparis","Liparis liliifolia",1,1,NA,NA,"Megachile mendica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile nipponica","M_055","Megachile.nipponica","Asteraceae","Eupatorium","Eupatorium chinense",1,1,NA,NA,"Megachile nipponica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile nipponica","M_054","Megachile.nipponica","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Megachile nipponica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile nipponica","M_054","Megachile.nipponica",NA,NA,"Stenactis annuus",1,1,NA,NA,"Megachile nipponica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile nipponica","M_055","Megachile.nipponica","Lamiaceae","Prunella","Prunella vulgaris",1,1,NA,NA,"Megachile nipponica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile nipponica","M_054","Megachile.nipponica","Fabaceae","Lespedeza","Lespedeza thunbergii",1,1,NA,NA,"Megachile nipponica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile nipponica","M_055","Megachile.nipponica",NA,NA,"Ampetopsis brevipedunculata",1,1,NA,NA,"Megachile nipponica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile nipponica","M_054","Megachile.nipponica","Lythraceae","Lythrum","Lythrum salicaria",1,1,NA,NA,"Megachile nipponica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile nipponica amamiensis","M_044","Megachile.nipponica.amamiensis","Theaceae","Schima","Schima wallichii",1,1,NA,NA,"Megachile nipponica amamiensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile okinawana","M_044","Megachile.okinawana",NA,NA,"VVedelia biflora",1,1,NA,NA,"Megachile okinawana","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile okinawana","M_044","Megachile.okinawana","Fabaceae","Vigna","Vigna marina",1,1,NA,NA,"Megachile okinawana","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile okinawana","M_044","Megachile.okinawana",NA,NA,"Scaevola frutescens",1,1,NA,NA,"Megachile okinawana","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile okinawana","M_044","Megachile.okinawana","Fabaceae","Canavalia","Canavalia lineata",1,1,NA,NA,"Megachile okinawana","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile oligolege","M_062","Megachile.oligolege","Asteraceae","Antennaria","Antennaria plantaginifolia",1,1,NA,NA,"Megachile oligolege","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile oligolege","M_062","Megachile.oligolege","Asteraceae","Achillea","Achillea millefolium",1,1,NA,NA,"Megachile oligolege","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile oligolege","M_062","Megachile.oligolege","Ulmaceae","Ulmus","Ulmus americana",1,1,NA,NA,"Megachile oligolege","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile oligolege","M_062","Megachile.oligolege","Sapindaceae","Acer","Acer saccharinum",1,1,NA,NA,"Megachile oligolege","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile oligolege","M_062","Megachile.oligolege",NA,NA,"Actea alba",1,1,NA,NA,"Megachile oligolege","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile oligolege","M_062","Megachile.oligolege","Caprifoliaceae","Valerianella","Valerianella radiata",1,1,NA,NA,"Megachile oligolege","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile pacifica","M_015","Megachile.pacifica","Convolvulaceae","Convolvulus","Convolvulus cantabrica",1,1,NA,NA,"Megachile pacifica","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile petulans","M_062","Megachile.petulans","Violaceae","Viola","Viola sagittata",1,1,NA,NA,"Megachile petulans","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile pseudomonticola","M_054","Megachile.pseudomonticola","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Megachile pseudomonticola","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile pugnata","M_005","Megachile.pugnata","Geraniaceae","Geranium","Geranium caespitosum",1,1,NA,NA,"Megachile pugnata","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile pugnata","M_005","Megachile.pugnata","Asteraceae","Cirsium","Cirsium hookerianum",1,1,NA,NA,"Megachile pugnata","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile pugnata","M_005","Megachile.pugnata",NA,NA,"Petalostemon purpureus",1,1,NA,NA,"Megachile pugnata","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile pugnata","M_005","Megachile.pugnata",NA,NA,"Erigeron macranthus",1,1,NA,NA,"Megachile pugnata","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile pugnata","M_005","Megachile.pugnata",NA,NA,"Chamaenerium angustifolium",1,1,NA,NA,"Megachile pugnata","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile relativa","M_005","Megachile.relativa",NA,NA,"Chamaenerium angustifolium",1,1,NA,NA,"Megachile relativa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile relativa","M_005","Megachile.relativa","Geraniaceae","Geranium","Geranium caespitosum",1,1,NA,NA,"Megachile relativa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile relativa","M_005","Megachile.relativa","Rosaceae","Rosa","Rosa acicularis",1,1,NA,NA,"Megachile relativa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile relativa","M_005","Megachile.relativa","Geraniaceae","Geranium","Geranium richardsonii",1,1,NA,NA,"Megachile relativa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile remota","M_053","Megachile.remota","Fabaceae","Lespedeza","Lespedeza bicolor",1,1,NA,NA,"Megachile remota","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile remota sakagamii","M_054","Megachile.remota.sakagamii","Fabaceae","Lespedeza","Lespedeza thunbergii",1,1,NA,NA,"Megachile remota sakagamii","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile remota sakagamii","M_054","Megachile.remota.sakagamii","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Megachile remota sakagamii","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile remota sakagamii","M_021","Megachile.remota.sakagamii","Fabaceae","Lespedeza","Lespedeza bicolor",1,1,NA,NA,"Megachile remota sakagamii","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Alstroemeriaceae","Alstroemeria","Alstroemeria pallida",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa",NA,NA,"Mustisia sinuata",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Hydrophyllaceae","Phacelia","Phacelia secunda",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Fabaceae","Astragalus","Astragalus curvicaulis",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Lamiaceae","Stachys","Stachys albicaulis",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Loasaceae","Loasa","Loasa heterophylla",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_003","Megachile.semirufa","Hydrophyllaceae","Phacelia","Phacelia secunda",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa",NA,NA,"Senecio erucaeformis",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Solanaceae","Schizanthus","Schizanthus hookeri",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Tropaeolaceae","Tropaeolum","Tropaeolum polyphyllum",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Fabaceae","Adesmia","Adesmia brachysemeon",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_002","Megachile.semirufa","Loasaceae","Loasa","Loasa caespitosa",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_002","Megachile.semirufa","Asteraceae","Senecio","Senecio bustillosianus",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Montiaceae","Montiopsis","Montiopsis potentilloides",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Asteraceae","Senecio","Senecio bustillosianus",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_002","Megachile.semirufa",NA,NA,"Senecio erucaeformis",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Asteraceae","Noticastrum","Noticastrum sericeum",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_002","Megachile.semirufa","Fabaceae","Astragalus","Astragalus curvicaulis",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Asteraceae","Senecio","Senecio francisci",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa",NA,NA,"Scypanthus elegans",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile semirufa","M_001","Megachile.semirufa","Fabaceae","Adesmia","Adesmia papposa var. radicifolia",1,1,NA,NA,"Megachile semirufa","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Dilleniaceae","Dillenia","Dillenia ferruginea",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Erythroxylaceae","Erythroxylum","Erythroxylum sechellarum",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Rubiaceae","Psychotria","Psychotria pervillei",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Arecaceae","Nephrosperma","Nephrosperma vanhoutteanum",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Lamiaceae","Premna","Premna serratifolia",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Pittosporaceae","Pittosporum","Pittosporum senacia",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Melastomataceae","Memecylon","Memecylon elaeagni",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Ebenaceae","Diospyros","Diospyros boiviniana",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Euphorbiaceae","Excoecaria","Excoecaria benthamiana",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Rubiaceae","Pyrostria","Pyrostria bibracteata",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Rubiaceae","Paragenipa","Paragenipa lancifolia",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile seychellensis","M_061","Megachile.seychellensis","Lauraceae","Cinnamomum","Cinnamomum verum",1,1,NA,NA,"Megachile seychellensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp","M_11.2","Megachile.sp",NA,NA,"Scaevola sericea",1,1,NA,NA,"Megachile sp","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp","M_11.2","Megachile.sp","Surianaceae","Suriana","Suriana maritima",1,1,NA,NA,"Megachile sp","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp","M_11.2","Megachile.sp","Turneraceae","Turnera","Turnera ulmifolia",1,1,NA,NA,"Megachile sp","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Boraginaceae","Cynoglossum","Cynoglossum creticum",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Asteraceae","Chuquiraga","Chuquiraga oppositifolia",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Asteraceae","Senecio","Senecio bustillosianus",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Amaryllidaceae","Zephyranthes","Zephyranthes montana",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_002","Megachile.sp1","Amaryllidaceae","Zephyranthes","Zephyranthes montana",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1",NA,NA,"Senecio erucaeformis",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_002","Megachile.sp1","Asteraceae","Senecio","Senecio bustillosianus",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Fabaceae","Astragalus","Astragalus curvicaulis",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Hydrophyllaceae","Phacelia","Phacelia secunda",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_002","Megachile.sp1","Fabaceae","Astragalus","Astragalus curvicaulis",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1",NA,NA,"Mustisia sinuata",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_002","Megachile.sp1",NA,NA,"Senecio erucaeformis",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Loasaceae","Loasa","Loasa heterophylla",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1",NA,NA,"Scypanthus elegans",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Tropaeolaceae","Tropaeolum","Tropaeolum sessilifolium",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1","Lamiaceae","Stachys","Stachys albicaulis",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1","M_001","Megachile.sp1",NA,NA,"Leuceria landbeckii",1,1,NA,NA,"Megachile sp1","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 005","M_005","Megachile.sp1.M.PL.005","Onagraceae","Oenothera","Oenothera biennis",1,1,NA,NA,"Megachile sp1 M PL 005","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 005","M_005","Megachile.sp1.M.PL.005",NA,NA,"Petalostemon purpureus",1,1,NA,NA,"Megachile sp1 M PL 005","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Fabaceae","Ononis","Ononis ornithopodioides",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Cucurbitaceae","Ecballium","Ecballium elaterium",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Lamiaceae","Pseudodictamnus","Pseudodictamnus acetabulosus",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Convolvulaceae","Convolvulus","Convolvulus arvensis",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Hypericaceae","Hypericum","Hypericum triquetrifolium",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Scrophulariaceae","Verbascum","Verbascum undulatum",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Boraginaceae","Echium","Echium angustifolium",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Boraginaceae","Heliotropium","Heliotropium hirsutissimum",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Ranunculaceae","Nigella","Nigella arvensis",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Asteraceae","Echinops","Echinops microcephalus",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Lamiaceae","Thymbra","Thymbra capitata",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015",NA,NA,"Urginea maritima",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Boraginaceae","Heliotropium","Heliotropium europaeum",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Asteraceae","Centaurea","Centaurea orphanidea",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Lamiaceae","Teucrium","Teucrium polium",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 015","M_015","Megachile.sp1.M.PL.015","Boraginaceae","Heliotropium","Heliotropium dolosum",1,1,NA,NA,"Megachile sp1 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 019","M_019","Megachile.sp1.M.PL.019","Stylidiaceae","Stylidium","Stylidium graminifolium",1,1,NA,NA,"Megachile sp1 M PL 019","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 022","M_022","Megachile.sp1.M.PL.022",NA,NA,"Tarasa humilis ",1,1,NA,NA,"Megachile sp1 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 022","M_022","Megachile.sp1.M.PL.022",NA,NA,"Senecio looseri ",1,1,NA,NA,"Megachile sp1 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 022","M_022","Megachile.sp1.M.PL.022","Iridaceae","Olsynium","Olsynium junceum",1,1,NA,NA,"Megachile sp1 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 022","M_022","Megachile.sp1.M.PL.022","Hydrophyllaceae","Phacelia","Phacelia secunda",1,1,NA,NA,"Megachile sp1 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 022","M_022","Megachile.sp1.M.PL.022","Fabaceae","Astragalus","Astragalus nivicola",1,1,NA,NA,"Megachile sp1 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 022","M_022","Megachile.sp1.M.PL.022","Fabaceae","Adesmia","Adesmia hemisphaerica",1,1,NA,NA,"Megachile sp1 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 022","M_022","Megachile.sp1.M.PL.022","Fabaceae","Astragalus","Astragalus cruckshanksii",1,1,NA,NA,"Megachile sp1 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 023","M_023","Megachile.sp1.M.PL.023","Cactaceae","Eriosyce","Eriosyce strausiana",1,1,NA,NA,"Megachile sp1 M PL 023","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 023","M_023","Megachile.sp1.M.PL.023","Asteraceae","Grindelia","Grindelia chiloensis",1,1,NA,NA,"Megachile sp1 M PL 023","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 023","M_023","Megachile.sp1.M.PL.023","Malvaceae","Lecanophora","Lecanophora heterophylla",1,1,NA,NA,"Megachile sp1 M PL 023","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 030","M_030","Megachile.sp1.M.PL.030","Fabaceae","Aeschynomene","Aeschynomene pratensis",1,1,NA,NA,"Megachile sp1 M PL 030","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 051","M_051","Megachile.sp1.M.PL.051","Alstroemeriaceae","Alstroemeria","Alstroemeria aurea",1,1,NA,NA,"Megachile sp1 M PL 051","Megachile","Megachile","Hymenoptera","Megachilidae"
