"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual"
"Sanicula","Sanicula.canadensis","Apiales","Apiaceae","Diapensia",FALSE
"Sanicula","Sanicula.graveolens","Apiales","Apiaceae","Sanicula",TRUE
"Sanicula","Sanicula.graveolens","Apiales","Apiaceae","Diapensia",FALSE
"Saponaria","Saponaria.officinalis","Caryophyllales","Caryophyllaceae","Saponaria",TRUE
"Sarcopoterium","Sarcopoterium.spinosum","Rosales","Rosaceae","Sarcopoterium",TRUE
"Sarcostemma","Sarcostemma.clausum",NA,NA,NA,TRUE
"Sassafras","Sassafras.variifolium","Laurales","Lauraceae","Sassafras",TRUE
"Satchys","Satchys.tenuifolia",NA,NA,NA,TRUE
"Satureja","Satureja.thymbra","Lamiales","Lamiaceae","Satureja",TRUE
"Saussurea","Saussurea.yanagisawae","Asterales","Asteraceae","Saussurea",TRUE
"Saussurea","Saussurea.gracilis","Asterales","Asteraceae","Saussurea",TRUE
"Sauvagesia","Sauvagesia.rubiginosa","Malpighiales","Ochnaceae","Sauvagesia",TRUE
"Sauvagesia","Sauvagesia.angustifolia","Malpighiales","Ochnaceae","Sauvagesia",TRUE
"Saxifraga","Saxifraga.caespitosa","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.caespitosa","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.caespitosa","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.caespitosa","Saxifragales","Saxifragaceae","Geum",FALSE
"Saxifraga","Saxifraga.flagellaris","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.flagellaris","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.flagellaris","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.flagellaris","Saxifragales","Saxifragaceae","Geum",FALSE
"Saxifraga","Saxifraga.cernua","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.cernua","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.cernua","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.cernua","Saxifragales","Saxifragaceae","Geum",FALSE
"Saxifraga","Saxifraga.nivalis","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.nivalis","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.nivalis","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.nivalis","Saxifragales","Saxifragaceae","Geum",FALSE
"Saxifraga","Saxifraga.oppositifolia","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.oppositifolia","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.oppositifolia","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.oppositifolia","Saxifragales","Saxifragaceae","Geum",FALSE
"Saxifraga","Saxifraga.sp1.M.PL.014","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.sp1.M.PL.014","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.sp1.M.PL.014","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.sp1.M.PL.014","Saxifragales","Saxifragaceae","Geum",FALSE
"Saxifraga","Saxifraga.hirculus","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.hirculus","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.hirculus","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.hirculus","Saxifragales","Saxifragaceae","Geum",FALSE
"Saxifraga","Saxifraga.tricuspidata","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.tricuspidata","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.tricuspidata","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.tricuspidata","Saxifragales","Saxifragaceae","Geum",FALSE
"Saxifraga","Saxifraga.aizoides","Saxifragales","Saxifragaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.aizoides","Solanales","Convolvulaceae","Saxifraga",TRUE
"Saxifraga","Saxifraga.aizoides","Saxifragales","Saxifragaceae","Ligularia",FALSE
"Saxifraga","Saxifraga.aizoides","Saxifragales","Saxifragaceae","Geum",FALSE
"Scabiosa","Scabiosa.stellata","Dipsacales","Caprifoliaceae","Scabiosa",TRUE
"Scabiosa","Scabiosa.atropurpurea","Dipsacales","Caprifoliaceae","Scabiosa",TRUE
"Scabiosa","Scabiosa.japonica","Dipsacales","Caprifoliaceae","Scabiosa",TRUE
"Scaevola","Scaevola.frutescens","Asterales","Goodeniaceae","Scaevola",TRUE
"Scaevola","Scaevola.frutescens","Asterales","Goodeniaceae","Lobelia",FALSE
"Scaevola","Scaevola.frutescens","Asterales","Goodeniaceae","Cerbera",FALSE
"Scaevola","Scaevola.sericea","Asterales","Goodeniaceae","Scaevola",TRUE
"Scaevola","Scaevola.sericea","Asterales","Goodeniaceae","Lobelia",FALSE
"Scaevola","Scaevola.sericea","Asterales","Goodeniaceae","Cerbera",FALSE
"Scalesia","Scalesia.beurii","Asterales","Asteraceae","Scalesia",TRUE
"Scalesia","Scalesia.sp1.M.PL.026","Asterales","Asteraceae","Scalesia",TRUE
"Scalesia","Scalesia.helleri","Asterales","Asteraceae","Scalesia",TRUE
"Scalesia","Scalesia.pedunculata","Asterales","Asteraceae","Scalesia",TRUE
"Scalesia","Scalesia.affinis","Asterales","Asteraceae","Scalesia",TRUE
"Scaligeria","Scaligeria.cretica","Apiales","Apiaceae","Scaligeria",TRUE
"Scandix","Scandix.pecten-veneris","Apiales","Apiaceae","Scandix",TRUE
"Scandix","Scandix.australis","Apiales","Apiaceae","Scandix",TRUE
"Scaveola","Scaveola.plumieri",NA,NA,NA,TRUE
"Schefflera","Schefflera.octophylla","Apiales","Araliaceae","Schefflera",TRUE
"Schima","Schima.wallichii","Ericales","Theaceae","Schima",TRUE
"Schima","Schima.wallichii","Poales","Poaceae","Schima",TRUE
"Schinus","Schinus.patagonicus","Sapindales","Anacardiaceae","Schinus",TRUE
"Schizanthus","Schizanthus.hookeri","Solanales","Solanaceae","Schizanthus",TRUE
"Schizanthus","Schizanthus.garhamii","Solanales","Solanaceae","Schizanthus",TRUE
"Schizophragma","Schizophragma.hydrangeoides",NA,NA,NA,TRUE
"Scilla","Scilla.autumnalis","Asparagales","Asparagaceae","Bartsia",FALSE
"Scilla","Scilla.autumnalis","Asparagales","Asparagaceae","Scilla",TRUE
"Scirpus","Scirpus.triqueter","Poales","Cyperaceae","Scirpus",TRUE
"Scleria","Scleria.terrestris","Poales","Cyperaceae","Scleria",TRUE
"Scolymus","Scolymus.hispanicus","Asterales","Asteraceae","Scolymus",TRUE
"Scorzonea","Scorzonea.humilis",NA,NA,NA,TRUE
"Scorzonera","Scorzonera.lanata","Asterales","Asteraceae","Scorzonera",TRUE
"Scorzonera","Scorzonera.cana","Asterales","Asteraceae","Scorzonera",TRUE
"Scrophularia","Scrophularia.marilandica","Lamiales","Scrophulariaceae","Scrophularia",TRUE
"Scrophularia","Scrophularia.glabrata","Lamiales","Scrophulariaceae","Scrophularia",TRUE
"Scutellaria","Scutellaria.canescans","Lamiales","Lamiaceae","Scutellaria",TRUE
"Scutellaria","Scutellaria.parvula","Lamiales","Lamiaceae","Scutellaria",TRUE
"Scutellaria","Scutellaria.lateriflora","Lamiales","Lamiaceae","Scutellaria",TRUE
"Scutellaria","Scutellaria.resinosa","Lamiales","Lamiaceae","Scutellaria",TRUE
"Scutellaria","Scutellaria.versicolor","Lamiales","Lamiaceae","Scutellaria",TRUE
"Scypanthus","Scypanthus.elegans",NA,NA,NA,TRUE
"Sebatia","Sebatia.angularis",NA,NA,NA,TRUE
"Securinega","Securinega.suffruticosa","Malpighiales","Phyllanthaceae","Securinega",TRUE
"Sedum","Sedum.formosanum","Saxifragales","Crassulaceae","Clementsia",FALSE
"Sedum","Sedum.formosanum","Saxifragales","Crassulaceae","Sedum",TRUE
"Sedum","Sedum.sediforme","Saxifragales","Crassulaceae","Clementsia",FALSE
"Sedum","Sedum.sediforme","Saxifragales","Crassulaceae","Sedum",TRUE
"Sedum","Sedum.stenopetalum","Saxifragales","Crassulaceae","Clementsia",FALSE
"Sedum","Sedum.stenopetalum","Saxifragales","Crassulaceae","Sedum",TRUE
"Sedum","Sedum.aizoon","Saxifragales","Crassulaceae","Clementsia",FALSE
"Sedum","Sedum.aizoon","Saxifragales","Crassulaceae","Sedum",TRUE
"Senecio","Senecio.madagascariensis","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.madagascariensis","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.bustillosianus","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.bustillosianus","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.subulatus","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.subulatus","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.bidwilli","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.bidwilli","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.steetzii","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.steetzii","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.nemorensis","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.nemorensis","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.sp","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.sp","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.pierotii","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.pierotii","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.selloi","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.selloi","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.pectinatus","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.pectinatus","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.filaginoides","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.filaginoides","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.aureus","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.aureus","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.scorzoneroides","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.scorzoneroides","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.crithmoides","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.crithmoides","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.jacobea","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.jacobea","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.tricephalus.","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.tricephalus.","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.bravensis","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.bravensis","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.lithostaurus","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.lithostaurus","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.pulcher","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.pulcher","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.arechavaletae","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.arechavaletae","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.francisci","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.francisci","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.looseri.","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.looseri.","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.bellidioides","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.bellidioides","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.vulgaris","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.vulgaris","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.gunnii","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.gunnii","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.nikoensis","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.nikoensis","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.lautus","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.lautus","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.erucaeformis","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.erucaeformis","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.grisebachii","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.grisebachii","Asterales","Asteraceae","Senecio",TRUE
"Senecio","Senecio.cannabifolius","Asterales","Asteraceae","Erechthites",FALSE
"Senecio","Senecio.cannabifolius","Asterales","Asteraceae","Senecio",TRUE
"Serissa","Serissa.japonica",NA,NA,NA,TRUE
"Serratula","Serratula.coronata.insularis","Asterales","Asteraceae","Serratula",TRUE
"Sesuvium","Sesuvium.portulacastrum","Caryophyllales","Aizoaceae","Sesuvium",TRUE
"Setaria","Setaria.geniculta","Poales","Poaceae","Setaria",TRUE
"Seymeria","Seymeria.macrophylla","Lamiales","Orobanchaceae","Seymeria",TRUE
"Sherardia","Sherardia.arvensis","Gentianales","Rubiaceae","Dillenia",FALSE
"Sherardia","Sherardia.arvensis","Gentianales","Rubiaceae","Sherardia",TRUE
"Sherardia","Sherardia.arvensis","Lamiales","Verbenaceae","Sherardia",TRUE
"Shultesia","Shultesia.brachyptera",NA,NA,NA,TRUE
"Sicyos","Sicyos.angulatus","Cucurbitales","Cucurbitaceae","Sicyos",TRUE
"Sida","Sida.flavescens","Malvales","Malvaceae","Sida",TRUE
"Sida","Sida.flavescens","Solanales","Convolvulaceae","Sida",TRUE
"Sida","Sida.flavescens","Ranunculales","Papaveraceae","Sida",TRUE
"Sida","Sida.acuta","Malvales","Malvaceae","Sida",TRUE
"Sida","Sida.acuta","Solanales","Convolvulaceae","Sida",TRUE
"Sida","Sida.acuta","Ranunculales","Papaveraceae","Sida",TRUE
"Sida","Sida.spinosa","Malvales","Malvaceae","Sida",TRUE
"Sida","Sida.spinosa","Solanales","Convolvulaceae","Sida",TRUE
"Sida","Sida.spinosa","Ranunculales","Papaveraceae","Sida",TRUE
"Sida","Sida.rhombifolia","Malvales","Malvaceae","Sida",TRUE
"Sida","Sida.rhombifolia","Solanales","Convolvulaceae","Sida",TRUE
"Sida","Sida.rhombifolia","Ranunculales","Papaveraceae","Sida",TRUE
"Sida","Sida.paniculata","Malvales","Malvaceae","Sida",TRUE
"Sida","Sida.paniculata","Solanales","Convolvulaceae","Sida",TRUE
"Sida","Sida.paniculata","Ranunculales","Papaveraceae","Sida",TRUE
"Sideritis","Sideritis.nervosa","Lamiales","Lamiaceae","Sideritis",TRUE
"Sideritis","Sideritis.argosphacelus","Lamiales","Lamiaceae","Sideritis",TRUE
"Sideroxylon","Sideroxylon.puberulum","Ericales","Sapotaceae","Sideroxylon",TRUE
"Sideroxylon","Sideroxylon.puberulum","Ericales","Sapotaceae","Edgeworthia",FALSE
"Sideroxylon","Sideroxylon.cinereum","Ericales","Sapotaceae","Sideroxylon",TRUE
"Sideroxylon","Sideroxylon.cinereum","Ericales","Sapotaceae","Edgeworthia",FALSE
"Siegesbeckia","Siegesbeckia.orientalis","Asterales","Asteraceae","Siegesbeckia",TRUE
"Sieversia","Sieversia.turbinata","Rosales","Rosaceae","Sieversia",TRUE
"Sieversia","Sieversia.ciliata","Rosales","Rosaceae","Sieversia",TRUE
"Silene","Silene.colorata","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.colorata","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.colorata","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silene","Silene.acaulis","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.acaulis","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.acaulis","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silene","Silene.sp1.M.PL.014","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.sp1.M.PL.014","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.sp1.M.PL.014","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silene","Silene.gallica","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.gallica","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.gallica","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silene","Silene.stellata","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.stellata","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.stellata","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silene","Silene.vulgaris","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.vulgaris","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.vulgaris","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silene","Silene.nivea","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.nivea","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.nivea","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silene","Silene.dioica","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.dioica","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.dioica","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silene","Silene.halli","Caryophyllales","Caryophyllaceae","Melandrium",FALSE
"Silene","Silene.halli","Caryophyllales","Caryophyllaceae","Silene",TRUE
"Silene","Silene.halli","Caryophyllales","Caryophyllaceae","Lychnis",FALSE
"Silphium","Silphium.terebinthinaceum","Asterales","Asteraceae","Silphium",TRUE
"Silphium","Silphium.integrifolium","Asterales","Asteraceae","Silphium",TRUE
"Silphium","Silphium.laciniatum","Asterales","Asteraceae","Silphium",TRUE
"Silphium","Silphium.perfoliatum","Asterales","Asteraceae","Silphium",TRUE
"Sinningia","Sinningia.sp1.M.PL.030","Lamiales","Gesneriaceae","Sinningia",TRUE
"Sipanea","Sipanea.galioides","Gentianales","Rubiaceae","Sipanea",TRUE
"Siphanthera","Siphanthera.cordifolia","Myrtales","Melastomataceae","Siphanthera",TRUE
"Sisymbrium","Sisymbrium.orientale","Brassicales","Brassicaceae","Sisymbrium",TRUE
"Sisymbrium","Sisymbrium.canescens","Brassicales","Brassicaceae","Sisymbrium",TRUE
"Sisyranthus","Sisyranthus.trichostomus","Gentianales","Apocynaceae","Sisyranthus",TRUE
"Sisyrinchium","Sisyrinchium.gramineum","Asparagales","Iridaceae","Sisyrinchium",TRUE
"Sisyrinchium","Sisyrinchium.philippii","Asparagales","Iridaceae","Sisyrinchium",TRUE
"Sisyrinchium","Sisyrinchium.arenarium","Asparagales","Iridaceae","Sisyrinchium",TRUE
"Sisyrinchium","Sisyrinchium.iridifolium","Asparagales","Iridaceae","Sisyrinchium",TRUE
"Sisyrinchium","Sisyrinchium.angustifolium","Asparagales","Iridaceae","Sisyrinchium",TRUE
"Sisyrinchium","Sisyrinchium.junceum","Asparagales","Iridaceae","Sisyrinchium",TRUE
"Sium","Sium.cicutaefolium","Apiales","Apiaceae","Sium",TRUE
"Smilacina","Smilacina.racemosa","Liliales","Liliaceae","Smilacina",TRUE
"Smilacina","Smilacina.stellata","Liliales","Liliaceae","Smilacina",TRUE
"Smilacina","Smilacina.trifolia","Liliales","Liliaceae","Smilacina",TRUE
"Smilax","Smilax.anceps","Liliales","Smilacaceae","Smilax",TRUE
"Smilax","Smilax.herbacea","Liliales","Smilacaceae","Smilax",TRUE
"Smilax","Smilax.aspera","Liliales","Smilacaceae","Smilax",TRUE
"Smilax","Smilax.hispida","Liliales","Smilacaceae","Smilax",TRUE
"Sobralia","Sobralia.liliastrum","Asparagales","Orchidaceae","Sobralia",TRUE
"Solanum","Solanum.carolinense","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.carolinense","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.melongena","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.melongena","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.chacoense","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.chacoense","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.tomatillo","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.tomatillo","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.nigrum","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.nigrum","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.rostratum","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.rostratum","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.torvum","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.torvum","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.americanum","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.americanum","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.havanense","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.havanense","Solanales","Solanaceae","Solanum",TRUE
"Solanum","Solanum.erianthum","Solanales","Solanaceae","Lycopersicon",FALSE
"Solanum","Solanum.erianthum","Solanales","Solanaceae","Solanum",TRUE
"Solenomelus","Solenomelus.sisyrinchium","Asparagales","Iridaceae","Solenomelus",TRUE
"Solidago","Solidago.virg-aurea","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.canadensis","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.sp1M.PL.073","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.rigida","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.virgaurea","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.ulmifolia","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.missouriensis","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.sempervirens","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.speciosa","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.nemoralis","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.virgaurea.asiatica","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.serotina","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.graminifolia","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.sempervivens","Asterales","Asteraceae","Solidago",TRUE
"Solidago","Solidago.chilensis","Asterales","Asteraceae","Solidago",TRUE
"Sommerfeltia","Sommerfeltia.spinulosa","Asterales","Asteraceae","Sommerfeltia",TRUE
"Sonchus","Sonchus.cf..ortunoi","Asterales","Asteraceae","Sonchus",TRUE
"Sonchus","Sonchus.tenerrimus","Asterales","Asteraceae","Sonchus",TRUE
"Sonchus","Sonchus.tenerrinus","Asterales","Asteraceae","Sonchus",TRUE
"Sonchus","Sonchus.oleraceus","Asterales","Asteraceae","Sonchus",TRUE
"Sonchus","Sonchus.arvensis","Asterales","Asteraceae","Sonchus",TRUE
"Sonchus","Sonchus.palustris","Asterales","Asteraceae","Sonchus",TRUE
"Sophora","Sophora.flavescens","Fabales","Fabaceae","Sophora",TRUE
"Sophora","Sophora.flavescens","Fabales","Fabaceae","Patrinia",FALSE
"Sorbus","Sorbus.commixta","Rosales","Rosaceae","Sorbus",TRUE
"Soulamea","Soulamea.terminaloides","Sapindales","Simaroubaceae","Soulamea",TRUE
"Spartium","Spartium.junceum","Fabales","Fabaceae","Spartium",TRUE
"Spartocytisus","Spartocytisus.supranubius",NA,NA,NA,TRUE
"Specularia","Specularia.perfoliata","Asterales","Campanulaceae","Specularia",TRUE
"Spermacoce","Spermacoce.assurgens","Gentianales","Rubiaceae","Spermacoce",TRUE
"Spermacoce","Spermacoce.assurgens","Gentianales","Rubiaceae","Borreria",FALSE
"Spilanthes","Spilanthes.urens","Asterales","Asteraceae","Spilanthes",TRUE
"Spilanthes","Spilanthes.stolonifera","Asterales","Asteraceae","Spilanthes",TRUE
"Spiraea","Spiraea.alba","Rosales","Rosaceae","Spiraea",TRUE
"Spiraea","Spiraea.tossensis","Rosales","Rosaceae","Spiraea",TRUE
"Spiraea","Spiraea.cantoniensis","Rosales","Rosaceae","Spiraea",TRUE
"Spiraea","Spiraea.blumei","Rosales","Rosaceae","Spiraea",TRUE
"Spiraea","Spiraea.japonica","Rosales","Rosaceae","Spiraea",TRUE
"Spiraea","Spiraea.thunbergii","Rosales","Rosaceae","Spiraea",TRUE
"Spiranthes","Spiranthes.gracilis","Asparagales","Orchidaceae","Ibidium",FALSE
"Spiranthes","Spiranthes.gracilis","Asparagales","Orchidaceae","Spiranthes",TRUE
"Spiranthes","Spiranthes.sinensis","Asparagales","Orchidaceae","Ibidium",FALSE
"Spiranthes","Spiranthes.sinensis","Asparagales","Orchidaceae","Spiranthes",TRUE
"Spuriopimpinella","Spuriopimpinella.nikoensis","Apiales","Apiaceae","Spuriopimpinella",TRUE
"Stachtarpheta","Stachtarpheta.cayanensis",NA,NA,NA,TRUE
"Stachys","Stachys.cretica","Lamiales","Lamiaceae","Stachys",TRUE
"Stachys","Stachys.sylvatica","Lamiales","Lamiaceae","Stachys",TRUE
"Stachys","Stachys.albicaulis","Lamiales","Lamiaceae","Stachys",TRUE
"Stachys","Stachys.palustris","Lamiales","Lamiaceae","Stachys",TRUE
"Stachytapheta","Stachytapheta.jamaicencis",NA,NA,NA,TRUE
"Stachytarpheta","Stachytarpheta.jamaicensis","Lamiales","Verbenaceae","Stachytarpheta",TRUE
"Stachytarpheta","Stachytarpheta.jamaicensis","Lamiales","Verbenaceae","Sherardia",FALSE
"Stachyurus","Stachyurus.praecox","Crossosomatales","Stachyuraceae","Stachyurus",TRUE
"Stackhousia","Stackhousia.pulvinaris","Celastrales","Celastraceae","Stackhousia",TRUE
"Stanleya","Stanleya.pinnatifida","Brassicales","Brassicaceae","Stanleya",TRUE
"Staphylea","Staphylea.trifolia","Crossosomatales","Staphyleaceae","Staphylea",TRUE
"Staphylea","Staphylea.trifolia","Crossosomatales","Staphyleaceae","Euscaphis",FALSE
"Staphylea","Staphylea.bumalda","Crossosomatales","Staphyleaceae","Staphylea",TRUE
"Staphylea","Staphylea.bumalda","Crossosomatales","Staphyleaceae","Euscaphis",FALSE
"Stauntonia","Stauntonia.hexaPhylla","Ranunculales","Lardizabalaceae","Stauntonia",TRUE
"Stauracanthus","Stauracanthus.genistoides","Fabales","Fabaceae","Stauracanthus",TRUE
"Stegolepsis","Stegolepsis.angustata",NA,NA,NA,TRUE
"Steironema","Steironema.quadriflorum",NA,NA,NA,TRUE
"Steironema","Steironema.lanceolatum",NA,NA,NA,TRUE
"Steironema","Steironema.ciliatum",NA,NA,NA,TRUE
