"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual"
"Fumana","Fumana.thymifolia","Malvales","Cistaceae","Fumana",TRUE
"Fumaria","Fumaria.amarysia","Ranunculales","Papaveraceae","Fumaria",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.079","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.066","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.082","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.078","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.080","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.068","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.psychotrioides.edentata","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.067","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.070","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.rotundifolia","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.077","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.petrinensis","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.069","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gaertnera","Gaertnera.sp1.M.PL.081","Gentianales","Rubiaceae","Gaertnera",TRUE
"Gagea","Gagea.granatelli","Liliales","Liliaceae","Hypoxis",FALSE
"Gagea","Gagea.granatelli","Liliales","Liliaceae","Gagea",TRUE
"Galactea","Galactea.striata","Fabales","Fabaceae","Galactea",TRUE
"Galactites","Galactites.tomentosa","Asterales","Asteraceae","Galactites",TRUE
"Galactophora","Galactophora.schomburgkiana","Gentianales","Apocynaceae","Galactophora",TRUE
"Galium","Galium.aperine","Gentianales","Rubiaceae","Galium",TRUE
"Galium","Galium.palustre","Gentianales","Rubiaceae","Galium",TRUE
"Galium","Galium.trifidum","Gentianales","Rubiaceae","Galium",TRUE
"Galium","Galium.saxatile","Gentianales","Rubiaceae","Galium",TRUE
"Galium","Galium.boreale","Gentianales","Rubiaceae","Galium",TRUE
"Galium","Galium.perpusillum","Gentianales","Rubiaceae","Galium",TRUE
"Galium","Galium.verum","Gentianales","Rubiaceae","Galium",TRUE
"Galium","Galium.japonicum","Gentianales","Rubiaceae","Galium",TRUE
"Galium","Galium.propinquum","Gentianales","Rubiaceae","Galium",TRUE
"Galvezia","Galvezia.leucantha","Lamiales","Plantaginaceae","Galvezia",TRUE
"Galvezia","Galvezia.leucantha.pubescen","Lamiales","Plantaginaceae","Galvezia",TRUE
"Gamochaeta","Gamochaeta.argentina","Asterales","Asteraceae","Gamochaeta",TRUE
"Gamochaeta","Gamochaeta.stachydifolia","Asterales","Asteraceae","Gamochaeta",TRUE
"Gastonia","Gastonia.crassa",NA,NA,NA,TRUE
"Gastonia","Gastonia.mauritiana",NA,NA,NA,TRUE
"Gaultheria","Gaultheria.phillyreifolia","Ericales","Ericaceae","Gaultheria",TRUE
"Gaultheria","Gaultheria.mucronata","Ericales","Ericaceae","Gaultheria",TRUE
"Gaura","Gaura.biennis",NA,NA,NA,TRUE
"Gavilea","Gavilea.odoratissima","Asparagales","Orchidaceae","Gavilea",TRUE
"Gaylussacia","Gaylussacia.baccata","Ericales","Ericaceae","Gaylussacia",TRUE
"Gelasine","Gelasine.azurea","Asparagales","Iridaceae","Gelasine",TRUE
"Geniostoma","Geniostoma.borbonicum","Gentianales","Loganiaceae","Geniostoma",TRUE
"Genista","Genista.anglica","Fabales","Fabaceae","Genista",TRUE
"Gentiana","Gentiana.andrewsii","Gentianales","Gentianaceae","Gentiana",TRUE
"Gentiana","Gentiana.corymbifera","Gentianales","Gentianaceae","Gentiana",TRUE
"Gentiana","Gentiana.puberula","Gentianales","Gentianaceae","Gentiana",TRUE
"Gentiana","Gentiana.zollingeri","Gentianales","Gentianaceae","Gentiana",TRUE
"Gentiana","Gentiana.parryi","Gentianales","Gentianaceae","Gentiana",TRUE
"Gentiana","Gentiana.montana","Gentianales","Gentianaceae","Gentiana",TRUE
"Gentianella","Gentianella.diemensis","Gentianales","Gentianaceae","Gentianella",TRUE
"Geoffroea","Geoffroea.spinosa","Fabales","Fabaceae","Geoffroea",TRUE
"Geranium","Geranium.shikokianum","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.rotundifolium","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.caespitosum","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.richardsoni","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.robertianum","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.canariense","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.dissectum","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.nepalense","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.carolinianum","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.eriostemon.","Geraniales","Geraniaceae","Geranium",TRUE
"Geranium","Geranium.maculatum","Geraniales","Geraniaceae","Geranium",TRUE
"Gerardia","Gerardia.genistifolia",NA,NA,NA,TRUE
"Gerardia","Gerardia.grandiflora",NA,NA,NA,TRUE
"Gerardia","Gerardia.purpurea",NA,NA,NA,TRUE
"Gerardia","Gerardia.tenuifolia",NA,NA,NA,TRUE
"Gerardia","Gerardia.auriculata",NA,NA,NA,TRUE
"Geum","Geum.japonicum","Rosales","Rosaceae","Geum",TRUE
"Geum","Geum.japonicum","Saxifragales","Saxifragaceae","Geum",TRUE
"Geum","Geum.rivale","Rosales","Rosaceae","Geum",TRUE
"Geum","Geum.rivale","Saxifragales","Saxifragaceae","Geum",TRUE
"Geum","Geum.canadense","Rosales","Rosaceae","Geum",TRUE
"Geum","Geum.canadense","Saxifragales","Saxifragaceae","Geum",TRUE
"Geum","Geum.uniflorum","Rosales","Rosaceae","Geum",TRUE
"Geum","Geum.uniflorum","Saxifragales","Saxifragaceae","Geum",TRUE
"Geum","Geum.vernum","Rosales","Rosaceae","Geum",TRUE
"Geum","Geum.vernum","Saxifragales","Saxifragaceae","Geum",TRUE
"Geum","Geum.rossii.","Rosales","Rosaceae","Geum",TRUE
"Geum","Geum.rossii.","Saxifragales","Saxifragaceae","Geum",TRUE
"Gevuina","Gevuina.avellana","Proteales","Proteaceae","Gevuina",TRUE
"Gilia","Gilia.aggregata","Ericales","Polemoniaceae","Gilia",TRUE
"Gillenia","Gillenia.stipulacea","Rosales","Rosaceae","Gillenia",TRUE
"Gillenia","Gillenia.stipulacea","Ericales","Clethraceae","Gillenia",TRUE
"Glandularia","Glandularia.dissecta",NA,NA,NA,TRUE
"Glechoma","Glechoma.hederacea","Lamiales","Lamiaceae","Glechoma",TRUE
"Glechoma","Glechoma.hederacea","Solanales","Convolvulaceae","Glechoma",TRUE
"Gleditsia","Gleditsia.triacanthos","Fabales","Fabaceae","Gleditsia",TRUE
"Glionnetia","Glionnetia.sericea","Gentianales","Rubiaceae","Glionnetia",TRUE
"Globularia","Globularia.alypum","Lamiales","Plantaginaceae","Globularia",TRUE
"Glochidion","Glochidion.obovatum","Malpighiales","Phyllanthaceae","Glochidion",TRUE
"Glochidion","Glochidion.acuminatum","Malpighiales","Phyllanthaceae","Glochidion",TRUE
"Glochidion","Glochidion.zeylanicum","Malpighiales","Phyllanthaceae","Glochidion",TRUE
"Gnaphalium","Gnaphalium.polycephalum","Asterales","Asteraceae","Gnaphalium",TRUE
"Gnaphalium","Gnaphalium.cheirantifolium","Asterales","Asteraceae","Gnaphalium",TRUE
"Gomphrena","Gomphrena.perennis","Caryophyllales","Amaranthaceae","Philoxerus",FALSE
"Gomphrena","Gomphrena.perennis","Caryophyllales","Amaranthaceae","Gomphrena",TRUE
"Gonolobus","Gonolobus.laevis","Gentianales","Apocynaceae","Gonolobus",TRUE
"Gonzalagunia","Gonzalagunia.hirsuta","Gentianales","Rubiaceae","Justicia",FALSE
"Gonzalagunia","Gonzalagunia.hirsuta","Gentianales","Rubiaceae","Gonzalagunia",TRUE
"Gossypium","Gossypium.sp1.M.PL.026","Malvales","Malvaceae","Gossypium",TRUE
"Gossypium","Gossypium.barbadense","Malvales","Malvaceae","Gossypium",TRUE
"Grangeria","Grangeria.borbonica","Malpighiales","Chrysobalanaceae","Grangeria",TRUE
"Gratiola","Gratiola.virginiana","Lamiales","Plantaginaceae","Gratiola",TRUE
"Grindelia","Grindelia.chiloensis","Asterales","Asteraceae","Grindelia",TRUE
"Grindelia","Grindelia.buphtalmoides","Asterales","Asteraceae","Grindelia",TRUE
"Guarea","Guarea.swartzii","Sapindales","Meliaceae","Guarea",TRUE
"Guazuma","Guazuma.ulmifolia","Malvales","Malvaceae","Guazuma",TRUE
"Guettarda","Guettarda.scabra","Gentianales","Rubiaceae","Guettarda",TRUE
"Gymnadenia","Gymnadenia.conopsea","Asparagales","Orchidaceae","Gymnadenia",TRUE
"Gymnocalycium","Gymnocalycium.reductum","Caryophyllales","Cactaceae","Gymnocalycium",TRUE
"Gymnocladus","Gymnocladus.dioica","Fabales","Fabaceae","Gymnocladus",TRUE
"Habenaria","Habenaria.leucophaea","Asparagales","Orchidaceae","Habenaria",TRUE
"Habranthus","Habranthus.andersoni",NA,NA,NA,TRUE
"Habranthus","Habranthus.gracilifolius",NA,NA,NA,TRUE
"Halimium","Halimium.commutatum","Malvales","Cistaceae","Halimium",TRUE
"Halimium","Halimium.halimifolium","Malvales","Cistaceae","Halimium",TRUE
"Haplopappus","Haplopappus.sericeus","Asterales","Asteraceae","Haplopappus",TRUE
"Haplopappus","Haplopappus.chysanthemifolius","Asterales","Asteraceae","Haplopappus",TRUE
"Harungana","Harungana.madagascariensis","Malpighiales","Hypericaceae","Harungana",TRUE
"Hebe","Hebe.odora",NA,NA,NA,TRUE
"Hebe","Hebe.salicifolia",NA,NA,NA,TRUE
"Hebe","Hebe.epacridea",NA,NA,NA,TRUE
"Hebe","Hebe.pinguifolia",NA,NA,NA,TRUE
"Hebe","Hebe.brachysiphon",NA,NA,NA,TRUE
"Hebe","Hebe.subalpina",NA,NA,NA,TRUE
"Hedeoma","Hedeoma.pulegioides","Lamiales","Lamiaceae","Hedeoma",TRUE
"Helenium","Helenium.autumnale","Asterales","Asteraceae","Helenium",TRUE
"Heliamphora","Heliamphora.heterodoxa","Ericales","Sarraceniaceae","Heliamphora",TRUE
"Helianthemum","Helianthemum.croceum","Malvales","Cistaceae","Helianthemum",TRUE
"Helianthemum","Helianthemum.croceum","Asterales","Asteraceae","Helianthemum",TRUE
"Helianthemum","Helianthemum.brasiliense","Malvales","Cistaceae","Helianthemum",TRUE
"Helianthemum","Helianthemum.brasiliense","Asterales","Asteraceae","Helianthemum",TRUE
"Helianthemum","Helianthemum.guttatum","Malvales","Cistaceae","Helianthemum",TRUE
"Helianthemum","Helianthemum.guttatum","Asterales","Asteraceae","Helianthemum",TRUE
"Helianthus","Helianthus.divaricatus","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.divaricatus","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.tuberosus","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.tuberosus","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.annuus","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.annuus","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.mollis","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.mollis","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.decapetalus","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.decapetalus","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.strumosus","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.strumosus","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.petiolaris","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.petiolaris","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.grosse-serratus","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.grosse-serratus","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.scaberrimus","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.scaberrimus","Asterales","Asteraceae","Helianthemum",FALSE
"Helianthus","Helianthus.laetiflorus","Asterales","Asteraceae","Helianthus",TRUE
"Helianthus","Helianthus.laetiflorus","Asterales","Asteraceae","Helianthemum",FALSE
"Helichrysum","Helichrysum.selago","Asterales","Asteraceae","Helichrysum",TRUE
"Helichrysum","Helichrysum.selago","Asterales","Asteraceae","Helipterum",FALSE
"Helichrysum","Helichrysum.alpinum","Asterales","Asteraceae","Helichrysum",TRUE
"Helichrysum","Helichrysum.alpinum","Asterales","Asteraceae","Helipterum",FALSE
"Helichrysum","Helichrysum.scorpioides","Asterales","Asteraceae","Helichrysum",TRUE
"Helichrysum","Helichrysum.scorpioides","Asterales","Asteraceae","Helipterum",FALSE
"Helichrysum","Helichrysum.bellidioides","Asterales","Asteraceae","Helichrysum",TRUE
"Helichrysum","Helichrysum.bellidioides","Asterales","Asteraceae","Helipterum",FALSE
"Helichrysum","Helichrysum.proteoides","Asterales","Asteraceae","Helichrysum",TRUE
"Helichrysum","Helichrysum.proteoides","Asterales","Asteraceae","Helipterum",FALSE
"Helichrysum","Helichrysum.stoechas","Asterales","Asteraceae","Helichrysum",TRUE
"Helichrysum","Helichrysum.stoechas","Asterales","Asteraceae","Helipterum",FALSE
"Helichrysum","Helichrysum.picardii","Asterales","Asteraceae","Helichrysum",TRUE
"Helichrysum","Helichrysum.picardii","Asterales","Asteraceae","Helipterum",FALSE
"Heliconia","Heliconia.psittacorum","Zingiberales","Heliconiaceae","Heliconia",TRUE
"Heliopsis","Heliopsis.helianthoides","Asterales","Asteraceae","Heliopsis",TRUE
"Heliotropium","Heliotropium.europaeum","Boraginales","Heliotropiaceae","Ceballosia",FALSE
"Heliotropium","Heliotropium.europaeum","Boraginales","Heliotropiaceae","Heliotropium",TRUE
"Heliotropium","Heliotropium.hirsutissimum","Boraginales","Heliotropiaceae","Ceballosia",FALSE
"Heliotropium","Heliotropium.hirsutissimum","Boraginales","Heliotropiaceae","Heliotropium",TRUE
"Heliotropium","Heliotropium.dolosum","Boraginales","Heliotropiaceae","Ceballosia",FALSE
"Heliotropium","Heliotropium.dolosum","Boraginales","Heliotropiaceae","Heliotropium",TRUE
"Helipterum","Helipterum.albicans",NA,NA,NA,TRUE
"Hemerocallis","Hemerocallis.vespertina","Asparagales","Asphodelaceae","Hemerocallis",TRUE
"Hemerocallis","Hemerocallis.vespertina","Liliales","Liliaceae","Hemerocallis",TRUE
"Hepatica","Hepatica.americana","Marchantiales","Conocephalaceae","Hepatica",TRUE
"Hepatica","Hepatica.americana","Ranunculales","Ranunculaceae","Isopyrum",FALSE
"Hepatica","Hepatica.americana","Ranunculales","Ranunculaceae","Hepatica",TRUE
"Hepatica","Hepatica.acutiloba","Marchantiales","Conocephalaceae","Hepatica",TRUE
"Hepatica","Hepatica.acutiloba","Ranunculales","Ranunculaceae","Isopyrum",FALSE
"Hepatica","Hepatica.acutiloba","Ranunculales","Ranunculaceae","Hepatica",TRUE
"Heracleum","Heracleum.lanatum","Apiales","Apiaceae","Heracleum",TRUE
"Heritiera","Heritiera.littoralis","Malvales","Malvaceae","Heritiera",TRUE
"Heteropappus","Heteropappus.hispidus","Asterales","Asteraceae","Heteropappus",TRUE
"Heteropterys","Heteropterys.sp2.M.PL.059","Malpighiales","Malpighiaceae","Heteropterys",TRUE
"Heteropterys","Heteropterys.sp2.M.PL.059","Solanales","Convolvulaceae","Heteropterys",TRUE
"Heteropterys","Heteropterys.sp1.M.PL.059","Malpighiales","Malpighiaceae","Heteropterys",TRUE
"Heteropterys","Heteropterys.sp1.M.PL.059","Solanales","Convolvulaceae","Heteropterys",TRUE
"Heuchera","Heuchera.hispida","Saxifragales","Saxifragaceae","Heuchera",TRUE
"Hibiscus","Hibiscus.teliaceus","Malvales","Malvaceae","Hibiscus",TRUE
"Hibiscus","Hibiscus.trionum","Malvales","Malvaceae","Hibiscus",TRUE
"Hibiscus","Hibiscus.syriacus","Malvales","Malvaceae","Hibiscus",TRUE
"Hibiscus","Hibiscus.laevis","Malvales","Malvaceae","Hibiscus",TRUE
"Hibiscus","Hibiscus.militaris","Malvales","Malvaceae","Hibiscus",TRUE
"Hibiscus","Hibiscus.maleinoi","Malvales","Malvaceae","Hibiscus",TRUE
"Hibiscus","Hibiscus.lasiocarpos","Malvales","Malvaceae","Hibiscus",TRUE
"Hibiscus","Hibiscus.hamabo","Malvales","Malvaceae","Hibiscus",TRUE
"Hibiscus","Hibiscus.tiliaceus","Malvales","Malvaceae","Hibiscus",TRUE
"Hieracium","Hieracium.umbellatum","Asterales","Asteraceae","Hieracium",TRUE
"Hieracium","Hieracium.praealtum","Asterales","Asteraceae","Hieracium",TRUE
"Hieracium","Hieracium.pilosella","Asterales","Asteraceae","Hieracium",TRUE
"Hippeastrum","Hippeastrum.uniflorum","Asparagales","Amaryllidaceae","Hippeastrum",TRUE
"Hirschfeldia","Hirschfeldia.incana","Brassicales","Brassicaceae","Hirschfeldia",TRUE
"Hoheria","Hoheria.glabrata","Malvales","Malvaceae","Hoheria",TRUE
"Holodiscus","Holodiscus.dumosus","Rosales","Rosaceae","Holodiscus",TRUE
"Homalanthus","Homalanthus.populifolius","Malpighiales","Euphorbiaceae","Homalanthus",TRUE
"Homalanthus","Homalanthus.populifolius","Asterales","Asteraceae","Homalanthus",TRUE
"Hosta","Hosta.albomarginata","Ericales","Primulaceae","Hosta",TRUE
"Hosta","Hosta.albomarginata","Asparagales","Asparagaceae","Hosta",TRUE
"Hosta","Hosta.albomarginata","Liliales","Liliaceae","Hosta",TRUE
"Hosta","Hosta.albomarginata","Asparagales","Asparagaceae","Saussurea",FALSE
"Hosta","Hosta.sieboldiana","Ericales","Primulaceae","Hosta",TRUE
"Hosta","Hosta.sieboldiana","Asparagales","Asparagaceae","Hosta",TRUE
"Hosta","Hosta.sieboldiana","Liliales","Liliaceae","Hosta",TRUE
"Hosta","Hosta.sieboldiana","Asparagales","Asparagaceae","Saussurea",FALSE
"Houstonia","Houstonia.purpurea.calycosa","Gentianales","Rubiaceae","Houstonia",TRUE
"Houttuynia","Houttuynia.cordata","Piperales","Saururaceae","Houttuynia",TRUE
"Hovenia","Hovenia.tomentella","Rosales","Rhamnaceae","Hovenia",TRUE
"Humiria","Humiria.balsamifera","Malpighiales","Humiriaceae","Humiria",TRUE
"Hybanthus","Hybanthus.concolor","Malpighiales","Violaceae","Hybanthus",TRUE
"Hybanthus","Hybanthus.concolor","Malpighiales","Violaceae","Calceolaria",FALSE
"Hydrangea","Hydrangea.macrophylla","Cornales","Hydrangeaceae","Forsythia",FALSE
"Hydrangea","Hydrangea.macrophylla","Cornales","Hydrangeaceae","Schizophragma",FALSE
"Hydrangea","Hydrangea.macrophylla","Cornales","Hydrangeaceae","Hydrangea",TRUE
"Hydrangea","Hydrangea.macrophylla","Cornales","Hydrangeaceae","Cardiandra",FALSE
"Hydrangea","Hydrangea.serrata","Cornales","Hydrangeaceae","Forsythia",FALSE
"Hydrangea","Hydrangea.serrata","Cornales","Hydrangeaceae","Schizophragma",FALSE
"Hydrangea","Hydrangea.serrata","Cornales","Hydrangeaceae","Hydrangea",TRUE
"Hydrangea","Hydrangea.serrata","Cornales","Hydrangeaceae","Cardiandra",FALSE
"Hydrangea","Hydrangea.serratifolia","Cornales","Hydrangeaceae","Forsythia",FALSE
"Hydrangea","Hydrangea.serratifolia","Cornales","Hydrangeaceae","Schizophragma",FALSE
"Hydrangea","Hydrangea.serratifolia","Cornales","Hydrangeaceae","Hydrangea",TRUE
"Hydrangea","Hydrangea.serratifolia","Cornales","Hydrangeaceae","Cardiandra",FALSE
"Hydrangea","Hydrangea.hirta","Cornales","Hydrangeaceae","Forsythia",FALSE
"Hydrangea","Hydrangea.hirta","Cornales","Hydrangeaceae","Schizophragma",FALSE
"Hydrangea","Hydrangea.hirta","Cornales","Hydrangeaceae","Hydrangea",TRUE
"Hydrangea","Hydrangea.hirta","Cornales","Hydrangeaceae","Cardiandra",FALSE
"Hydrangea","Hydrangea.luteo-venosa","Cornales","Hydrangeaceae","Forsythia",FALSE
"Hydrangea","Hydrangea.luteo-venosa","Cornales","Hydrangeaceae","Schizophragma",FALSE
"Hydrangea","Hydrangea.luteo-venosa","Cornales","Hydrangeaceae","Hydrangea",TRUE
"Hydrangea","Hydrangea.luteo-venosa","Cornales","Hydrangeaceae","Cardiandra",FALSE
"Hydrangea","Hydrangea.paniculata","Cornales","Hydrangeaceae","Forsythia",FALSE
"Hydrangea","Hydrangea.paniculata","Cornales","Hydrangeaceae","Schizophragma",FALSE
"Hydrangea","Hydrangea.paniculata","Cornales","Hydrangeaceae","Hydrangea",TRUE
"Hydrangea","Hydrangea.paniculata","Cornales","Hydrangeaceae","Cardiandra",FALSE
"Hydrangea","Hydrangea.arborescens","Cornales","Hydrangeaceae","Forsythia",FALSE
"Hydrangea","Hydrangea.arborescens","Cornales","Hydrangeaceae","Schizophragma",FALSE
"Hydrangea","Hydrangea.arborescens","Cornales","Hydrangeaceae","Hydrangea",TRUE
"Hydrangea","Hydrangea.arborescens","Cornales","Hydrangeaceae","Cardiandra",FALSE
"Hydrocharis","Hydrocharis.dubia","Alismatales","Hydrocharitaceae","Hydrocharis",TRUE
"Hydrocotyle","Hydrocotyle.ramiflora","Apiales","Araliaceae","Hydrocotyle",TRUE
"Hydrophyllum","Hydrophyllum.appendiculatum","Boraginales","Hydrophyllaceae","Hydrophyllum",TRUE
"Hydrophyllum","Hydrophyllum.virginianum","Boraginales","Hydrophyllaceae","Hydrophyllum",TRUE
"Hymenocarpus","Hymenocarpus.circinnatus","Fabales","Fabaceae","Hymenocarpus",TRUE
"Hypericum","Hypericum.empetrifolium","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.pseudopetiolatum","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.perfolatum","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.triquetrifolium","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.perforatum","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.connatum","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.punctatum","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.cistifolium","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.prolificum","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.patulum","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.erectum","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.ascyron","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypericum","Hypericum.grandifolium","Malpighiales","Hypericaceae","Hypericum",TRUE
"Hypochaeris","Hypochaeris.rosengurtii","Asterales","Asteraceae","Hypochaeris",TRUE
"Hypochaeris","Hypochaeris.radicata","Asterales","Asteraceae","Hypochaeris",TRUE
"Hypochaeris","Hypochaeris.pampasica","Asterales","Asteraceae","Hypochaeris",TRUE
