"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual","n.fam"
"Rubus","Rubus.parvifolius","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.grayanus","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.crataegifolius","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.villosus","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.fruticosus","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.sieboldii","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.pungens.","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.phoenicolasius","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.illecebrosus","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.croceacanthus","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.strigosus","Rosales","Rosaceae","Rubus",TRUE,1
"Rubus","Rubus.canadensis","Rosales","Rosaceae","Rubus",TRUE,1
"Rudbeckia","Rudbeckia.subtomentosa","Asterales","Asteraceae","Rudbeckia",TRUE,1
"Rudbeckia","Rudbeckia.laciniata","Asterales","Asteraceae","Rudbeckia",TRUE,1
"Rudbeckia","Rudbeckia.triloba","Asterales","Asteraceae","Rudbeckia",TRUE,1
"Rudbeckia","Rudbeckia.hirta","Asterales","Asteraceae","Rudbeckia",TRUE,1
"Ruellia","Ruellia.ciliosa","Lamiales","Acanthaceae","Ruellia",TRUE,1
"Ruellia","Ruellia.strepens","Lamiales","Acanthaceae","Ruellia",TRUE,1
"Ruta","Ruta.chalepensis","Sapindales","Rutaceae","Ruta",TRUE,1
"Ruta","Ruta.graveolens","Sapindales","Rutaceae","Ruta",TRUE,1
"Rydbergia","Rydbergia.grandilfora",NA,NA,NA,TRUE,1
"Saggitaria","Saggitaria.quyanensis",NA,NA,NA,TRUE,1
"Sagittaria","Sagittaria.latifolia","Alismatales","Alismataceae","Sagittaria",TRUE,1
"Sagittaria","Sagittaria.trifolia","Alismatales","Alismataceae","Sagittaria",TRUE,1
"Salix","Salix.repens","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.humilis","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.aurita","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.amygdaloides","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.sieboldiana","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.cordata","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.reticulata","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.gracilistyla","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.vulpina","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.nigra","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.arctica","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.polaris","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.longifolia","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.fragilis","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.sp1.M.PL.014","Malpighiales","Salicaceae","Salix",TRUE,1
"Salix","Salix.lanata","Malpighiales","Salicaceae","Salix",TRUE,1
"Salpiglossus","Salpiglossus.sp",NA,NA,NA,TRUE,1
"Salsola","Salsola.komarovii","Caryophyllales","Amaranthaceae","Salsola",TRUE,1
"Salvia","Salvia.japonica","Lamiales","Lamiaceae","Salvia",TRUE,1
"Salvia","Salvia.glabrescens","Lamiales","Lamiaceae","Salvia",TRUE,1
"Salvia","Salvia.triloba","Lamiales","Lamiaceae","Salvia",TRUE,1
"Salvia","Salvia.verbenaca","Lamiales","Lamiaceae","Salvia",TRUE,1
"Sambucus","Sambucus.canadensis","Dipsacales","Viburnaceae","Sambucus",TRUE,1
"Sambucus","Sambucus.racemosa","Dipsacales","Viburnaceae","Sambucus",TRUE,1
"Samolus","Samolus.floribundus","Ericales","Primulaceae","Samolus",TRUE,1
"Sangiunaria","Sangiunaria.canadensis",NA,NA,NA,TRUE,1
"Sanguinaria","Sanguinaria.canadensis","Ranunculales","Papaveraceae","Sanguinaria",TRUE,1
"Sanguisorba","Sanguisorba.officinalis","Rosales","Rosaceae","Sanguisorba",TRUE,1
"Sanicula","Sanicula.marilandica","Apiales","Apiaceae","Sanicula",TRUE,1
"Sanicula","Sanicula.canadensis","Apiales","Apiaceae","Sanicula",TRUE,1
"Sanicula","Sanicula.graveolens","Apiales","Apiaceae","Sanicula",TRUE,1
"Saponaria","Saponaria.officinalis","Caryophyllales","Caryophyllaceae","Saponaria",TRUE,1
"Sarcopoterium","Sarcopoterium.spinosum","Rosales","Rosaceae","Sarcopoterium",TRUE,1
"Sarcostemma","Sarcostemma.clausum",NA,NA,NA,TRUE,1
"Sassafras","Sassafras.variifolium","Laurales","Lauraceae","Sassafras",TRUE,1
"Satchys","Satchys.tenuifolia",NA,NA,NA,TRUE,1
"Satureja","Satureja.thymbra","Lamiales","Lamiaceae","Satureja",TRUE,1
"Saussurea","Saussurea.yanagisawae","Asterales","Asteraceae","Saussurea",TRUE,1
"Saussurea","Saussurea.gracilis","Asterales","Asteraceae","Saussurea",TRUE,1
"Sauvagesia","Sauvagesia.rubiginosa","Malpighiales","Ochnaceae","Sauvagesia",TRUE,1
"Sauvagesia","Sauvagesia.angustifolia","Malpighiales","Ochnaceae","Sauvagesia",TRUE,1
"Saxifraga","Saxifraga.caespitosa","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.caespitosa","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.flagellaris","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.flagellaris","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.cernua","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.cernua","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.nivalis","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.nivalis","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.oppositifolia","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.oppositifolia","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.sp1.M.PL.014","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.sp1.M.PL.014","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.hirculus","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.hirculus","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.tricuspidata","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.tricuspidata","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.aizoides","Saxifragales","Saxifragaceae","Saxifraga",TRUE,2
"Saxifraga","Saxifraga.aizoides","Solanales","Convolvulaceae","Saxifraga",TRUE,2
"Scabiosa","Scabiosa.stellata","Dipsacales","Caprifoliaceae","Scabiosa",TRUE,1
"Scabiosa","Scabiosa.atropurpurea","Dipsacales","Caprifoliaceae","Scabiosa",TRUE,1
"Scabiosa","Scabiosa.japonica","Dipsacales","Caprifoliaceae","Scabiosa",TRUE,1
"Scaevola","Scaevola.frutescens","Asterales","Goodeniaceae","Scaevola",TRUE,1
"Scaevola","Scaevola.sericea","Asterales","Goodeniaceae","Scaevola",TRUE,1
"Scalesia","Scalesia.beurii","Asterales","Asteraceae","Scalesia",TRUE,1
"Scalesia","Scalesia.sp1.M.PL.026","Asterales","Asteraceae","Scalesia",TRUE,1
"Scalesia","Scalesia.helleri","Asterales","Asteraceae","Scalesia",TRUE,1
"Scalesia","Scalesia.pedunculata","Asterales","Asteraceae","Scalesia",TRUE,1
"Scalesia","Scalesia.affinis","Asterales","Asteraceae","Scalesia",TRUE,1
"Scaligeria","Scaligeria.cretica","Apiales","Apiaceae","Scaligeria",TRUE,1
"Scandix","Scandix.pecten-veneris","Apiales","Apiaceae","Scandix",TRUE,1
"Scandix","Scandix.australis","Apiales","Apiaceae","Scandix",TRUE,1
"Scaveola","Scaveola.plumieri",NA,NA,NA,TRUE,1
"Schefflera","Schefflera.octophylla","Apiales","Araliaceae","Schefflera",TRUE,1
"Schima","Schima.wallichii","Ericales","Theaceae","Schima",TRUE,2
"Schima","Schima.wallichii","Poales","Poaceae","Schima",TRUE,2
"Schinus","Schinus.patagonicus","Sapindales","Anacardiaceae","Schinus",TRUE,1
"Schizanthus","Schizanthus.hookeri","Solanales","Solanaceae","Schizanthus",TRUE,1
"Schizanthus","Schizanthus.garhamii","Solanales","Solanaceae","Schizanthus",TRUE,1
"Schizophragma","Schizophragma.hydrangeoides",NA,NA,NA,TRUE,1
"Scilla","Scilla.autumnalis","Asparagales","Asparagaceae","Scilla",TRUE,1
"Scirpus","Scirpus.triqueter","Poales","Cyperaceae","Scirpus",TRUE,1
"Scleria","Scleria.terrestris","Poales","Cyperaceae","Scleria",TRUE,1
"Scolymus","Scolymus.hispanicus","Asterales","Asteraceae","Scolymus",TRUE,1
"Scorzonea","Scorzonea.humilis",NA,NA,NA,TRUE,1
"Scorzonera","Scorzonera.lanata","Asterales","Asteraceae","Scorzonera",TRUE,1
"Scorzonera","Scorzonera.cana","Asterales","Asteraceae","Scorzonera",TRUE,1
"Scrophularia","Scrophularia.marilandica","Lamiales","Scrophulariaceae","Scrophularia",TRUE,1
"Scrophularia","Scrophularia.glabrata","Lamiales","Scrophulariaceae","Scrophularia",TRUE,1
"Scutellaria","Scutellaria.canescans","Lamiales","Lamiaceae","Scutellaria",TRUE,1
"Scutellaria","Scutellaria.parvula","Lamiales","Lamiaceae","Scutellaria",TRUE,1
"Scutellaria","Scutellaria.lateriflora","Lamiales","Lamiaceae","Scutellaria",TRUE,1
"Scutellaria","Scutellaria.resinosa","Lamiales","Lamiaceae","Scutellaria",TRUE,1
"Scutellaria","Scutellaria.versicolor","Lamiales","Lamiaceae","Scutellaria",TRUE,1
"Scypanthus","Scypanthus.elegans",NA,NA,NA,TRUE,1
"Sebatia","Sebatia.angularis",NA,NA,NA,TRUE,1
"Securinega","Securinega.suffruticosa","Malpighiales","Phyllanthaceae","Securinega",TRUE,1
"Sedum","Sedum.formosanum","Saxifragales","Crassulaceae","Sedum",TRUE,1
"Sedum","Sedum.sediforme","Saxifragales","Crassulaceae","Sedum",TRUE,1
"Sedum","Sedum.stenopetalum","Saxifragales","Crassulaceae","Sedum",TRUE,1
"Sedum","Sedum.aizoon","Saxifragales","Crassulaceae","Sedum",TRUE,1
"Senecio","Senecio.madagascariensis","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.bustillosianus","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.subulatus","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.bidwilli","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.steetzii","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.nemorensis","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.sp","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.pierotii","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.selloi","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.pectinatus","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.filaginoides","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.aureus","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.scorzoneroides","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.crithmoides","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.jacobea","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.tricephalus.","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.bravensis","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.lithostaurus","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.pulcher","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.arechavaletae","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.francisci","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.looseri.","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.bellidioides","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.vulgaris","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.gunnii","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.nikoensis","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.lautus","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.erucaeformis","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.grisebachii","Asterales","Asteraceae","Senecio",TRUE,1
"Senecio","Senecio.cannabifolius","Asterales","Asteraceae","Senecio",TRUE,1
"Serissa","Serissa.japonica",NA,NA,NA,TRUE,1
"Serratula","Serratula.coronata.insularis","Asterales","Asteraceae","Serratula",TRUE,1
"Sesuvium","Sesuvium.portulacastrum","Caryophyllales","Aizoaceae","Sesuvium",TRUE,1
"Setaria","Setaria.geniculta","Poales","Poaceae","Setaria",TRUE,1
"Seymeria","Seymeria.macrophylla","Lamiales","Orobanchaceae","Seymeria",TRUE,1
"Sherardia","Sherardia.arvensis","Gentianales","Rubiaceae","Sherardia",TRUE,2
"Sherardia","Sherardia.arvensis","Lamiales","Verbenaceae","Sherardia",TRUE,2
"Shultesia","Shultesia.brachyptera",NA,NA,NA,TRUE,1
"Sicyos","Sicyos.angulatus","Cucurbitales","Cucurbitaceae","Sicyos",TRUE,1
"Sida","Sida.flavescens","Malvales","Malvaceae","Sida",TRUE,3
"Sida","Sida.flavescens","Solanales","Convolvulaceae","Sida",TRUE,3
"Sida","Sida.flavescens","Ranunculales","Papaveraceae","Sida",TRUE,3
"Sida","Sida.acuta","Malvales","Malvaceae","Sida",TRUE,3
"Sida","Sida.acuta","Solanales","Convolvulaceae","Sida",TRUE,3
"Sida","Sida.acuta","Ranunculales","Papaveraceae","Sida",TRUE,3
"Sida","Sida.spinosa","Malvales","Malvaceae","Sida",TRUE,3
"Sida","Sida.spinosa","Solanales","Convolvulaceae","Sida",TRUE,3
"Sida","Sida.spinosa","Ranunculales","Papaveraceae","Sida",TRUE,3
"Sida","Sida.rhombifolia","Malvales","Malvaceae","Sida",TRUE,3
"Sida","Sida.rhombifolia","Solanales","Convolvulaceae","Sida",TRUE,3
"Sida","Sida.rhombifolia","Ranunculales","Papaveraceae","Sida",TRUE,3
"Sida","Sida.paniculata","Malvales","Malvaceae","Sida",TRUE,3
"Sida","Sida.paniculata","Solanales","Convolvulaceae","Sida",TRUE,3
"Sida","Sida.paniculata","Ranunculales","Papaveraceae","Sida",TRUE,3
"Sideritis","Sideritis.nervosa","Lamiales","Lamiaceae","Sideritis",TRUE,1
"Sideritis","Sideritis.argosphacelus","Lamiales","Lamiaceae","Sideritis",TRUE,1
"Sideroxylon","Sideroxylon.puberulum","Ericales","Sapotaceae","Sideroxylon",TRUE,1
"Sideroxylon","Sideroxylon.cinereum","Ericales","Sapotaceae","Sideroxylon",TRUE,1
"Siegesbeckia","Siegesbeckia.orientalis","Asterales","Asteraceae","Siegesbeckia",TRUE,1
"Sieversia","Sieversia.turbinata","Rosales","Rosaceae","Sieversia",TRUE,1
"Sieversia","Sieversia.ciliata","Rosales","Rosaceae","Sieversia",TRUE,1
"Silene","Silene.colorata","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silene","Silene.acaulis","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silene","Silene.sp1.M.PL.014","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silene","Silene.gallica","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silene","Silene.stellata","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silene","Silene.vulgaris","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silene","Silene.nivea","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silene","Silene.dioica","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silene","Silene.halli","Caryophyllales","Caryophyllaceae","Silene",TRUE,1
"Silphium","Silphium.terebinthinaceum","Asterales","Asteraceae","Silphium",TRUE,1
"Silphium","Silphium.integrifolium","Asterales","Asteraceae","Silphium",TRUE,1
"Silphium","Silphium.laciniatum","Asterales","Asteraceae","Silphium",TRUE,1
"Silphium","Silphium.perfoliatum","Asterales","Asteraceae","Silphium",TRUE,1
"Sinningia","Sinningia.sp1.M.PL.030","Lamiales","Gesneriaceae","Sinningia",TRUE,1
"Sipanea","Sipanea.galioides","Gentianales","Rubiaceae","Sipanea",TRUE,1
"Siphanthera","Siphanthera.cordifolia","Myrtales","Melastomataceae","Siphanthera",TRUE,1
"Sisymbrium","Sisymbrium.orientale","Brassicales","Brassicaceae","Sisymbrium",TRUE,1
"Sisymbrium","Sisymbrium.canescens","Brassicales","Brassicaceae","Sisymbrium",TRUE,1
"Sisyranthus","Sisyranthus.trichostomus","Gentianales","Apocynaceae","Sisyranthus",TRUE,1
"Sisyrinchium","Sisyrinchium.gramineum","Asparagales","Iridaceae","Sisyrinchium",TRUE,1
"Sisyrinchium","Sisyrinchium.philippii","Asparagales","Iridaceae","Sisyrinchium",TRUE,1
"Sisyrinchium","Sisyrinchium.arenarium","Asparagales","Iridaceae","Sisyrinchium",TRUE,1
"Sisyrinchium","Sisyrinchium.iridifolium","Asparagales","Iridaceae","Sisyrinchium",TRUE,1
"Sisyrinchium","Sisyrinchium.angustifolium","Asparagales","Iridaceae","Sisyrinchium",TRUE,1
"Sisyrinchium","Sisyrinchium.junceum","Asparagales","Iridaceae","Sisyrinchium",TRUE,1
"Sium","Sium.cicutaefolium","Apiales","Apiaceae","Sium",TRUE,1
"Smilacina","Smilacina.racemosa","Liliales","Liliaceae","Smilacina",TRUE,1
"Smilacina","Smilacina.stellata","Liliales","Liliaceae","Smilacina",TRUE,1
"Smilacina","Smilacina.trifolia","Liliales","Liliaceae","Smilacina",TRUE,1
"Smilax","Smilax.anceps","Liliales","Smilacaceae","Smilax",TRUE,1
"Smilax","Smilax.herbacea","Liliales","Smilacaceae","Smilax",TRUE,1
"Smilax","Smilax.aspera","Liliales","Smilacaceae","Smilax",TRUE,1
"Smilax","Smilax.hispida","Liliales","Smilacaceae","Smilax",TRUE,1
"Sobralia","Sobralia.liliastrum","Asparagales","Orchidaceae","Sobralia",TRUE,1
"Solanum","Solanum.carolinense","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.melongena","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.chacoense","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.tomatillo","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.nigrum","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.rostratum","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.torvum","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.americanum","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.havanense","Solanales","Solanaceae","Solanum",TRUE,1
"Solanum","Solanum.erianthum","Solanales","Solanaceae","Solanum",TRUE,1
"Solenomelus","Solenomelus.sisyrinchium","Asparagales","Iridaceae","Solenomelus",TRUE,1
"Solidago","Solidago.virg-aurea","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.canadensis","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.sp1M.PL.073","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.rigida","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.virgaurea","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.ulmifolia","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.missouriensis","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.sempervirens","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.speciosa","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.nemoralis","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.virgaurea.asiatica","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.serotina","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.graminifolia","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.sempervivens","Asterales","Asteraceae","Solidago",TRUE,1
"Solidago","Solidago.chilensis","Asterales","Asteraceae","Solidago",TRUE,1
"Sommerfeltia","Sommerfeltia.spinulosa","Asterales","Asteraceae","Sommerfeltia",TRUE,1
"Sonchus","Sonchus.cf..ortunoi","Asterales","Asteraceae","Sonchus",TRUE,1
"Sonchus","Sonchus.tenerrimus","Asterales","Asteraceae","Sonchus",TRUE,1
"Sonchus","Sonchus.tenerrinus","Asterales","Asteraceae","Sonchus",TRUE,1
"Sonchus","Sonchus.oleraceus","Asterales","Asteraceae","Sonchus",TRUE,1
"Sonchus","Sonchus.arvensis","Asterales","Asteraceae","Sonchus",TRUE,1
"Sonchus","Sonchus.palustris","Asterales","Asteraceae","Sonchus",TRUE,1
"Sophora","Sophora.flavescens","Fabales","Fabaceae","Sophora",TRUE,1
"Sorbus","Sorbus.commixta","Rosales","Rosaceae","Sorbus",TRUE,1
"Soulamea","Soulamea.terminaloides","Sapindales","Simaroubaceae","Soulamea",TRUE,1
"Spartium","Spartium.junceum","Fabales","Fabaceae","Spartium",TRUE,1
"Spartocytisus","Spartocytisus.supranubius",NA,NA,NA,TRUE,1
"Specularia","Specularia.perfoliata","Asterales","Campanulaceae","Specularia",TRUE,1
"Spermacoce","Spermacoce.assurgens","Gentianales","Rubiaceae","Spermacoce",TRUE,1
"Spilanthes","Spilanthes.urens","Asterales","Asteraceae","Spilanthes",TRUE,1
"Spilanthes","Spilanthes.stolonifera","Asterales","Asteraceae","Spilanthes",TRUE,1
"Spiraea","Spiraea.alba","Rosales","Rosaceae","Spiraea",TRUE,1
"Spiraea","Spiraea.tossensis","Rosales","Rosaceae","Spiraea",TRUE,1
"Spiraea","Spiraea.cantoniensis","Rosales","Rosaceae","Spiraea",TRUE,1
"Spiraea","Spiraea.blumei","Rosales","Rosaceae","Spiraea",TRUE,1
"Spiraea","Spiraea.japonica","Rosales","Rosaceae","Spiraea",TRUE,1
"Spiraea","Spiraea.thunbergii","Rosales","Rosaceae","Spiraea",TRUE,1
"Spiranthes","Spiranthes.gracilis","Asparagales","Orchidaceae","Spiranthes",TRUE,1
"Spiranthes","Spiranthes.sinensis","Asparagales","Orchidaceae","Spiranthes",TRUE,1
"Spuriopimpinella","Spuriopimpinella.nikoensis","Apiales","Apiaceae","Spuriopimpinella",TRUE,1
"Stachtarpheta","Stachtarpheta.cayanensis",NA,NA,NA,TRUE,1
"Stachys","Stachys.cretica","Lamiales","Lamiaceae","Stachys",TRUE,1
"Stachys","Stachys.sylvatica","Lamiales","Lamiaceae","Stachys",TRUE,1
"Stachys","Stachys.albicaulis","Lamiales","Lamiaceae","Stachys",TRUE,1
"Stachys","Stachys.palustris","Lamiales","Lamiaceae","Stachys",TRUE,1
"Stachytapheta","Stachytapheta.jamaicencis",NA,NA,NA,TRUE,1
"Stachytarpheta","Stachytarpheta.jamaicensis","Lamiales","Verbenaceae","Stachytarpheta",TRUE,1
"Stachyurus","Stachyurus.praecox","Crossosomatales","Stachyuraceae","Stachyurus",TRUE,1
"Stackhousia","Stackhousia.pulvinaris","Celastrales","Celastraceae","Stackhousia",TRUE,1
"Stanleya","Stanleya.pinnatifida","Brassicales","Brassicaceae","Stanleya",TRUE,1
"Staphylea","Staphylea.trifolia","Crossosomatales","Staphyleaceae","Staphylea",TRUE,1
"Staphylea","Staphylea.bumalda","Crossosomatales","Staphyleaceae","Staphylea",TRUE,1
"Stauntonia","Stauntonia.hexaPhylla","Ranunculales","Lardizabalaceae","Stauntonia",TRUE,1
"Stauracanthus","Stauracanthus.genistoides","Fabales","Fabaceae","Stauracanthus",TRUE,1
"Stegolepsis","Stegolepsis.angustata",NA,NA,NA,TRUE,1
"Steironema","Steironema.quadriflorum",NA,NA,NA,TRUE,1
"Steironema","Steironema.lanceolatum",NA,NA,NA,TRUE,1
"Steironema","Steironema.ciliatum",NA,NA,NA,TRUE,1
"Stellaria","Stellaria.longipes","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.longipes","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.sp1.M.PL.014","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.sp1.M.PL.014","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.pubera","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.pubera","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.media","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.media","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.palustris","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.palustris","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.graminea","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.graminea","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.uchiyamana","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.uchiyamana","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.alsine","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.alsine","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.longifolia","Caryophyllales","Caryophyllaceae","Stellaria",TRUE,2
"Stellaria","Stellaria.longifolia","Saxifragales","Haloragaceae","Stellaria",TRUE,2
"Stenactis","Stenactis.annuus",NA,NA,NA,TRUE,1
"Stenanthium","Stenanthium.angustifolium","Liliales","Melanthiaceae","Stenanthium",TRUE,1
"Stenodraba","Stenodraba.stenophylla","Brassicales","Brassicaceae","Stenodraba",TRUE,1
"Stephanandra","Stephanandra.incisa",NA,NA,NA,TRUE,1
"Sternbergia","Sternbergia.lutea","Asparagales","Amaryllidaceae","Sternbergia",TRUE,1
"Stevia","Stevia.satureiifolia","Asterales","Asteraceae","Stevia",TRUE,1
"Stewartia","Stewartia.monadelpha","Ericales","Theaceae","Stewartia",TRUE,1
"Stigmaphyllon","Stigmaphyllon.paralias","Malpighiales","Malpighiaceae","Stigmaphyllon",TRUE,1
"Stigmaphyllon","Stigmaphyllon.diversifolium","Malpighiales","Malpighiaceae","Stigmaphyllon",TRUE,1
"Stigmaphyllon","Stigmaphyllon.auriculatum","Malpighiales","Malpighiaceae","Stigmaphyllon",TRUE,1
"Stigmaphyllon","Stigmaphyllon.ciliatum","Malpighiales","Malpighiaceae","Stigmaphyllon",TRUE,1
