"","esp","ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","Aceptado","sp.armonizado","genero.x","genero.y","orden","familia"
"7328","Prosopis elliptica","M_005",NA,NA,NA,"Pentstemon","Pentstemon.glaucus",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7329","Prosopis elliptica","M_005",NA,NA,NA,"Pentstemon","Pentstemon.glaber",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7330","Prosopis elliptica","M_005","Rosales","Rosaceae","Rubus","Rubus","Rubus.deliciosus",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7331","Prosopis elliptica","M_005",NA,NA,NA,"Dasyphora","Dasyphora.fruticosa",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7332","Prosopis elliptica","M_005","Asterales","Asteraceae","Erigeron","Erigeron","Erigeron.macranthus",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7333","Prosopis elliptica","M_005","Gentianales","Apocynaceae","Apocynum","Apocynum","Apocynum.androsaemifolium",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7334","Prosopis elliptica","M_005","Geraniales","Geraniaceae","Geranium","Geranium","Geranium.richardsoni",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7335","Prosopis elliptica","M_005",NA,NA,NA,"Pentstemon","Pentstemon.gracilis",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7336","Prosopis elliptica","M_005",NA,NA,NA,"Chamaenerium","Chamaenerium.angustifolium",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7337","Prosopis elliptica","M_005","Rosales","Rosaceae","Rosa","Rosa","Rosa.acicularis",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7338","Prosopis elliptica","M_005","Lamiales","Plantaginaceae","Penstemon","Penstemon","Penstemon.secundiflorus",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7339","Prosopis elliptica","M_005","Lamiales","Lamiaceae","Monarda","Monarda","Monarda.fistulosa",1,"Prosopis.elliptica",NA,"Prosopis elliptica","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7340","Prosopis episcopalis","M_005","Rosales","Rosaceae","Rubus","Rubus","Rubus.strigosus",1,"Prosopis.episcopalis",NA,"Prosopis episcopalis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7341","Prosopis episcopalis","M_005","Gentianales","Rubiaceae","Galium","Galium","Galium.boreale",1,"Prosopis.episcopalis",NA,"Prosopis episcopalis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7342","Prosopis episcopalis","M_005",NA,NA,NA,"Pentstemon","Pentstemon.glaber",1,"Prosopis.episcopalis",NA,"Prosopis episcopalis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7343","Prosopis eulophi","M_062","Apiales","Apiaceae","Heracleum","Heracleum","Heracleum.lanatum",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7344","Prosopis eulophi","M_062","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.purpurascens",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7345","Prosopis eulophi","M_062","Malpighiales","Violaceae","Viola","Viola","Viola.sagittata",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7346","Prosopis eulophi","M_062","Rosales","Rosaceae","Fragaria","Fragaria","Fragaria.virginiana.illinoensis",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7347","Prosopis eulophi","M_062",NA,NA,NA,NA,"Lobelia.siphilitica",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7348","Prosopis eulophi","M_062","Asterales","Asteraceae","Aster","Aster","Aster.lateriflorus",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7349","Prosopis eulophi","M_062",NA,NA,NA,"Ascerates","Ascerates.floridana",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7350","Prosopis eulophi","M_062","Liliales","Liliaceae","Erythronium","Erythronium","Erythronium.albidum",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7351","Prosopis eulophi","M_062","Geraniales","Geraniaceae","Geranium","Geranium","Geranium.carolinianum",1,"Prosopis.eulophi",NA,"Prosopis eulophi","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7352","Prosopis illinoensis","M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Prosopis.illinoensis",NA,"Prosopis illinoensis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7353","Prosopis illinoensis","M_062",NA,NA,NA,NA,"Taraxacum.officinale",1,"Prosopis.illinoensis",NA,"Prosopis illinoensis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7354","Prosopis nelumbonis","M_062","Ranunculales","Ranunculaceae","Anemonella","Anemonella","Anemonella.thalictroides",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7355","Prosopis nelumbonis","M_062","Asterales","Asteraceae","Ambrosia","Ambrosia","Ambrosia.trifida",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7356","Prosopis nelumbonis","M_062","Fabales","Fabaceae","Cassia","Cassia","Cassia.chamaecrista",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7357","Prosopis nelumbonis","M_062","Lamiales","Lamiaceae","Agastache","Agastache","Agastache.nepetoides",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7358","Prosopis nelumbonis","M_062","Gentianales","Rubiaceae","Galium","Galium","Galium.trifidum",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7359","Prosopis nelumbonis","M_062",NA,NA,NA,NA,"Dicentra.cucullaria",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7360","Prosopis nelumbonis","M_062","Apiales","Apiaceae","Cryptotaenia","Cryptotaenia","Cryptotaenia.canadensis",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7361","Prosopis nelumbonis","M_062","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.syriaca",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7362","Prosopis nelumbonis","M_062","Solanales","Solanaceae","Datura","Datura","Datura.tatula",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7363","Prosopis nelumbonis","M_062",NA,NA,NA,NA,"Sida.spinosa",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7364","Prosopis nelumbonis","M_062","Malpighiales","Salicaceae","Salix","Salix","Salix.cordata",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7365","Prosopis nelumbonis","M_062","Apiales","Apiaceae","Osmorrhiza","Osmorrhiza","Osmorrhiza.longistylis",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7366","Prosopis nelumbonis","M_062","Asterales","Asteraceae","Eupatorium","Eupatorium","Eupatorium.coelestinum",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7367","Prosopis nelumbonis","M_062","Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum","Pycnanthemum.pilosum",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7368","Prosopis nelumbonis","M_062",NA,NA,NA,"Ilysanthes","Ilysanthes.dubia",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7369","Prosopis nelumbonis","M_062","Sapindales","Sapindaceae","Aesculus","Aesculus","Aesculus.glabra",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7370","Prosopis nelumbonis","M_062","Fabales","Fabaceae","Desmodium","Desmodium","Desmodium.marilandicum",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7371","Prosopis nelumbonis","M_062","Ericales","Primulaceae","Samolus","Samolus","Samolus.floribundus",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7372","Prosopis nelumbonis","M_062","Cucurbitales","Cucurbitaceae","Cucurbita","Cucurbita","Cucurbita.melopepo",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7373","Prosopis nelumbonis","M_062","Asterales","Asteraceae","Solidago","Solidago","Solidago.missouriensis",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7374","Prosopis nelumbonis","M_062","Ranunculales","Ranunculaceae","Clematis","Clematis","Clematis.virginiana",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7375","Prosopis nelumbonis","M_062","Rosales","Rosaceae","Crataegus","Crataegus","Crataegus.mollis",1,"Prosopis.nelumbonis",NA,"Prosopis nelumbonis","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7376","Prosopis pygmaea","M_062","Poales","Poaceae","Zea","Zea","Zea.mays",1,"Prosopis.pygmaea",NA,"Prosopis pygmaea","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7377","Prosopis pygmaea","M_062","Malpighiales","Violaceae","Viola","Viola","Viola.cucullata",1,"Prosopis.pygmaea",NA,"Prosopis pygmaea","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7378","Prosopis pygmaea","M_062","Malpighiales","Violaceae","Viola","Viola","Viola.pedatifida",1,"Prosopis.pygmaea",NA,"Prosopis pygmaea","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7379","Prosopis pygmaea","M_062","Malpighiales","Violaceae","Viola","Viola","Viola.pedata",1,"Prosopis.pygmaea",NA,"Prosopis pygmaea","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7380","Prosopis saniculae","M_062",NA,NA,NA,NA,"Geum.canadense",1,"Prosopis.saniculae",NA,"Prosopis saniculae","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7381","Prosopis saniculae","M_062",NA,NA,NA,NA,"Geum.vernum",1,"Prosopis.saniculae",NA,"Prosopis saniculae","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7382","Prosopis sp1 M PL 005","M_005","Asterales","Asteraceae","Solidago","Solidago","Solidago.missouriensis",1,"Prosopis.sp1.M.PL.005",NA,"Prosopis sp1 M PL 005","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7383","Prosopis thaspii","M_062","Malpighiales","Salicaceae","Populus","Populus","Populus.tremuloides",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7384","Prosopis thaspii","M_062","Malvales","Malvaceae","Malva","Malva","Malva.rotundifolia",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7385","Prosopis thaspii","M_062","Asterales","Asteraceae","Solidago","Solidago","Solidago.ulmifolia",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7386","Prosopis thaspii","M_062","Apiales","Apiaceae","Polytaenia","Polytaenia","Polytaenia.nuttallii",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7387","Prosopis thaspii","M_062","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.verticillata",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7388","Prosopis thaspii","M_062",NA,NA,NA,NA,"Polygonatum.commutatum",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7389","Prosopis thaspii","M_062","Solanales","Solanaceae","Physalis","Physalis","Physalis.subglabrata",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7390","Prosopis thaspii","M_062","Lamiales","Lamiaceae","Prunella","Prunella","Prunella.vulgaris",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7391","Prosopis thaspii","M_062","Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum","Pycnanthemum.flexuosum",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7392","Prosopis thaspii","M_062","Rosales","Rosaceae","Potentilla","Potentilla","Potentilla.monspeliensis.norvegica",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7393","Prosopis thaspii","M_062","Asterales","Asteraceae","Aster","Aster","Aster.anomalus",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7394","Prosopis thaspii","M_062","Asparagales","Orchidaceae","Spiranthes","Spiranthes","Spiranthes.gracilis",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7395","Prosopis thaspii","M_062","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea","Nymphaea.advena",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7396","Prosopis thaspii","M_062","Sapindales","Rutaceae","Ptelea","Ptelea","Ptelea.trifoliata",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7397","Prosopis thaspii","M_062","Fabales","Fabaceae","Melilotus","Melilotus","Melilotus.alba",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7398","Prosopis thaspii","M_062","Ericales","Polemoniaceae","Phlox","Phlox","Phlox.glaberrima",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7399","Prosopis thaspii","M_062",NA,NA,NA,NA,"Asparagus.officinalis",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7400","Prosopis thaspii","M_062","Lamiales","Verbenaceae","Verbena","Verbena","Verbena.hastata",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7401","Prosopis thaspii","M_062","Myrtales","Onagraceae","Oenothera","Oenothera","Oenothera.fruticosa",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7402","Prosopis thaspii","M_062","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.syriaca",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7403","Prosopis thaspii","M_062","Lamiales","Verbenaceae","Lippia","Lippia","Lippia.lanceolata",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7404","Prosopis thaspii","M_062","Rosales","Ulmaceae","Ulmus","Ulmus","Ulmus.fulva",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7405","Prosopis thaspii","M_062",NA,NA,NA,"Asiminia","Asiminia.triloba",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7406","Prosopis thaspii","M_062","Rosales","Rosaceae","Pyrus","Pyrus","Pyrus.coronaria",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7407","Prosopis thaspii","M_062","Asterales","Asteraceae","Solidago","Solidago","Solidago.canadensis",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7408","Prosopis thaspii","M_062","Cornales","Hydrangeaceae","Philadelphus","Philadelphus","Philadelphus.grandiflorus",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7409","Prosopis thaspii","M_062","Apiales","Apiaceae","Taenidia","Taenidia","Taenidia.integerrima",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7410","Prosopis thaspii","M_062","Asterales","Asteraceae","Krigia","Krigia","Krigia.amplexicaulis",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7411","Prosopis thaspii","M_062","Malvales","Malvaceae","Hibiscus","Hibiscus","Hibiscus.militaris",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7412","Prosopis thaspii","M_062","Gentianales","Rubiaceae","Houstonia","Houstonia","Houstonia.purpurea.calycosa",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7413","Prosopis thaspii","M_062","Ranunculales","Ranunculaceae","Myosurus","Myosurus","Myosurus.minimus",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7414","Prosopis thaspii","M_062",NA,NA,NA,NA,"Ipomoea.hederacea",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7415","Prosopis thaspii","M_062","Lamiales","Lamiaceae","Nepeta","Nepeta","Nepeta.hederacea",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7416","Prosopis thaspii","M_062","Caryophyllales","Polygonaceae","Polygonum","Polygonum","Polygonum.amphibium",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7417","Prosopis thaspii","M_062","Lamiales","Acanthaceae","Ruellia","Ruellia","Ruellia.ciliosa",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7418","Prosopis thaspii","M_062","Rosales","Rosaceae","Prunus","Prunus","Prunus.serotina",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7419","Prosopis thaspii","M_062","Brassicales","Brassicaceae","Sisymbrium","Sisymbrium","Sisymbrium.canescens",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7420","Prosopis thaspii","M_062","Asterales","Asteraceae","Prenanthes","Prenanthes","Prenanthes.aspera",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7421","Prosopis thaspii","M_062","Lamiales","Lamiaceae","Nepeta","Nepeta","Nepeta.cataria",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7422","Prosopis thaspii","M_062","Saxifragales","Saxifragaceae","Heuchera","Heuchera","Heuchera.hispida",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7423","Prosopis thaspii","M_062","Ericales","Polemoniaceae","Phlox","Phlox","Phlox.pilosa",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7424","Prosopis thaspii","M_062","Asparagales","Iridaceae","Iris","Iris","Iris.hexagona",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7425","Prosopis thaspii","M_062","Asterales","Asteraceae","Rudbeckia","Rudbeckia","Rudbeckia.hirta",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7426","Prosopis thaspii","M_062","Proteales","Nelumbonaceae","Nelumbo","Nelumbo","Nelumbo.lutea",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7427","Prosopis thaspii","M_062","Lamiales","Lamiaceae","Mentha","Mentha","Mentha.arvensis",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7428","Prosopis thaspii","M_062",NA,NA,NA,"Lepachys","Lepachys.pinnata",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7429","Prosopis thaspii","M_062","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.tuberosa",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7430","Prosopis thaspii","M_062","Lamiales","Lamiaceae","Monarda","Monarda","Monarda.bradburiana",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7431","Prosopis thaspii","M_062","Caryophyllales","Portulacaceae","Portulaca","Portulaca","Portulaca.oleracea",1,"Prosopis.thaspii",NA,"Prosopis thaspii","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7432","Prosopis tridentula","M_005","Geraniales","Geraniaceae","Geranium","Geranium","Geranium.caespitosum",1,"Prosopis.tridentula",NA,"Prosopis tridentula","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7433","Prosopis varifrons","M_005","Geraniales","Geraniaceae","Geranium","Geranium","Geranium.richardsoni",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7434","Prosopis varifrons","M_005","Rosales","Rosaceae","Opulaster","Opulaster","Opulaster.opulifolius",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7435","Prosopis varifrons","M_005","Geraniales","Geraniaceae","Geranium","Geranium","Geranium.caespitosum",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7436","Prosopis varifrons","M_005","Lamiales","Plantaginaceae","Penstemon","Penstemon","Penstemon.unilateralis",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7437","Prosopis varifrons","M_005","Gentianales","Apocynaceae","Apocynum","Apocynum","Apocynum.androsaemifolium",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7438","Prosopis varifrons","M_005","Rosales","Rosaceae","Rubus","Rubus","Rubus.strigosus",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7439","Prosopis varifrons","M_005","Rosales","Rosaceae","Rosa","Rosa","Rosa.acicularis",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7440","Prosopis varifrons","M_005",NA,NA,NA,"Pentstemon","Pentstemon.gracilis",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7441","Prosopis varifrons","M_005",NA,NA,NA,"Pentstemon","Pentstemon.glaber",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7442","Prosopis varifrons","M_005","Rosales","Rosaceae","Holodiscus","Holodiscus","Holodiscus.dumosus",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7443","Prosopis varifrons","M_005","Rosales","Rosaceae","Rubus","Rubus","Rubus.deliciosus",1,"Prosopis.varifrons",NA,"Prosopis varifrons","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7444","Prosopis wootoni","M_005","Rosales","Rosaceae","Rosa","Rosa","Rosa.acicularis",1,"Prosopis.wootoni",NA,"Prosopis wootoni","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7445","Prosopis wootoni","M_005","Geraniales","Geraniaceae","Geranium","Geranium","Geranium.caespitosum",1,"Prosopis.wootoni",NA,"Prosopis wootoni","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7446","Prosopis wootoni","M_005",NA,NA,NA,"Pentstemon","Pentstemon.glaber",1,"Prosopis.wootoni",NA,"Prosopis wootoni","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7447","Prosopis wootoni","M_005","Rosales","Rosaceae","Rubus","Rubus","Rubus.deliciosus",1,"Prosopis.wootoni",NA,"Prosopis wootoni","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7448","Prosopis ziziae","M_062","Dipsacales","Caprifoliaceae","Lonicera","Lonicera","Lonicera.sullivantii",1,"Prosopis.ziziae",NA,"Prosopis ziziae","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7449","Prosopis ziziae","M_062","Asterales","Asteraceae","Erigeron","Erigeron","Erigeron.ramosus",1,"Prosopis.ziziae",NA,"Prosopis ziziae","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7450","Prosopis ziziae","M_062","Rosales","Rosaceae","Amelanchier","Amelanchier","Amelanchier.canadensis",1,"Prosopis.ziziae",NA,"Prosopis ziziae","Prosopis","Prosopis","Hymenoptera","Colletidae"
"7451","Protosmia tauricola","M_015","Asterales","Asteraceae","Centaurea","Centaurea","Centaurea.orphanidea",1,"Protosmia.tauricola",NA,"Protosmia tauricola","Protosmia","Protosmia","Hymenoptera","Megachilidae"
"7452","Psaenythia rufipes","M_023","Asterales","Asteraceae","Hysterionica","Hysterionica","Hysterionica.jasionoides",1,"Psaenythia.rufipes",NA,"Psaenythia rufipes","Psaenythia","Psaenythia","Hymenoptera","Andrenidae"
"7453","Psaenythia rufipes","M_023","Asterales","Asteraceae","Grindelia","Grindelia","Grindelia.chiloensis",1,"Psaenythia.rufipes",NA,"Psaenythia rufipes","Psaenythia","Psaenythia","Hymenoptera","Andrenidae"
"7454","Psaenythia rufipes","M_023","Caryophyllales","Cactaceae","Pyrrhocactus","Pyrrhocactus","Pyrrhocactus.strausianum",1,"Psaenythia.rufipes",NA,"Psaenythia rufipes","Psaenythia","Psaenythia","Hymenoptera","Andrenidae"
