"","esp","ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","Aceptado","sp.armonizado","genero.x","genero.y","orden","familia"
"445","Andrena flavipes","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.tenthredinifera",1,"Andrena.flavipes",NA,"Andrena flavipes","Andrena","Andrena","Hymenoptera","Andrenidae"
"446","Andrena flavipes","M_015","Asparagales","Iridaceae","Crocus","Crocus","Crocus.cancellatus",1,"Andrena.flavipes",NA,"Andrena flavipes","Andrena","Andrena","Hymenoptera","Andrenidae"
"447","Andrena flavipes","M_015","Brassicales","Resedaceae","Reseda","Reseda","Reseda.alba",1,"Andrena.flavipes",NA,"Andrena flavipes","Andrena","Andrena","Hymenoptera","Andrenidae"
"448","Andrena flavipes","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.lutea",1,"Andrena.flavipes",NA,"Andrena flavipes","Andrena","Andrena","Hymenoptera","Andrenidae"
"449","Andrena flavipes","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.sphegodes",1,"Andrena.flavipes",NA,"Andrena flavipes","Andrena","Andrena","Hymenoptera","Andrenidae"
"450","Andrena flavipes","M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Andrena.flavipes",NA,"Andrena flavipes","Andrena","Andrena","Hymenoptera","Andrenidae"
"451","Andrena flavipes","M_015",NA,NA,NA,NA,"Cistus.salvifolius",1,"Andrena.flavipes",NA,"Andrena flavipes","Andrena","Andrena","Hymenoptera","Andrenidae"
"452","Andrena forbesii","M_032",NA,NA,NA,NA,"Claytonia.virginica",1,"Andrena.forbesii",NA,"Andrena forbesii","Andrena","Andrena","Hymenoptera","Andrenidae"
"453","Andrena forbesii","M_032","Ranunculales","Ranunculaceae","Isopyrum","Isopyrum","Isopyrum.biternatum",1,"Andrena.forbesii",NA,"Andrena forbesii","Andrena","Andrena","Hymenoptera","Andrenidae"
"454","Andrena forbesii","M_032","Liliales","Liliaceae","Erythronium","Erythronium","Erythronium.albidum",1,"Andrena.forbesii",NA,"Andrena forbesii","Andrena","Andrena","Hymenoptera","Andrenidae"
"455","Andrena fulva","M_047","Ericales","Ericaceae","Vaccinium","Vaccinium","Vaccinium.myrtillus",1,"Andrena.fulva",NA,"Andrena fulva","Andrena","Andrena","Hymenoptera","Andrenidae"
"456","Andrena fulva","M_047","Malpighiales","Salicaceae","Salix","Salix","Salix.repens",1,"Andrena.fulva",NA,"Andrena fulva","Andrena","Andrena","Hymenoptera","Andrenidae"
"457","Andrena fulva","M_047","Ericales","Ericaceae","Vaccinium","Vaccinium","Vaccinium.uliginosum",1,"Andrena.fulva",NA,"Andrena fulva","Andrena","Andrena","Hymenoptera","Andrenidae"
"458","Andrena fulvitarsis","M_015",NA,NA,NA,"Chamomilla","Chamomilla.recutita",1,"Andrena.fulvitarsis",NA,"Andrena fulvitarsis","Andrena","Andrena","Hymenoptera","Andrenidae"
"459","Andrena fuscipes","M_047","Ericales","Ericaceae","Calluna","Calluna","Calluna.vulgaris",1,"Andrena.fuscipes",NA,"Andrena fuscipes","Andrena","Andrena","Hymenoptera","Andrenidae"
"460","Andrena gallinula","M_015","Brassicales","Brassicaceae","Sisymbrium","Sisymbrium","Sisymbrium.orientale",1,"Andrena.gallinula",NA,"Andrena gallinula","Andrena","Andrena","Hymenoptera","Andrenidae"
"461","Andrena gardineri","M_005","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.drummondi",1,"Andrena.gardineri",NA,"Andrena gardineri","Andrena","Andrena","Hymenoptera","Andrenidae"
"462","Andrena geranii","M_062","Ranunculales","Ranunculaceae","Isopyrum","Isopyrum","Isopyrum.biternatum",1,"Andrena.geranii",NA,"Andrena geranii","Andrena","Andrena","Hymenoptera","Andrenidae"
"463","Andrena geranii","M_062",NA,NA,NA,"Ludvigia","Ludvigia.polycarpa",1,"Andrena.geranii",NA,"Andrena geranii","Andrena","Andrena","Hymenoptera","Andrenidae"
"464","Andrena geranii","M_062","Asparagales","Iridaceae","Iris","Iris","Iris.versicolor",1,"Andrena.geranii",NA,"Andrena geranii","Andrena","Andrena","Hymenoptera","Andrenidae"
"465","Andrena geranii","M_062","Dipsacales","Caprifoliaceae","Lonicera","Lonicera","Lonicera.sullivantii",1,"Andrena.geranii",NA,"Andrena geranii","Andrena","Andrena","Hymenoptera","Andrenidae"
"466","Andrena geranii","M_062",NA,NA,NA,"Ludvigia","Ludvigia.alternifolia",1,"Andrena.geranii",NA,"Andrena geranii","Andrena","Andrena","Hymenoptera","Andrenidae"
"467","Andrena grossella","M_015","Asparagales","Amaryllidaceae","Sternbergia","Sternbergia","Sternbergia.lutea",1,"Andrena.grossella",NA,"Andrena grossella","Andrena","Andrena","Hymenoptera","Andrenidae"
"468","Andrena grossella","M_015","Asparagales","Iridaceae","Crocus","Crocus","Crocus.laevigatus",1,"Andrena.grossella",NA,"Andrena grossella","Andrena","Andrena","Hymenoptera","Andrenidae"
"469","Andrena grossella","M_015","Asparagales","Iridaceae","Crocus","Crocus","Crocus.cancellatus",1,"Andrena.grossella",NA,"Andrena grossella","Andrena","Andrena","Hymenoptera","Andrenidae"
"470","Andrena haemorrhoa","M_047","Ericales","Ericaceae","Vaccinium","Vaccinium","Vaccinium.vitis-idaea",1,"Andrena.haemorrhoa",NA,"Andrena haemorrhoa","Andrena","Andrena","Hymenoptera","Andrenidae"
"471","Andrena haemorrhoa","M_047","Malpighiales","Salicaceae","Salix","Salix","Salix.repens",1,"Andrena.haemorrhoa",NA,"Andrena haemorrhoa","Andrena","Andrena","Hymenoptera","Andrenidae"
"472","Andrena haemorrhoa","M_047","Ericales","Ericaceae","Vaccinium","Vaccinium","Vaccinium.myrtillus",1,"Andrena.haemorrhoa",NA,"Andrena haemorrhoa","Andrena","Andrena","Hymenoptera","Andrenidae"
"473","Andrena haemorrhoa","M_006","Asterales","Asteraceae","Hypochoeris","Hypochoeris","Hypochoeris.radicata",1,"Andrena.haemorrhoa",NA,"Andrena haemorrhoa","Andrena","Andrena","Hymenoptera","Andrenidae"
"474","Andrena haemorrhoa","M_047","Malpighiales","Salicaceae","Salix","Salix","Salix.aurita",1,"Andrena.haemorrhoa",NA,"Andrena haemorrhoa","Andrena","Andrena","Hymenoptera","Andrenidae"
"475","Andrena haemorrhoa","M_006","Fabales","Fabaceae","Trifolium","Trifolium","Trifolium.dubium",1,"Andrena.haemorrhoa",NA,"Andrena haemorrhoa","Andrena","Andrena","Hymenoptera","Andrenidae"
"476","Andrena haemorrhoa","M_006","Asterales","Asteraceae","Leucanthemum","Leucanthemum","Leucanthemum.vulgare",2,"Andrena.haemorrhoa",NA,"Andrena haemorrhoa","Andrena","Andrena","Hymenoptera","Andrenidae"
"477","Andrena haemorrhoa","M_047",NA,NA,NA,"Scorzonea","Scorzonea.humilis",1,"Andrena.haemorrhoa",NA,"Andrena haemorrhoa","Andrena","Andrena","Hymenoptera","Andrenidae"
"478","Andrena haemorrhoa japonibia","M_021",NA,NA,NA,NA,"Weigela.hortensis",1,"Andrena.haemorrhoa.japonibia",NA,"Andrena haemorrhoa japonibia","Andrena","Andrena","Hymenoptera","Andrenidae"
"479","Andrena halictoides","M_057",NA,NA,NA,NA,"Weigela.hortensis",3,"Andrena.halictoides",NA,"Andrena halictoides","Andrena","Andrena","Hymenoptera","Andrenidae"
"480","Andrena halictoides","M_053",NA,NA,NA,NA,"Weigela.japonica",1,"Andrena.halictoides",NA,"Andrena halictoides","Andrena","Andrena","Hymenoptera","Andrenidae"
"481","Andrena halictoides","M_057","Rosales","Rosaceae","Rubus","Rubus","Rubus.crataegifolius",2,"Andrena.halictoides",NA,"Andrena halictoides","Andrena","Andrena","Hymenoptera","Andrenidae"
"482","Andrena halictoides","M_021",NA,NA,NA,NA,"Weigela.hortensis",1,"Andrena.halictoides",NA,"Andrena halictoides","Andrena","Andrena","Hymenoptera","Andrenidae"
"483","Andrena halictoides","M_057","Dipsacales","Caprifoliaceae","Lonicera","Lonicera","Lonicera.gracilipes",1,"Andrena.halictoides",NA,"Andrena halictoides","Andrena","Andrena","Hymenoptera","Andrenidae"
"484","Andrena halictoides","M_057","Crossosomatales","Staphyleaceae","Staphylea","Staphylea","Staphylea.bumalda",1,"Andrena.halictoides",NA,"Andrena halictoides","Andrena","Andrena","Hymenoptera","Andrenidae"
"485","Andrena hattorfiana","M_015","Lamiales","Lamiaceae","Salvia","Salvia","Salvia.verbenaca",1,"Andrena.hattorfiana",NA,"Andrena hattorfiana","Andrena","Andrena","Hymenoptera","Andrenidae"
"486","Andrena hebes","M_057","Rosales","Rosaceae","Rubus","Rubus","Rubus.palmatus",2,"Andrena.hebes",NA,"Andrena hebes","Andrena","Andrena","Hymenoptera","Andrenidae"
"487","Andrena hebes","M_057","Boraginales","Boraginaceae","Omphalodes","Omphalodes","Omphalodes.japonica",5,"Andrena.hebes",NA,"Andrena hebes","Andrena","Andrena","Hymenoptera","Andrenidae"
"488","Andrena hesperia","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.lutea",1,"Andrena.hesperia",NA,"Andrena hesperia","Andrena","Andrena","Hymenoptera","Andrenidae"
"489","Andrena hesperia","M_015","Asterales","Asteraceae","Calendula","Calendula","Calendula.arvensis",1,"Andrena.hesperia",NA,"Andrena hesperia","Andrena","Andrena","Hymenoptera","Andrenidae"
"490","Andrena hesperia","M_015","Geraniales","Geraniaceae","Geranium","Geranium","Geranium.rotundifolium",1,"Andrena.hesperia",NA,"Andrena hesperia","Andrena","Andrena","Hymenoptera","Andrenidae"
"491","Andrena hesperia","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.tenthredinifera",1,"Andrena.hesperia",NA,"Andrena hesperia","Andrena","Andrena","Hymenoptera","Andrenidae"
"492","Andrena hesperia","M_015","Geraniales","Geraniaceae","Erodium","Erodium","Erodium.malacoides",1,"Andrena.hesperia",NA,"Andrena hesperia","Andrena","Andrena","Hymenoptera","Andrenidae"
"493","Andrena hesperia","M_015","Asterales","Asteraceae","Scorzonera","Scorzonera","Scorzonera.cana",1,"Andrena.hesperia",NA,"Andrena hesperia","Andrena","Andrena","Hymenoptera","Andrenidae"
"494","Andrena hesperia","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.sphegodes",1,"Andrena.hesperia",NA,"Andrena hesperia","Andrena","Andrena","Hymenoptera","Andrenidae"
"495","Andrena hikosana","M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.hirta",1,"Andrena.hikosana",NA,"Andrena hikosana","Andrena","Andrena","Hymenoptera","Andrenidae"
"496","Andrena hikosana","M_021","Cornales","Hydrangeaceae","Deutzia","Deutzia","Deutzia.crenata",1,"Andrena.hikosana",NA,"Andrena hikosana","Andrena","Andrena","Hymenoptera","Andrenidae"
"497","Andrena hikosana","M_057","Rosales","Rosaceae","Kerria","Kerria","Kerria.japonica",1,"Andrena.hikosana",NA,"Andrena hikosana","Andrena","Andrena","Hymenoptera","Andrenidae"
"498","Andrena hikosana","M_053","Cornales","Hydrangeaceae","Deutzia","Deutzia","Deutzia.crenata",1,"Andrena.hikosana",NA,"Andrena hikosana","Andrena","Andrena","Hymenoptera","Andrenidae"
"499","Andrena hikosana","M_021","Apiales","Apiaceae","Anthriscus","Anthriscus","Anthriscus.aemula",1,"Andrena.hikosana",NA,"Andrena hikosana","Andrena","Andrena","Hymenoptera","Andrenidae"
"500","Andrena hikosana","M_021","Dipsacales","Viburnaceae","Viburnum","Viburnum","Viburnum.plicatum",1,"Andrena.hikosana",NA,"Andrena hikosana","Andrena","Andrena","Hymenoptera","Andrenidae"
"501","Andrena hikosana","M_021","Celastrales","Celastraceae","Euonymus","Euonymus","Euonymus.alatus",1,"Andrena.hikosana",NA,"Andrena hikosana","Andrena","Andrena","Hymenoptera","Andrenidae"
"502","Andrena hikosana","M_021","Ericales","Symplocaceae","Symplocos","Symplocos","Symplocos.chinensis",1,"Andrena.hikosana",NA,"Andrena hikosana","Andrena","Andrena","Hymenoptera","Andrenidae"
"503","Andrena hilaris","M_073","Apiales","Apiaceae","Conium","Conium","Conium.maculatum",1,"Andrena.hilaris",NA,"Andrena hilaris","Andrena","Andrena","Hymenoptera","Andrenidae"
"504","Andrena hirashimai","M_044","Oxalidales","Elaeocarpaceae","Elaeocarpus","Elaeocarpus","Elaeocarpus.japonicus",2,"Andrena.hirashimai",NA,"Andrena hirashimai","Andrena","Andrena","Hymenoptera","Andrenidae"
"505","Andrena hispania","M_016","Lamiales","Lamiaceae","Thymus","Thymus","Thymus.mastichina",1,"Andrena.hispania",NA,"Andrena hispania","Andrena","Andrena","Hymenoptera","Andrenidae"
"506","Andrena hispania","M_016",NA,NA,NA,"Rosmarinus","Rosmarinus.officinalis",1,"Andrena.hispania",NA,"Andrena hispania","Andrena","Andrena","Hymenoptera","Andrenidae"
"507","Andrena hispania","M_016","Caryophyllales","Plumbaginaceae","Armeria","Armeria","Armeria.velutina",1,"Andrena.hispania",NA,"Andrena hispania","Andrena","Andrena","Hymenoptera","Andrenidae"
"508","Andrena hispania","M_016","Rosales","Rosaceae","Rubus","Rubus","Rubus.ulmifolius",1,"Andrena.hispania",NA,"Andrena hispania","Andrena","Andrena","Hymenoptera","Andrenidae"
"509","Andrena humilis","M_015","Asterales","Asteraceae","Calendula","Calendula","Calendula.arvensis",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"510","Andrena humilis","M_015","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus","Ranunculus.spruneranus",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"511","Andrena humilis","M_015","Asterales","Asteraceae","Tragopogon","Tragopogon","Tragopogon.porrifolius",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"512","Andrena humilis","M_015","Asterales","Asteraceae","Scorzonera","Scorzonera","Scorzonera.lanata",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"513","Andrena humilis","M_015",NA,NA,NA,NA,"Cistus.salvifolius",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"514","Andrena humilis","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.lutea",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"515","Andrena humilis","M_015","Geraniales","Geraniaceae","Geranium","Geranium","Geranium.rotundifolium",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"516","Andrena humilis","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.tenthredinifera",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"517","Andrena humilis","M_015",NA,NA,NA,NA,"Allium.neapolitanum",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"518","Andrena humilis","M_015","Brassicales","Brassicaceae","Hirschfeldia","Hirschfeldia","Hirschfeldia.incana",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"519","Andrena humilis","M_015","Brassicales","Brassicaceae","Capsella","Capsella","Capsella.bursa-pastoris",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"520","Andrena humilis","M_015","Asterales","Asteraceae","Hypochoeris","Hypochoeris","Hypochoeris.achyrophorus",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"521","Andrena humilis","M_015","Geraniales","Geraniaceae","Erodium","Erodium","Erodium.malacoides",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"522","Andrena humilis","M_015","Asterales","Asteraceae","Chrysanthemum","Chrysanthemum","Chrysanthemum.coronarium",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"523","Andrena humilis","M_015","Geraniales","Geraniaceae","Erodium","Erodium","Erodium.cicutarium",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"524","Andrena humilis","M_015","Asparagales","Orchidaceae","Ophrys","Ophrys","Ophrys.sphegodes",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"525","Andrena humilis","M_015",NA,NA,NA,"Chamomilla","Chamomilla.recutita",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"526","Andrena humilis","M_015",NA,NA,NA,NA,"Ornithogalum.exscapum",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"527","Andrena humilis","M_015","Asterales","Asteraceae","Scorzonera","Scorzonera","Scorzonera.cana",1,"Andrena.humilis",NA,"Andrena humilis","Andrena","Andrena","Hymenoptera","Andrenidae"
"528","Andrena hyemala","M_015","Apiales","Apiaceae","Scandix","Scandix","Scandix.australis",1,"Andrena.hyemala",NA,"Andrena hyemala","Andrena","Andrena","Hymenoptera","Andrenidae"
"529","Andrena illinoensis","M_062","Lamiales","Plantaginaceae","Plantago","Plantago","Plantago.major",1,"Andrena.illinoensis",NA,"Andrena illinoensis","Andrena","Andrena","Hymenoptera","Andrenidae"
"530","Andrena illinoensis","M_062","Lamiales","Verbenaceae","Verbena","Verbena","Verbena.stricta",1,"Andrena.illinoensis",NA,"Andrena illinoensis","Andrena","Andrena","Hymenoptera","Andrenidae"
"531","Andrena illinoensis","M_062","Lamiales","Lamiaceae","Physostegia","Physostegia","Physostegia.virginiana",1,"Andrena.illinoensis",NA,"Andrena illinoensis","Andrena","Andrena","Hymenoptera","Andrenidae"
"532","Andrena illinoensis","M_062","Malpighiales","Salicaceae","Populus","Populus","Populus.deltoides",1,"Andrena.illinoensis",NA,"Andrena illinoensis","Andrena","Andrena","Hymenoptera","Andrenidae"
"533","Andrena illinoensis","M_062","Malpighiales","Violaceae","Viola","Viola","Viola.sagittata",1,"Andrena.illinoensis",NA,"Andrena illinoensis","Andrena","Andrena","Hymenoptera","Andrenidae"
"534","Andrena illinoensis","M_062","Ericales","Primulaceae","Samolus","Samolus","Samolus.floribundus",1,"Andrena.illinoensis",NA,"Andrena illinoensis","Andrena","Andrena","Hymenoptera","Andrenidae"
"535","Andrena imatrix","M_025",NA,NA,NA,NA,"Claytonia.virginica",1,"Andrena.imatrix",NA,"Andrena imatrix","Andrena","Andrena","Hymenoptera","Andrenidae"
"536","Andrena imitatrix","M_005","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.drummondi",1,"Andrena.imitatrix",NA,"Andrena imitatrix","Andrena","Andrena","Hymenoptera","Andrenidae"
"537","Andrena imitatrix","M_073","Apiales","Apiaceae","Conium","Conium","Conium.maculatum",1,"Andrena.imitatrix",NA,"Andrena imitatrix","Andrena","Andrena","Hymenoptera","Andrenidae"
"538","Andrena impunctata","M_015","Brassicales","Brassicaceae","Capsella","Capsella","Capsella.bursa-pastoris",1,"Andrena.impunctata",NA,"Andrena impunctata","Andrena","Andrena","Hymenoptera","Andrenidae"
"539","Andrena irgeniae","M_032","Ranunculales","Ranunculaceae","Isopyrum","Isopyrum","Isopyrum.biternatum",1,"Andrena.irgeniae",NA,"Andrena irgeniae","Andrena","Andrena","Hymenoptera","Andrenidae"
"540","Andrena irgeniae","M_032",NA,NA,NA,NA,"Claytonia.virginica",1,"Andrena.irgeniae",NA,"Andrena irgeniae","Andrena","Andrena","Hymenoptera","Andrenidae"
"541","Andrena irgeniae","M_032","Liliales","Liliaceae","Erythronium","Erythronium","Erythronium.albidum",1,"Andrena.irgeniae",NA,"Andrena irgeniae","Andrena","Andrena","Hymenoptera","Andrenidae"
"542","Andrena irgeniae","M_032",NA,NA,NA,"Dentaria","Dentaria.laciniata",1,"Andrena.irgeniae",NA,"Andrena irgeniae","Andrena","Andrena","Hymenoptera","Andrenidae"
"543","Andrena ishiharai","M_021","Apiales","Apiaceae","Angelica","Angelica","Angelica.pubescens",1,"Andrena.ishiharai",NA,"Andrena ishiharai","Andrena","Andrena","Hymenoptera","Andrenidae"
"544","Andrena ishiharai","M_057","Rosales","Rosaceae","Rubus","Rubus","Rubus.crataegifolius",1,"Andrena.ishiharai",NA,"Andrena ishiharai","Andrena","Andrena","Hymenoptera","Andrenidae"
"545","Andrena japonica","M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",1,"Andrena.japonica",NA,"Andrena japonica","Andrena","Andrena","Hymenoptera","Andrenidae"
"546","Andrena japonica","M_054","Malpighiales","Phyllanthaceae","Securinega","Securinega","Securinega.suffruticosa",1,"Andrena.japonica",NA,"Andrena japonica","Andrena","Andrena","Hymenoptera","Andrenidae"
"547","Andrena japonicum","M_055",NA,NA,NA,NA,"Taraxacum.japonicum",1,"Andrena.japonicum",NA,"Andrena japonicum","Andrena","Andrena","Hymenoptera","Andrenidae"
"548","Andrena kaguya","M_057","Brassicales","Brassicaceae","Cardamine","Cardamine","Cardamine.tanakae",1,"Andrena.kaguya",NA,"Andrena kaguya","Andrena","Andrena","Hymenoptera","Andrenidae"
