"esp","ID","especie","sp.armonizado","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","Aceptado","Bases.de.datos"
"Unidentified sp456 M PL 057","M_057","Unidentified.sp456.M.PL.057","Unidentified sp456 M PL 057","Apiaceae","Angelica","Angelica polymorpha",1,NA,NA
"Unidentified sp457 M PL 057","M_057","Unidentified.sp457.M.PL.057","Unidentified sp457 M PL 057","Hydrangeaceae","Hydrangea","Hydrangea hirta",1,NA,NA
"Unidentified sp458 M PL 057","M_057","Unidentified.sp458.M.PL.057","Unidentified sp458 M PL 057","Rosaceae","Agrimonia","Agrimonia pilosa",1,NA,NA
"Unidentified sp459 M PL 057","M_057","Unidentified.sp459.M.PL.057","Unidentified sp459 M PL 057","Lauraceae","Lindera","Lindera obtusiloba",1,NA,NA
"Unidentified sp46 M PL 021","M_021","Unidentified.sp46.M.PL.021","Unidentified sp46 M PL 021","Caprifoliaceae","Weigela","Weigela hortensis",1,NA,NA
"Unidentified sp46 M PL 021","M_021","Unidentified.sp46.M.PL.021","Unidentified sp46 M PL 021",NA,NA,"Anthriscus aemula",1,NA,NA
"Unidentified sp46 M PL 034","M_034","Unidentified.sp46.M.PL.034","Unidentified sp46 M PL 034","Cunoniaceae","Caldcluvia","Caldcluvia paniculata",1,NA,NA
"Unidentified sp46 M PL 034","M_034","Unidentified.sp46.M.PL.034","Unidentified sp46 M PL 034","Myrtaceae","Tepualia","Tepualia stipularis",1,NA,NA
"Unidentified sp46 M PL 044","M_044","Unidentified.sp46.M.PL.044","Unidentified sp46 M PL 044","Fagaceae","Castanopsis","Castanopsis sieboldii",3,NA,NA
"Unidentified sp46 M PL 051","M_051","Unidentified.sp46.M.PL.051","Unidentified sp46 M PL 051","Anacardiaceae","Schinus","Schinus patagonica",1,NA,NA
"Unidentified sp46 M PL 053","M_053","Unidentified.sp46.M.PL.053","Unidentified sp46 M PL 053","Araceae","Arisaema","Arisaema japonicum",1,NA,NA
"Unidentified sp46 M PL 056","M_056","Unidentified.sp46.M.PL.056","Unidentified sp46 M PL 056","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp46 M PL 056","M_056","Unidentified.sp46.M.PL.056","Unidentified sp46 M PL 056","Asteraceae","Eupatorium","Eupatorium chinense",1,NA,NA
"Unidentified sp46 M PL 056","M_056","Unidentified.sp46.M.PL.056","Unidentified sp46 M PL 056","Caprifoliaceae","Scabiosa","Scabiosa japonica",2,NA,NA
"Unidentified sp46 M PL 056","M_056","Unidentified.sp46.M.PL.056","Unidentified sp46 M PL 056","Polemoniaceae","Polemonium","Polemonium caeruleum subsp. yezoense",1,NA,NA
"Unidentified sp46 M PL 056","M_056","Unidentified.sp46.M.PL.056","Unidentified sp46 M PL 056","Ranunculaceae","Ranunculus","Ranunculus japonicus",3,NA,NA
"Unidentified sp46 M PL 056","M_056","Unidentified.sp46.M.PL.056","Unidentified sp46 M PL 056","Ranunculaceae","Trollius","Trollius hondoensis",6,NA,NA
"Unidentified sp46 M PL 056","M_056","Unidentified.sp46.M.PL.056","Unidentified sp46 M PL 056",NA,NA,"Libanotis coreana",1,NA,NA
"Unidentified sp46 M PL 057","M_057","Unidentified.sp46.M.PL.057","Unidentified sp46 M PL 057","Caprifoliaceae","Weigela","Weigela hortensis",1,NA,NA
"Unidentified sp46 M PL 057","M_057","Unidentified.sp46.M.PL.057","Unidentified sp46 M PL 057","Hydrangeaceae","Hydrangea","Hydrangea hirta",1,NA,NA
"Unidentified sp46 M PL 057","M_057","Unidentified.sp46.M.PL.057","Unidentified sp46 M PL 057","Lauraceae","Lindera","Lindera obtusiloba",1,NA,NA
"Unidentified sp46 M PL 058","M_058","Unidentified.sp46.M.PL.058","Unidentified sp46 M PL 058","Cistaceae","Cistus","Cistus monspeliensis",2,NA,NA
"Unidentified sp46 M PL 058","M_058","Unidentified.sp46.M.PL.058","Unidentified sp46 M PL 058",NA,NA,"Thymelaea hirusta",4,NA,NA
"Unidentified sp460 M PL 057","M_057","Unidentified.sp460.M.PL.057","Unidentified sp460 M PL 057","Cyperaceae","Carex","Carex curvicollis",1,NA,NA
"Unidentified sp461 M PL 057","M_057","Unidentified.sp461.M.PL.057","Unidentified sp461 M PL 057","Rutaceae","Orixa","Orixa japonica",1,NA,NA
"Unidentified sp462 M PL 057","M_057","Unidentified.sp462.M.PL.057","Unidentified sp462 M PL 057","Boraginaceae","Nihon","Nihon japonicum",1,NA,NA
"Unidentified sp463 M PL 057","M_057","Unidentified.sp463.M.PL.057","Unidentified sp463 M PL 057","Polygonaceae","Reynoutria","Reynoutria japonica",1,NA,NA
"Unidentified sp464 M PL 057","M_057","Unidentified.sp464.M.PL.057","Unidentified sp464 M PL 057","Staphyleaceae","Staphylea","Staphylea bumalda",1,NA,NA
"Unidentified sp465 M PL 057","M_057","Unidentified.sp465.M.PL.057","Unidentified sp465 M PL 057","Papaveraceae","Corydalis","Corydalis pallida",1,NA,NA
"Unidentified sp466 M PL 057","M_057","Unidentified.sp466.M.PL.057","Unidentified sp466 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp467 M PL 057","M_057","Unidentified.sp467.M.PL.057","Unidentified sp467 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp468 M PL 057","M_057","Unidentified.sp468.M.PL.057","Unidentified sp468 M PL 057","Hydrangeaceae","Deutzia","Deutzia crenata",1,NA,NA
"Unidentified sp469 M PL 057","M_057","Unidentified.sp469.M.PL.057","Unidentified sp469 M PL 057","Rutaceae","Orixa","Orixa japonica",1,NA,NA
"Unidentified sp47 M PL 021","M_021","Unidentified.sp47.M.PL.021","Unidentified sp47 M PL 021",NA,NA,"Anthriscus aemula",1,NA,NA
"Unidentified sp47 M PL 021","M_021","Unidentified.sp47.M.PL.021","Unidentified sp47 M PL 021",NA,NA,"Swida controversa",1,NA,NA
"Unidentified sp47 M PL 034","M_034","Unidentified.sp47.M.PL.034","Unidentified sp47 M PL 034","Cunoniaceae","Eucryphia","Eucryphia cordifolia",1,NA,NA
"Unidentified sp47 M PL 044","M_044","Unidentified.sp47.M.PL.044","Unidentified sp47 M PL 044","Araliaceae","Heptapleurum","Heptapleurum heptaphyllum",1,NA,NA
"Unidentified sp47 M PL 044","M_044","Unidentified.sp47.M.PL.044","Unidentified sp47 M PL 044","Lauraceae","Litsea","Litsea japonica",1,NA,NA
"Unidentified sp47 M PL 051","M_051","Unidentified.sp47.M.PL.051","Unidentified sp47 M PL 051","Rosaceae","Rosa","Rosa rubiginosa",1,NA,NA
"Unidentified sp47 M PL 053","M_053","Unidentified.sp47.M.PL.053","Unidentified sp47 M PL 053","Salicaceae","Salix","Salix sieboldiana",1,NA,NA
"Unidentified sp47 M PL 056","M_056","Unidentified.sp47.M.PL.056","Unidentified sp47 M PL 056","Ranunculaceae","Trollius","Trollius hondoensis",1,NA,NA
"Unidentified sp47 M PL 057","M_057","Unidentified.sp47.M.PL.057","Unidentified sp47 M PL 057","Caprifoliaceae","Weigela","Weigela hortensis",1,NA,NA
"Unidentified sp47 M PL 057","M_057","Unidentified.sp47.M.PL.057","Unidentified sp47 M PL 057","Viburnaceae","Viburnum","Viburnum plicatum",2,NA,NA
"Unidentified sp47 M PL 058","M_058","Unidentified.sp47.M.PL.058","Unidentified sp47 M PL 058","Caprifoliaceae","Lomelosia","Lomelosia stellata",1,NA,NA
"Unidentified sp470 M PL 057","M_057","Unidentified.sp470.M.PL.057","Unidentified sp470 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp471 M PL 057","M_057","Unidentified.sp471.M.PL.057","Unidentified sp471 M PL 057","Rosaceae","Kerria","Kerria japonica",1,NA,NA
"Unidentified sp472 M PL 057","M_057","Unidentified.sp472.M.PL.057","Unidentified sp472 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp473 M PL 057","M_057","Unidentified.sp473.M.PL.057","Unidentified sp473 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp474 M PL 057","M_057","Unidentified.sp474.M.PL.057","Unidentified sp474 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp475 M PL 057","M_057","Unidentified.sp475.M.PL.057","Unidentified sp475 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp476 M PL 057","M_057","Unidentified.sp476.M.PL.057","Unidentified sp476 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp477 M PL 057","M_057","Unidentified.sp477.M.PL.057","Unidentified sp477 M PL 057","Staphyleaceae","Staphylea","Staphylea bumalda",1,NA,NA
"Unidentified sp478 M PL 057","M_057","Unidentified.sp478.M.PL.057","Unidentified sp478 M PL 057","Simaroubaceae","Brucea","Brucea javanica",1,NA,NA
"Unidentified sp479 M PL 057","M_057","Unidentified.sp479.M.PL.057","Unidentified sp479 M PL 057","Hydrangeaceae","Hydrangea","Hydrangea hirta",1,NA,NA
"Unidentified sp48 M PL 021","M_021","Unidentified.sp48.M.PL.021","Unidentified sp48 M PL 021","Asteraceae","Ixeris","Ixeridium dentatum subsp. dentatum",1,NA,NA
"Unidentified sp48 M PL 021","M_021","Unidentified.sp48.M.PL.021","Unidentified sp48 M PL 021","Hydrangeaceae","Hydrangea","Hydrangea paniculata",1,NA,NA
"Unidentified sp48 M PL 034","M_034","Unidentified.sp48.M.PL.034","Unidentified sp48 M PL 034","Cunoniaceae","Eucryphia","Eucryphia cordifolia",1,NA,NA
"Unidentified sp48 M PL 034","M_034","Unidentified.sp48.M.PL.034","Unidentified sp48 M PL 034","Myrtaceae","Amomyrtus","Amomyrtus meli",1,NA,NA
"Unidentified sp48 M PL 034","M_034","Unidentified.sp48.M.PL.034","Unidentified sp48 M PL 034","Myrtaceae","Tepualia","Tepualia stipularis",1,NA,NA
"Unidentified sp48 M PL 044","M_044","Unidentified.sp48.M.PL.044","Unidentified sp48 M PL 044","Lamiaceae","Clerodendrum","Clerodendrum trichotomum",2,NA,NA
"Unidentified sp48 M PL 051","M_051","Unidentified.sp48.M.PL.051","Unidentified sp48 M PL 051",NA,NA,"Cynanchum diemii",1,NA,NA
"Unidentified sp48 M PL 053","M_053","Unidentified.sp48.M.PL.053","Unidentified sp48 M PL 053","Fagaceae","Castanea","Castanea crenata",1,NA,NA
"Unidentified sp48 M PL 056","M_056","Unidentified.sp48.M.PL.056","Unidentified sp48 M PL 056","Brassicaceae","Arabidopsis","Arabidopsis lyrata subsp. kamchatica",1,NA,NA
"Unidentified sp48 M PL 057","M_057","Unidentified.sp48.M.PL.057","Unidentified sp48 M PL 057","Papaveraceae","Corydalis","Corydalis incisa",1,NA,NA
"Unidentified sp48 M PL 057","M_057","Unidentified.sp48.M.PL.057","Unidentified sp48 M PL 057","Rosaceae","Rubus","Rubus palmatus",2,NA,NA
"Unidentified sp48 M PL 058","M_058","Unidentified.sp48.M.PL.058","Unidentified sp48 M PL 058","Asteraceae","Sonchus","Sonchus tenerrimus",1,NA,NA
"Unidentified sp480 M PL 057","M_057","Unidentified.sp480.M.PL.057","Unidentified sp480 M PL 057","Violaceae","Viola","Viola hamiltoniana",1,NA,NA
"Unidentified sp481 M PL 057","M_057","Unidentified.sp481.M.PL.057","Unidentified sp481 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp482 M PL 057","M_057","Unidentified.sp482.M.PL.057","Unidentified sp482 M PL 057","Saxifragaceae","Astilbe","Astilbe thunbergii",1,NA,NA
"Unidentified sp483 M PL 057","M_057","Unidentified.sp483.M.PL.057","Unidentified sp483 M PL 057","Polygonaceae","Persicaria","Persicaria thunbergii",1,NA,NA
"Unidentified sp484 M PL 057","M_057","Unidentified.sp484.M.PL.057","Unidentified sp484 M PL 057","Apiaceae","Angelica","Angelica polymorpha",1,NA,NA
"Unidentified sp49 M PL 021","M_021","Unidentified.sp49.M.PL.021","Unidentified sp49 M PL 021","Rosaceae","Prunus","Prunus grayana",1,NA,NA
"Unidentified sp49 M PL 034","M_034","Unidentified.sp49.M.PL.034","Unidentified sp49 M PL 034","Cunoniaceae","Caldcluvia","Caldcluvia paniculata",1,NA,NA
"Unidentified sp49 M PL 034","M_034","Unidentified.sp49.M.PL.034","Unidentified sp49 M PL 034","Cunoniaceae","Eucryphia","Eucryphia cordifolia",1,NA,NA
"Unidentified sp49 M PL 034","M_034","Unidentified.sp49.M.PL.034","Unidentified sp49 M PL 034","Hydrangeaceae","Hydrangea","Hydrangea serratifolia",1,NA,NA
"Unidentified sp49 M PL 034","M_034","Unidentified.sp49.M.PL.034","Unidentified sp49 M PL 034","Myrtaceae","Tepualia","Tepualia stipularis",1,NA,NA
"Unidentified sp49 M PL 044","M_044","Unidentified.sp49.M.PL.044","Unidentified sp49 M PL 044","Lamiaceae","Clerodendrum","Clerodendrum trichotomum",1,NA,NA
"Unidentified sp49 M PL 044","M_044","Unidentified.sp49.M.PL.044","Unidentified sp49 M PL 044","Primulaceae","Ardisia","Ardisia quinquegona",1,NA,NA
"Unidentified sp49 M PL 051","M_051","Unidentified.sp49.M.PL.051","Unidentified sp49 M PL 051","Alstroemeriaceae","Alstroemeria","Alstroemeria aurea",1,NA,NA
"Unidentified sp49 M PL 053","M_053","Unidentified.sp49.M.PL.053","Unidentified sp49 M PL 053","Geraniaceae","Geranium","Geranium shikokianum",1,NA,NA
"Unidentified sp49 M PL 056","M_056","Unidentified.sp49.M.PL.056","Unidentified sp49 M PL 056",NA,NA,"Sedum aizoon",1,NA,NA
"Unidentified sp49 M PL 057","M_057","Unidentified.sp49.M.PL.057","Unidentified sp49 M PL 057","Apiaceae","Angelica","Angelica pubescens",1,NA,NA
"Unidentified sp49 M PL 057","M_057","Unidentified.sp49.M.PL.057","Unidentified sp49 M PL 057","Polygonaceae","Reynoutria","Reynoutria japonica",2,NA,NA
"Unidentified sp49 M PL 058","M_058","Unidentified.sp49.M.PL.058","Unidentified sp49 M PL 058","Apiaceae","Daucus","Daucus carota subsp. carota",2,NA,NA
"Unidentified sp5 M PL 010","M_010","Unidentified.sp5.M.PL.010","Unidentified sp5 M PL 010","Salicaceae","Salix","Salix arctica",1,NA,NA
"Unidentified sp5 M PL 010","M_010","Unidentified.sp5.M.PL.010","Unidentified sp5 M PL 010",NA,NA,"Saxifraga caespitosa",1,NA,NA
"Unidentified sp5 M PL 015","M_015","Unidentified.sp5.M.PL.015","Unidentified sp5 M PL 015","Apiaceae","Thapsia","Thapsia garganica",1,NA,NA
"Unidentified sp5 M PL 015","M_015","Unidentified.sp5.M.PL.015","Unidentified sp5 M PL 015","Cistaceae","Cistus","Cistus parviflorus",1,NA,NA
"Unidentified sp5 M PL 015","M_015","Unidentified.sp5.M.PL.015","Unidentified sp5 M PL 015","Lamiaceae","Thymbra","Thymbra capitata",1,NA,NA
"Unidentified sp5 M PL 015","M_015","Unidentified.sp5.M.PL.015","Unidentified sp5 M PL 015",NA,NA,"Cistus salvifolius",1,NA,NA
"Unidentified sp5 M PL 018","M_018","Unidentified.sp5.M.PL.018","Unidentified sp5 M PL 018","Apiaceae","Aegopodium","Aegopodium podagraria",1,NA,NA
"Unidentified sp5 M PL 018","M_018","Unidentified.sp5.M.PL.018","Unidentified sp5 M PL 018","Asteraceae","Tripleurospermum","Tripleurospermum inodorum",1,NA,NA
"Unidentified sp5 M PL 019","M_019","Unidentified.sp5.M.PL.019","Unidentified sp5 M PL 019","Asteraceae","Senecio","Senecio lautus",2,NA,NA
"Unidentified sp5 M PL 019","M_019","Unidentified.sp5.M.PL.019","Unidentified sp5 M PL 019","Ericaceae","Pentachondra","Pentachondra pumila",1,NA,NA
"Unidentified sp5 M PL 019","M_019","Unidentified.sp5.M.PL.019","Unidentified sp5 M PL 019","Myrtaceae","Baeckia","Baeckea gunniana",1,NA,NA
"Unidentified sp5 M PL 019","M_019","Unidentified.sp5.M.PL.019","Unidentified sp5 M PL 019",NA,NA,"Helipterum albicans",1,NA,NA
"Unidentified sp5 M PL 021","M_021","Unidentified.sp5.M.PL.021","Unidentified sp5 M PL 021","Anacardiaceae","Toxicodendron","Toxicodendron trichocarpum",1,NA,NA
"Unidentified sp5 M PL 021","M_021","Unidentified.sp5.M.PL.021","Unidentified sp5 M PL 021","Viburnaceae","Viburnum","Viburnum plicatum",1,NA,NA
"Unidentified sp5 M PL 021","M_021","Unidentified.sp5.M.PL.021","Unidentified sp5 M PL 021",NA,NA,"Anthriscus aemula",1,NA,NA
"Unidentified sp5 M PL 021","M_021","Unidentified.sp5.M.PL.021","Unidentified sp5 M PL 021",NA,NA,"Swida controversa",1,NA,NA
"Unidentified sp5 M PL 021","M_021","Unidentified.sp5.M.PL.021","Unidentified sp5 M PL 021",NA,NA,"Symplocos chinensis",1,NA,NA
"Unidentified sp5 M PL 022","M_022","Unidentified.sp5.M.PL.022","Unidentified sp5 M PL 022","Fabaceae","Adesmia","Adesmia hemisphaerica",1,NA,NA
"Unidentified sp5 M PL 022","M_022","Unidentified.sp5.M.PL.022","Unidentified sp5 M PL 022","Hydrophyllaceae","Phacelia","Phacelia secunda",1,NA,NA
"Unidentified sp5 M PL 022","M_022","Unidentified.sp5.M.PL.022","Unidentified sp5 M PL 022",NA,NA,"Azorella monanthos",1,NA,NA
"Unidentified sp5 M PL 022","M_022","Unidentified.sp5.M.PL.022","Unidentified sp5 M PL 022",NA,NA,"Senecio looseri ",1,NA,NA
"Unidentified sp5 M PL 023","M_023","Unidentified.sp5.M.PL.023","Unidentified sp5 M PL 023","Asteraceae","Grindelia","Grindelia chiloensis",1,NA,NA
"Unidentified sp5 M PL 026","M_026","Unidentified.sp5.M.PL.026","Unidentified sp5 M PL 026","Lamiaceae","Volkameria","Volkameria mollis",1,NA,NA
"Unidentified sp5 M PL 027","M_027","Unidentified.sp5.M.PL.027","Unidentified sp5 M PL 027",NA,NA,"Senecio scorzoneroides",1,NA,NA
"Unidentified sp5 M PL 028","M_028","Unidentified.sp5.M.PL.028","Unidentified sp5 M PL 028","Asteraceae","Celmisia","Celmisia spectabilis",1,NA,NA
"Unidentified sp5 M PL 028","M_028","Unidentified.sp5.M.PL.028","Unidentified sp5 M PL 028","Campanulaceae","Wahlenbergia","Wahlenbergia albomarginata",1,NA,NA
"Unidentified sp5 M PL 029","M_029","Unidentified.sp5.M.PL.029","Unidentified sp5 M PL 029","Asteraceae","Raoulia","Raoulia grandiflora",1,NA,NA
"Unidentified sp5 M PL 029","M_029","Unidentified.sp5.M.PL.029","Unidentified sp5 M PL 029","Orobanchaceae","Euphrasia","Euphrasia revoluta",1,NA,NA
"Unidentified sp5 M PL 029","M_029","Unidentified.sp5.M.PL.029","Unidentified sp5 M PL 029","Stylidiaceae","Phyllachne","Phyllachne colensoi",1,NA,NA
"Unidentified sp5 M PL 034","M_034","Unidentified.sp5.M.PL.034","Unidentified sp5 M PL 034","Myrtaceae","Tepualia","Tepualia stipularis",1,NA,NA
"Unidentified sp5 M PL 036","M_036","Unidentified.sp5.M.PL.036","Unidentified sp5 M PL 036","Asteraceae","Leucanthemum","Leucanthemum vulgare",1,NA,NA
"Unidentified sp5 M PL 037","M_037","Unidentified.sp5.M.PL.037","Unidentified sp5 M PL 037","Asteraceae","Cirsium","Cirsium arvense",1,NA,NA
"Unidentified sp5 M PL 037","M_037","Unidentified.sp5.M.PL.037","Unidentified sp5 M PL 037","Caryophyllaceae","Silene","Silene dioica",1,NA,NA
"Unidentified sp5 M PL 038","M_038","Unidentified.sp5.M.PL.038","Unidentified sp5 M PL 038","Apiaceae","Angelica","Angelica sylvestris",1,NA,NA
"Unidentified sp5 M PL 038","M_038","Unidentified.sp5.M.PL.038","Unidentified sp5 M PL 038","Apiaceae","Chaerophyllum","Chaerophyllum temulum",1,NA,NA
"Unidentified sp5 M PL 040","M_040","Unidentified.sp5.M.PL.040","Unidentified sp5 M PL 040","Araliaceae","Dendropanax","Dendropanax.sp1.M.PL.040",1,NA,NA
"Unidentified sp5 M PL 040","M_040","Unidentified.sp5.M.PL.040","Unidentified sp5 M PL 040","Malpighiaceae","Byrsonima","Byrsonima.sp1.M.PL.040",1,NA,NA
"Unidentified sp5 M PL 041","M_041","Unidentified.sp5.M.PL.041","Unidentified sp5 M PL 041","Asteraceae","Vernonia","Vernonia.sp1.M.PL.041",1,NA,NA
"Unidentified sp5 M PL 041","M_041","Unidentified.sp5.M.PL.041","Unidentified sp5 M PL 041","Asteraceae","Wedelia","Wedelia calycina",1,NA,NA
"Unidentified sp5 M PL 041","M_041","Unidentified.sp5.M.PL.041","Unidentified sp5 M PL 041","Boraginaceae","Cordia","Cordia.sp1.M.PL.041",1,NA,NA
"Unidentified sp5 M PL 041","M_041","Unidentified.sp5.M.PL.041","Unidentified sp5 M PL 041",NA,NA,"Cordia martinicensis",9,NA,NA
"Unidentified sp5 M PL 041","M_041","Unidentified.sp5.M.PL.041","Unidentified sp5 M PL 041",NA,NA,"Unidentified sp21 M PL 041",2,NA,NA
"Unidentified sp5 M PL 043","M_043","Unidentified.sp5.M.PL.043","Unidentified sp5 M PL 043","Apiaceae","Chaerophyllum","Chaerophyllum temulum",1,NA,NA
"Unidentified sp5 M PL 043","M_043","Unidentified.sp5.M.PL.043","Unidentified sp5 M PL 043","Asteraceae","Achillea","Achillea millefolium",1,NA,NA
"Unidentified sp5 M PL 043","M_043","Unidentified.sp5.M.PL.043","Unidentified sp5 M PL 043","Asteraceae","Lapsana","Lapsana communis",1,NA,NA
"Unidentified sp5 M PL 043","M_043","Unidentified.sp5.M.PL.043","Unidentified sp5 M PL 043","Asteraceae","Tripleurospermum","Tripleurospermum inodorum",1,NA,NA
"Unidentified sp5 M PL 043","M_043","Unidentified.sp5.M.PL.043","Unidentified sp5 M PL 043","Boraginaceae","Echium","Echium vulgare",1,NA,NA
"Unidentified sp5 M PL 043","M_043","Unidentified.sp5.M.PL.043","Unidentified sp5 M PL 043","Scrophulariaceae","Verbascum","Verbascum thapsus",1,NA,NA
"Unidentified sp5 M PL 044","M_044","Unidentified.sp5.M.PL.044","Unidentified sp5 M PL 044","Elaeocarpaceae","Elaeocarpus","Elaeocarpus japonicus",5,NA,NA
"Unidentified sp5 M PL 044","M_044","Unidentified.sp5.M.PL.044","Unidentified sp5 M PL 044","Lamiaceae","Clerodendrum","Clerodendrum trichotomum",1,NA,NA
"Unidentified sp5 M PL 044","M_044","Unidentified.sp5.M.PL.044","Unidentified sp5 M PL 044","Sabiaceae","Meliosma","Meliosma rigida",1,NA,NA
"Unidentified sp5 M PL 044","M_044","Unidentified.sp5.M.PL.044","Unidentified sp5 M PL 044","Symplocaceae","Symplocos","Symplocos microcalyx",1,NA,NA
"Unidentified sp5 M PL 047","M_047","Unidentified.sp5.M.PL.047","Unidentified sp5 M PL 047","Rosaceae","Potentilla","Potentilla erecta",1,NA,NA
"Unidentified sp5 M PL 047","M_047","Unidentified.sp5.M.PL.047","Unidentified sp5 M PL 047","Salicaceae","Salix","Salix repens",1,NA,NA
"Unidentified sp5 M PL 050","M_050","Unidentified.sp5.M.PL.050","Unidentified sp5 M PL 050","Brassicaceae","Parolinea","Parolinia intermedia",1,NA,NA
"Unidentified sp5 M PL 050","M_050","Unidentified.sp5.M.PL.050","Unidentified sp5 M PL 050",NA,NA,"Argyranthemum frutescencs",1,NA,NA
"Unidentified sp5 M PL 053","M_053","Unidentified.sp5.M.PL.053","Unidentified sp5 M PL 053",NA,NA,"Polygonum cuspidatum",1,NA,NA
"Unidentified sp5 M PL 054","M_054","Unidentified.sp5.M.PL.054","Unidentified sp5 M PL 054","Asteraceae","Taraxacum","Taraxacum japonicum",1,NA,NA
"Unidentified sp5 M PL 054","M_054","Unidentified.sp5.M.PL.054","Unidentified sp5 M PL 054","Rosaceae","Pyracantha","Pyracantha angustifolia",1,NA,NA
"Unidentified sp5 M PL 054","M_054","Unidentified.sp5.M.PL.054","Unidentified sp5 M PL 054",NA,NA,"Besella rubra",1,NA,NA
"Unidentified sp5 M PL 054","M_054","Unidentified.sp5.M.PL.054","Unidentified sp5 M PL 054",NA,NA,"Stenactis annuus",3,NA,NA
"Unidentified sp5 M PL 055","M_055","Unidentified.sp5.M.PL.055","Unidentified sp5 M PL 055","Asteraceae","Taraxacum","Taraxacum japonicum",1,NA,NA
"Unidentified sp5 M PL 055","M_055","Unidentified.sp5.M.PL.055","Unidentified sp5 M PL 055","Polygonaceae","Persicaria","Persicaria thunbergii",2,NA,NA
"Unidentified sp5 M PL 055","M_055","Unidentified.sp5.M.PL.055","Unidentified sp5 M PL 055","Pontederiaceae","Monochoria","Pontederia korsakowii",1,NA,NA
"Unidentified sp5 M PL 055","M_055","Unidentified.sp5.M.PL.055","Unidentified sp5 M PL 055",NA,NA,"Iris taevigata",2,NA,NA
"Unidentified sp5 M PL 055","M_055","Unidentified.sp5.M.PL.055","Unidentified sp5 M PL 055",NA,NA,"Persicaria comspicua",1,NA,NA
"Unidentified sp5 M PL 056","M_056","Unidentified.sp5.M.PL.056","Unidentified sp5 M PL 056","Polygonaceae","Reynoutria","Reynoutria japonica",1,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057","Apiaceae","Angelica","Angelica pubescens",3,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057","Asteraceae","Ixeris","Ixeridium dentatum subsp. dentatum",1,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057","Asteraceae","Kitamuria","Kitamuria glehnii",2,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057","Caprifoliaceae","Weigela","Weigela hortensis",1,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057","Hydrangeaceae","Deutzia","Deutzia maximowicziana",1,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057","Hydrangeaceae","Hydrangea","Hydrangea macrophylla",1,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057","Rosaceae","Rubus","Rubus crataegifolius",1,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057",NA,NA,"Osterium sieboldii",1,NA,NA
"Unidentified sp5 M PL 057","M_057","Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057",NA,NA,"Stenactis annuus",4,NA,NA
"Unidentified sp5 M PL 058","M_039","Unidentified.sp5.M.PL.058","Unidentified sp5 M PL 058","Asteraceae","Argyranthemum","Argyranthemum frutescens",1,NA,NA
"Unidentified sp5 M PL 058","M_039","Unidentified.sp5.M.PL.058","Unidentified sp5 M PL 058","Euphorbiaceae","Euphorbia","Euphorbia canariensis",1,NA,NA
"Unidentified sp5 M PL 058","M_039","Unidentified.sp5.M.PL.058","Unidentified sp5 M PL 058","Euphorbiaceae","Euphorbia","Euphorbia terracina",1,NA,NA
"Unidentified sp5 M PL 090","M_061","Unidentified.sp5.M.PL.090","Unidentified sp5 M PL 090","Rubiaceae","Pyrostria","Pyrostria bibracteata",1,NA,NA
"Unidentified sp5 M PL 090","M_061","Unidentified.sp5.M.PL.090","Unidentified sp5 M PL 090","Apocynaceae","Alstonia","Alstonia macrophylla",2,NA,NA
"Unidentified sp5 M PL 096","M_061","Unidentified.sp5.M.PL.096","Unidentified sp5 M PL 096","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum",12,NA,NA
